1.119610525, Sport: ,Soccer, Time: ,Mon Jul 27 02:30:00 CEST 2015, Time: ,Mon Jul 27 02:30:00 CEST 2015, Event: ,Belgrano v Boca Juniors, Favorite: ,Boca Juniors, 17304   size:26.61,Price: ,2.52,The Draw, 58805   size:62.95,Price: ,3.25,ok
1.119610981, Sport: ,Soccer, Time: ,Mon Jul 27 00:30:00 CEST 2015, Time: ,Mon Jul 27 00:30:00 CEST 2015, Event: ,Lanus v Defensa y Justicia, Favorite: ,Lanus, 194513   size:59.15,Price: ,1.79,The Draw, 58805   size:10.08,Price: ,3.7,Defensa y Justicia, 5178272   size:62.24,Price: ,5.6,x
1.119701440, Sport: ,Tennis, Time: ,Mon Jul 27 09:30:00 CEST 2015, Time: ,Mon Jul 27 09:30:00 CEST 2015, Event: ,Tig v Kalashnikova, Favorite: ,Patricia Maria Tig, 8679189   size:5.91,Price: ,1.45,Oksana Kalashnikova, 4729797   size:80.25,Price: ,2.76,ok
1.119646986, Sport: ,Soccer, Time: ,Mon Jul 27 01:30:00 CEST 2015, Time: ,Mon Jul 27 01:30:00 CEST 2015, Event: ,Jamaica v Mexico, Favorite: ,Mexico, 37944   size:3332.41,Price: ,1.91,The Draw, 58805   size:923.14,Price: ,3.45,Jamaica, 54786   size:102.71,Price: ,5.2,ok
1.119600886, Sport: ,Handball, Time: ,Mon Jul 27 01:45:00 CEST 2015, Time: ,Mon Jul 27 01:45:00 CEST 2015, Event: ,Spain U21 v Romania U21, Favorite: ,Spain U21, 7437030   size:3.09,Price: ,1.29,Romania U21, 10026176   size:114.91,Price: ,4.1,Draw, 330157   size:71.07,Price: ,9.0,ok
1.119702691, Sport: ,Soccer, Time: ,Mon Jul 27 00:00:00 CEST 2015, Time: ,Mon Jul 27 00:00:00 CEST 2015, Event: ,Chepo FC v Sporting San Miguel, Favorite: ,Chepo FC, 7831157   size:91.05,Price: ,2.2,Sporting San Miguel, 7546734   size:86.42,Price: ,2.3,The Draw, 58805   size:88.04,Price: ,2.6,x
1.119686263, Sport: ,Tennis, Time: ,Mon Jul 27 09:30:00 CEST 2015, Time: ,Mon Jul 27 09:30:00 CEST 2015, Event: ,Yux Zhang v C Liang, Favorite: ,Yuxuan Zhang, 6949174   size:29.76,Price: ,1.29,Chen Liang, 8715745   size:2.69,Price: ,3.75,ok
1.119647330, Sport: ,Soccer, Time: ,Sun Jul 26 23:30:00 CEST 2015, Time: ,Sun Jul 26 23:30:00 CEST 2015, Event: ,Deportivo Tachira v Tucanes de Amazonas, Favorite: ,Deportivo Tachira, 712865   size:494.39,Price: ,1.21,The Draw, 58805   size:6.4,Price: ,7.4,Tucanes de Amazonas, 7866561   size:2.69,Price: ,13.0,x
1.119609491, Sport: ,Soccer, Time: ,Sun Jul 26 23:00:00 CEST 2015, Time: ,Sun Jul 26 23:00:00 CEST 2015, Event: ,Universitario v Leon de Huanuco, Favorite: ,Universitario, 330229   size:6.38,Price: ,1.8,The Draw, 58805   size:3.24,Price: ,3.9,Leon de Huanuco, 5176230   size:5.39,Price: ,5.3,x
1.119645550, Sport: ,Soccer, Time: ,Sun Jul 26 23:30:00 CEST 2015, Time: ,Sun Jul 26 23:30:00 CEST 2015, Event: ,Aragua v Estudiantes de Caracas, Favorite: ,Aragua, 3284244   size:65.74,Price: ,1.84,The Draw, 58805   size:9.04,Price: ,3.55,Estudiantes de Caracas, 10064371   size:55.46,Price: ,5.3,x
1.119686248, Sport: ,Tennis, Time: ,Mon Jul 27 10:00:00 CEST 2015, Time: ,Mon Jul 27 10:00:00 CEST 2015, Event: ,S Zhang v F Liu, Favorite: ,Shuai Zhang, 2386498   size:167.12,Price: ,1.94,Fangzhou Liu, 8174145   size:2.55,Price: ,1.95,x
1.119557776, Sport: ,Soccer, Time: ,Sun Jul 26 23:00:00 CEST 2015, Time: ,Sun Jul 26 23:00:00 CEST 2015, Event: ,DC Utd v Philadelphia, Favorite: ,DC Utd, 436099   size:348.41,Price: ,2.04,The Draw, 58805   size:23.89,Price: ,3.65,Philadelphia, 4589333   size:534.06,Price: ,4.1,ok
1.119685279, Sport: ,Tennis, Time: ,Mon Jul 27 06:00:00 CEST 2015, Time: ,Mon Jul 27 06:00:00 CEST 2015, Event: ,Shyla v Donskoy, Favorite: ,Evgeny Donskoy, 3391304   size:2.55,Price: ,1.23,Yaraslav Shyla, 8520676   size:3.8,Price: ,4.1,ok
1.119610798, Sport: ,Soccer, Time: ,Sun Jul 26 23:15:00 CEST 2015, Time: ,Sun Jul 26 23:15:00 CEST 2015, Event: ,Huracan v Estudiantes, Favorite: ,Estudiantes, 194509   size:252.68,Price: ,2.88,Huracan, 194507   size:22.17,Price: ,2.98,The Draw, 58805   size:6.72,Price: ,3.05,x
1.119594481, Sport: ,Soccer, Time: ,Mon Jul 27 00:00:00 CEST 2015, Time: ,Mon Jul 27 00:00:00 CEST 2015, Event: ,Millonarios v Once Caldas, Favorite: ,Millonarios, 900849   size:3.5,Price: ,1.97,The Draw, 58805   size:84.05,Price: ,3.7,Once Caldas, 816112   size:57.58,Price: ,4.3,x
1.119574474, Sport: ,Baseball, Time: ,Mon Jul 27 02:00:00 CEST 2015, Time: ,Mon Jul 27 02:00:00 CEST 2015, Event: ,DET @ BOS, Favorite: ,Boston (E Rodriguez), 9531865   size:376.47,Price: ,1.7,Detroit (S Greene), 9385642   size:30.24,Price: ,2.38,ok
1.119230036, Sport: ,Bowls, Time: ,Mon Jul 27 09:00:00 CEST 2015, Time: ,Mon Jul 27 09:00:00 CEST 2015, Event: ,Field v Last, Favorite: ,Rebecca Field, 6011350   size:13.4,Price: ,1.01,Phillip Last, 2761659   size:5.91,Price: ,1.4,x
1.119699240, Sport: ,Tennis, Time: ,Mon Jul 27 09:30:00 CEST 2015, Time: ,Mon Jul 27 09:30:00 CEST 2015, Event: ,Kuwata v Ivakhnenko, Favorite: ,Hiroko Kuwata, 8732124   size:10.11,Price: ,1.78,Valentyna Ivakhnenko, 6498928   size:7.58,Price: ,2.04,x
1.119710285, Sport: ,Soccer, Time: ,Mon Jul 27 01:00:00 CEST 2015, Time: ,Mon Jul 27 01:00:00 CEST 2015, Event: ,Seattle Reign FC (W) v Portland Thorns (W), Favorite: ,Seattle Reign FC (W), 7212833   size:2.4,Price: ,1.73,The Draw, 58805   size:2.83,Price: ,3.4,Portland Thorns (W), 7201332   size:2.71,Price: ,3.55,ok
1.119230037, Sport: ,Bowls, Time: ,Mon Jul 27 10:00:00 CEST 2015, Time: ,Mon Jul 27 10:00:00 CEST 2015, Event: ,Stone v Gillett, Favorite: ,Les Gillett, 2266354   size:13.4,Price: ,1.01,x
1.119698694, Sport: ,Tennis, Time: ,Mon Jul 27 08:00:00 CEST 2015, Time: ,Mon Jul 27 08:00:00 CEST 2015, Event: ,Ya Lee v Bai, Favorite: ,Ya-Hsuan Lee, 8839147   size:5.76,Price: ,1.37,Alison Bai, 9456614   size:3.9,Price: ,3.25,x
1.119565165, Sport: ,Soccer, Time: ,Mon Jul 27 01:00:00 CEST 2015, Time: ,Mon Jul 27 01:00:00 CEST 2015, Event: ,Vancouver Whitecaps v San Jose Earthquakes, Favorite: ,Vancouver Whitecaps, 5383053   size:39.6,Price: ,1.71,The Draw, 58805   size:133.56,Price: ,3.95,San Jose Earthquakes, 408102   size:29.78,Price: ,6.0,ok
1.119677676, Sport: ,Soccer, Time: ,Sun Jul 26 23:00:00 CEST 2015, Time: ,Sun Jul 26 23:00:00 CEST 2015, Event: ,Manta FC v Gualaceo, Favorite: ,Manta FC, 5366102   size:700.0,Price: ,1.38,The Draw, 58805   size:400.0,Price: ,2.7,Gualaceo, 9650875   size:300.0,Price: ,3.1,ok
1.119698359, Sport: ,Tennis, Time: ,Mon Jul 27 06:00:00 CEST 2015, Time: ,Mon Jul 27 06:00:00 CEST 2015, Event: ,Yevseyev v Ismailov, Favorite: ,Temur Ismailov, 8304044   size:3.31,Price: ,1.62,Denis Yevseyev, 8304957   size:70.62,Price: ,2.54,ok
1.119563535, Sport: ,Soccer, Time: ,Mon Jul 27 00:30:00 CEST 2015, Time: ,Mon Jul 27 00:30:00 CEST 2015, Event: ,Universidad de Chile v Antofagasta, Favorite: ,Universidad de Chile, 1069686   size:84.64,Price: ,1.37,The Draw, 58805   size:32.78,Price: ,5.6,Antofagasta, 6105741   size:41.18,Price: ,10.0,x
1.119564646, Sport: ,Soccer, Time: ,Mon Jul 27 01:30:00 CEST 2015, Time: ,Mon Jul 27 01:30:00 CEST 2015, Event: ,New York Red Bulls v Benfica, Favorite: ,Benfica, 48783   size:51.64,Price: ,2.1,New York Red Bulls, 2362970   size:6.65,Price: ,3.6,The Draw, 58805   size:103.64,Price: ,3.95,x
1.119698429, Sport: ,Tennis, Time: ,Mon Jul 27 09:30:00 CEST 2015, Time: ,Mon Jul 27 09:30:00 CEST 2015, Event: ,Korashvili v Safarova, Favorite: ,Oleksandra Korashvili, 7445988   size:3.36,Price: ,1.04,Zuleykha Safarova, 8715640   size:17.13,Price: ,22.0,ok
1.119623632, Sport: ,Volleyball, Time: ,Mon Jul 27 00:10:00 CEST 2015, Time: ,Mon Jul 27 00:10:00 CEST 2015, Event: ,Japan (W) v Russia (W), Favorite: ,Russia (W), 6358161   size:626.92,Price: ,1.23,Japan (W), 7683862   size:13.82,Price: ,4.0,ok
1.119685243, Sport: ,Tennis, Time: ,Mon Jul 27 07:45:00 CEST 2015, Time: ,Mon Jul 27 07:45:00 CEST 2015, Event: ,Kuzmanov v Ti Chen, Favorite: ,Dimitar Kuzmanov, 8443097   size:2.55,Price: ,1.67,Ti Chen, 2559490   size:22.43,Price: ,2.18,x
1.119557867, Sport: ,Soccer, Time: ,Sun Jul 26 23:30:00 CEST 2015, Time: ,Sun Jul 26 23:30:00 CEST 2015, Event: ,Vasco da Gama v Palmeiras, Favorite: ,Palmeiras, 189952   size:109.14,Price: ,2.62,Vasco da Gama, 784535   size:106.25,Price: ,3.1,The Draw, 58805   size:141.09,Price: ,3.25,ok
1.119680525, Sport: ,Soccer, Time: ,Mon Jul 27 00:00:00 CEST 2015, Time: ,Mon Jul 27 00:00:00 CEST 2015, Event: ,Deportivo Cali v Malaga, Favorite: ,Malaga, 13360   size:10.62,Price: ,2.26,Deportivo Cali, 328690   size:3.37,Price: ,3.55,The Draw, 58805   size:4.43,Price: ,3.6,x
1.119698354, Sport: ,Tennis, Time: ,Mon Jul 27 06:00:00 CEST 2015, Time: ,Mon Jul 27 06:00:00 CEST 2015, Event: ,Musialek v Fayziev, Favorite: ,Alexis Musialek, 8443099   size:9.13,Price: ,1.37,Sanjar Fayziev, 8304051   size:7.52,Price: ,2.74,x
1.119698653, Sport: ,Tennis, Time: ,Mon Jul 27 08:00:00 CEST 2015, Time: ,Mon Jul 27 08:00:00 CEST 2015, Event: ,Abduraimova v Burnett, Favorite: ,Nigina Abduraimova, 3378313   size:12.81,Price: ,1.84,Nastassja Burnett, 6373914   size:126.39,Price: ,2.18,ok
1.119686253, Sport: ,Tennis, Time: ,Mon Jul 27 09:30:00 CEST 2015, Time: ,Mon Jul 27 09:30:00 CEST 2015, Event: ,X Han v Wu Zheng, Favorite: ,Xinyun Han, 3172285   size:2.55,Price: ,1.17,Wushuang Zheng, 8714572   size:2.55,Price: ,5.7,ok
