1.119299486, Sport: ,Baseball, Time: ,Sun Jul 05 20:20:00 CEST 2015, Time: ,Sun Jul 05 20:20:00 CEST 2015, Event: ,MIA @ CHC, Favorite: ,Chicago Cubs (K Hendricks), 8688427   size:2.0,Price: ,1.7,Miami (M Latos), 9381399   size:3.96,Price: ,2.28,ok
1.119381963, Sport: ,Soccer, Time: ,Sun Jul 05 21:00:00 CEST 2015, Time: ,Sun Jul 05 21:00:00 CEST 2015, Event: ,CA Alvarado del Plata v Comodoro Rivadavia, Favorite: ,Comodoro Rivadavia, 9820331   size:10.62,Price: ,1.08,The Draw, 58805   size:28.02,Price: ,2.0,x
1.119382019, Sport: ,Soccer, Time: ,Sun Jul 05 21:30:00 CEST 2015, Time: ,Sun Jul 05 21:30:00 CEST 2015, Event: ,CD MAIPU v Universitario San Luis, Favorite: ,CD MAIPU, 7846922   size:5.02,Price: ,1.57,Universitario San Luis, 8389982   size:5.02,Price: ,1.86,The Draw, 58805   size:10.04,Price: ,2.02,x
1.119271507, Sport: ,Soccer, Time: ,Sun Jul 05 17:30:00 CEST 2015, Time: ,Sun Jul 05 17:30:00 CEST 2015, Event: ,Kultsu FC v FC Myllypuro, Favorite: ,Kultsu FC, 3844375   size:2.56,Price: ,1.39,The Draw, 58805   size:3.73,Price: ,5.2,ok
1.119270656, Sport: ,Soccer, Time: ,Sun Jul 05 13:35:00 CEST 2015, Time: ,Sun Jul 05 13:35:00 CEST 2015, Event: ,Hangzhou Greentown v Tianjin Teda, Favorite: ,Hangzhou Greentown, 4057550   size:8.17,Price: ,2.48,Tianjin Teda, 3727828   size:58.66,Price: ,3.2,The Draw, 58805   size:67.17,Price: ,3.3,ok
1.119241930, Sport: ,Gaelic Games, Time: ,Sun Jul 05 15:00:00 CEST 2015, Time: ,Sun Jul 05 15:00:00 CEST 2015, Event: ,Westmeath v Limerick, Favorite: ,Limerick, 971627   size:461.84,Price: ,1.04,Westmeath, 971638   size:44.18,Price: ,23.0,Draw, 1055557   size:9.03,Price: ,27.0,ok
1.119270778, Sport: ,Soccer, Time: ,Sun Jul 05 18:00:00 CEST 2015, Time: ,Sun Jul 05 18:00:00 CEST 2015, Event: ,Strommen v Sogndal, Favorite: ,Sogndal, 31322   size:34.91,Price: ,2.02,The Draw, 58805   size:173.77,Price: ,3.75,Strommen, 1146634   size:45.53,Price: ,3.9,x
1.119386343, Sport: ,Volleyball, Time: ,Sun Jul 05 17:00:00 CEST 2015, Time: ,Sun Jul 05 17:00:00 CEST 2015, Event: ,Czech Republic (W) v Argentina (W), Favorite: ,Argentina (W), 8723767   size:140.12,Price: ,1.01,x
1.119391525, Sport: ,Tennis, Time: ,Sun Jul 05 19:30:00 CEST 2015, Time: ,Sun Jul 05 19:30:00 CEST 2015, Event: ,Gosea v Bangoura, Favorite: ,Sekou Bangoura, 7066127   size:16.6,Price: ,1.08,x
1.119271227, Sport: ,Soccer, Time: ,Sun Jul 05 16:00:00 CEST 2015, Time: ,Sun Jul 05 16:00:00 CEST 2015, Event: ,FK Byaroza 2010 v FK Slonim, Favorite: ,FK Byaroza 2010, 6692821   size:66.6,Price: ,1.75,FK Slonim, 8509657   size:2.0,Price: ,2.02,The Draw, 58805   size:10.62,Price: ,2.7,x
1.119391529, Sport: ,Tennis, Time: ,Sun Jul 05 21:15:00 CEST 2015, Time: ,Sun Jul 05 21:15:00 CEST 2015, Event: ,Kylar v Carter, Favorite: ,Andrew Carter, 7445659   size:16.6,Price: ,1.08,ok
1.119299477, Sport: ,Baseball, Time: ,Sun Jul 05 20:15:00 CEST 2015, Time: ,Sun Jul 05 20:15:00 CEST 2015, Event: ,SD @ STL, Favorite: ,St Louis (L Lynn), 5588102   size:115.47,Price: ,1.62,San Diego (I Kennedy), 7551799   size:103.42,Price: ,2.54,ok
1.119381794, Sport: ,Soccer, Time: ,Sun Jul 05 11:00:00 CEST 2015, Time: ,Sun Jul 05 11:00:00 CEST 2015, Event: ,Rangsit Univ JW FC v Kasem Bundit Univ, Favorite: ,Kasem Bundit Univ, 8728233   size:4.65,Price: ,1.72,Rangsit Univ JW FC, 8670860   size:4.09,Price: ,1.92,The Draw, 58805   size:3.02,Price: ,2.72,x
1.119269440, Sport: ,Soccer, Time: ,Sun Jul 05 17:30:00 CEST 2015, Time: ,Sun Jul 05 17:30:00 CEST 2015, Event: ,MP v VIFK, Favorite: ,MP, 799032   size:14.01,Price: ,2.04,The Draw, 58805   size:2.56,Price: ,3.75,x
1.119382244, Sport: ,Soccer, Time: ,Sun Jul 05 21:00:00 CEST 2015, Time: ,Sun Jul 05 21:00:00 CEST 2015, Event: ,San Martin de Tucuman v C J Antoniana, Favorite: ,C J Antoniana, 7606430   size:10.62,Price: ,1.08,The Draw, 58805   size:2.7,Price: ,2.02,x
1.119379811, Sport: ,Soccer, Time: ,Sun Jul 05 16:00:00 CEST 2015, Time: ,Sun Jul 05 16:00:00 CEST 2015, Event: ,Flandria v Almagro, Favorite: ,Flandria, 9509138   size:2.0,Price: ,1.84,The Draw, 58805   size:69.14,Price: ,3.15,Almagro, 897266   size:4.08,Price: ,4.7,x
1.119391111, Sport: ,Tennis, Time: ,Sun Jul 05 15:45:00 CEST 2015, Time: ,Sun Jul 05 15:45:00 CEST 2015, Event: ,Hamou v Robert, Favorite: ,Stephane Robert, 4422812   size:7.72,Price: ,1.63,Maxime Hamou, 8859456   size:2.56,Price: ,2.08,ok
1.119305719, Sport: ,Soccer, Time: ,Sun Jul 05 20:00:00 CEST 2015, Time: ,Sun Jul 05 20:00:00 CEST 2015, Event: ,Koper v NK Maribor, Favorite: ,NK Maribor, 44625   size:84.47,Price: ,1.45,The Draw, 58805   size:22.11,Price: ,4.3,Koper, 166903   size:25.34,Price: ,7.4,x
1.119268629, Sport: ,Soccer, Time: ,Sun Jul 05 18:00:00 CEST 2015, Time: ,Sun Jul 05 18:00:00 CEST 2015, Event: ,Sandefjord v Tromso, Favorite: ,Tromso, 50046   size:290.47,Price: ,2.56,Sandefjord, 199646   size:17.76,Price: ,2.88,The Draw, 58805   size:101.71,Price: ,3.7,x
1.119391083, Sport: ,Tennis, Time: ,Sun Jul 05 14:00:00 CEST 2015, Time: ,Sun Jul 05 14:00:00 CEST 2015, Event: ,Giustino v Miccini, Favorite: ,Lorenzo Giustino, 7534093   size:8.85,Price: ,1.15,Giacomo Miccini, 8698949   size:60.91,Price: ,5.6,ok
1.119387140, Sport: ,Volleyball, Time: ,Sun Jul 05 20:00:00 CEST 2015, Time: ,Sun Jul 05 20:00:00 CEST 2015, Event: ,Croatia (W) v Netherlands (W), Favorite: ,Netherlands (W), 6412764   size:557.3,Price: ,1.02,Croatia (W), 8184517   size:5.75,Price: ,1.2,ok
1.119272329, Sport: ,Soccer, Time: ,Sun Jul 05 17:30:00 CEST 2015, Time: ,Sun Jul 05 17:30:00 CEST 2015, Event: ,BK-46 v ESC, Favorite: ,BK-46, 3956062   size:3.95,Price: ,1.57,The Draw, 58805   size:55.75,Price: ,3.5,ESC, 8661051   size:57.31,Price: ,4.0,x
1.119391511, Sport: ,Tennis, Time: ,Sun Jul 05 19:30:00 CEST 2015, Time: ,Sun Jul 05 19:30:00 CEST 2015, Event: ,Giron v Marquis, Favorite: ,Marcos Giron, 8230256   size:44.28,Price: ,1.03,Christopher Marquis, 8283563   size:16.6,Price: ,1.08,ok
1.119271876, Sport: ,Soccer, Time: ,Sun Jul 05 17:30:00 CEST 2015, Time: ,Sun Jul 05 17:30:00 CEST 2015, Event: ,Gnistan v KaPa, Favorite: ,Gnistan, 495186   size:28.09,Price: ,1.61,The Draw, 58805   size:27.64,Price: ,4.2,KaPa, 436003   size:53.65,Price: ,5.2,ok
1.119241928, Sport: ,Gaelic Games, Time: ,Sun Jul 05 16:00:00 CEST 2015, Time: ,Sun Jul 05 16:00:00 CEST 2015, Event: ,Fermanagh v Antrim, Favorite: ,Fermanagh, 971641   size:3.64,Price: ,1.38,Antrim, 971631   size:3.49,Price: ,5.3,Draw, 1055557   size:73.63,Price: ,8.4,ok
1.119272327, Sport: ,Soccer, Time: ,Sun Jul 05 17:30:00 CEST 2015, Time: ,Sun Jul 05 17:30:00 CEST 2015, Event: ,OPS v AC Kajaani, Favorite: ,OPS, 2391052   size:2.2,Price: ,2.28,AC Kajaani, 6323887   size:59.43,Price: ,2.9,The Draw, 58805   size:49.08,Price: ,3.5,x
1.119391517, Sport: ,Tennis, Time: ,Sun Jul 05 19:30:00 CEST 2015, Time: ,Sun Jul 05 19:30:00 CEST 2015, Event: ,Page Jr. v Uchida, Favorite: ,Kaichi Uchida, 8957119   size:44.28,Price: ,1.03,ok
1.119381283, Sport: ,Soccer, Time: ,Sun Jul 05 14:00:00 CEST 2015, Time: ,Sun Jul 05 14:00:00 CEST 2015, Event: ,Shakhter Karagandy v Kairat Almaty, Favorite: ,Kairat Almaty, 197955   size:9.1,Price: ,1.72,The Draw, 58805   size:2.26,Price: ,4.0,Shakhter Karagandy, 7420782   size:2.46,Price: ,5.3,ok
1.119382131, Sport: ,Soccer, Time: ,Sun Jul 05 21:00:00 CEST 2015, Time: ,Sun Jul 05 21:00:00 CEST 2015, Event: ,Defensores de Belgrano v Independiente Chivilcoy, Favorite: ,Independiente Chivilcoy, 9820388   size:10.62,Price: ,1.08,The Draw, 58805   size:28.02,Price: ,2.0,x
1.119270420, Sport: ,Soccer, Time: ,Sun Jul 05 15:00:00 CEST 2015, Time: ,Sun Jul 05 15:00:00 CEST 2015, Event: ,FC Guthersloh 2000 v Paderborn, Favorite: ,Paderborn, 208035   size:77.06,Price: ,1.23,The Draw, 58805   size:2.72,Price: ,6.0,FC Guthersloh 2000, 8196412   size:34.13,Price: ,12.0,x
1.119299468, Sport: ,Baseball, Time: ,Sun Jul 05 20:10:00 CEST 2015, Time: ,Sun Jul 05 20:10:00 CEST 2015, Event: ,MIN @ KC, Favorite: ,Kansas City (D Duffy), 5554272   size:110.44,Price: ,1.74,Minnesota (E Santana), 9844428   size:5.02,Price: ,2.32,ok
1.119300060, Sport: ,Rugby League, Time: ,Sun Jul 05 16:00:00 CEST 2015, Time: ,Sun Jul 05 16:00:00 CEST 2015, Event: ,Batley v Doncaster, Favorite: ,Doncaster, 25403   size:350.3,Price: ,1.01,Batley, 62904   size:136.94,Price: ,1.02,Draw, 11126   size:2.8,Price: ,40.0,x
1.119381225, Sport: ,Soccer, Time: ,Sun Jul 05 15:00:00 CEST 2015, Time: ,Sun Jul 05 15:00:00 CEST 2015, Event: ,FC Ordabasy v Tobol Kostanay, Favorite: ,FC Ordabasy, 6476069   size:4.44,Price: ,1.95,The Draw, 58805   size:38.58,Price: ,3.25,Tobol Kostanay, 427640   size:59.24,Price: ,4.3,ok
1.119300061, Sport: ,Rugby League, Time: ,Sun Jul 05 16:00:00 CEST 2015, Time: ,Sun Jul 05 16:00:00 CEST 2015, Event: ,Featherstone v Dewsbury, Favorite: ,Draw, 11126   size:350.3,Price: ,1.01,Featherstone, 62906   size:136.94,Price: ,1.04,x
1.119300062, Sport: ,Rugby League, Time: ,Sun Jul 05 16:00:00 CEST 2015, Time: ,Sun Jul 05 16:00:00 CEST 2015, Event: ,Halifax v Sheffield, Favorite: ,Draw, 11126   size:350.3,Price: ,1.01,Halifax, 111603   size:5.75,Price: ,1.21,x
1.119299460, Sport: ,Baseball, Time: ,Sun Jul 05 20:10:00 CEST 2015, Time: ,Sun Jul 05 20:10:00 CEST 2015, Event: ,BAL @ CHW, Favorite: ,Chicago White Sox (C Rodon), 9469946   size:345.42,Price: ,1.96,Baltimore (B Norris), 7545089   size:94.32,Price: ,1.98,x
1.119300063, Sport: ,Rugby League, Time: ,Sun Jul 05 16:00:00 CEST 2015, Time: ,Sun Jul 05 16:00:00 CEST 2015, Event: ,Hunslet v Bradford, Favorite: ,Draw, 11126   size:350.3,Price: ,1.01,Bradford, 1366   size:136.94,Price: ,1.04,x
1.119381622, Sport: ,Soccer, Time: ,Sun Jul 05 14:00:00 CEST 2015, Time: ,Sun Jul 05 14:00:00 CEST 2015, Event: ,Warriors (Res) v Home Utd (Res), Favorite: ,Home Utd (Res), 5390688   size:10.62,Price: ,1.1,The Draw, 58805   size:10.62,Price: ,2.7,x
1.119300064, Sport: ,Rugby League, Time: ,Sun Jul 05 16:00:00 CEST 2015, Time: ,Sun Jul 05 16:00:00 CEST 2015, Event: ,London Broncos v Whitehaven, Favorite: ,Whitehaven, 25398   size:350.3,Price: ,1.01,London Broncos, 23394   size:136.94,Price: ,1.02,Draw, 11126   size:2.8,Price: ,50.0,x
1.119380657, Sport: ,Soccer, Time: ,Sun Jul 05 18:00:00 CEST 2015, Time: ,Sun Jul 05 18:00:00 CEST 2015, Event: ,HUJK Emmaste v Tallinna FC Flora III, Favorite: ,Tallinna FC Flora III, 7236834   size:138.71,Price: ,1.06,The Draw, 58805   size:28.02,Price: ,2.0,x
1.119300065, Sport: ,Rugby League, Time: ,Sun Jul 05 16:00:00 CEST 2015, Time: ,Sun Jul 05 16:00:00 CEST 2015, Event: ,Workington v Leigh, Favorite: ,Workington, 62912   size:350.3,Price: ,1.01,Leigh, 1723   size:136.94,Price: ,1.02,Draw, 11126   size:2.8,Price: ,50.0,x
1.119267633, Sport: ,Soccer, Time: ,Sun Jul 05 16:00:00 CEST 2015, Time: ,Sun Jul 05 16:00:00 CEST 2015, Event: ,Avai v Sport Recife, Favorite: ,Avai, 3859186   size:10.04,Price: ,2.5,Sport Recife, 2405306   size:92.54,Price: ,3.25,The Draw, 58805   size:644.34,Price: ,3.35,x
1.119322971, Sport: ,Soccer, Time: ,Sun Jul 05 21:00:00 CEST 2015, Time: ,Sun Jul 05 21:00:00 CEST 2015, Event: ,Deportivo Santani v Cerro Porteno, Favorite: ,Cerro Porteno, 335852   size:5.6,Price: ,1.61,The Draw, 58805   size:59.82,Price: ,3.65,Deportivo Santani, 7457440   size:3.72,Price: ,5.1,ok
1.119389478, Sport: ,Basketball, Time: ,Sun Jul 05 12:45:00 CEST 2015, Time: ,Sun Jul 05 12:45:00 CEST 2015, Event: ,Spain U19 v Australia U19, Favorite: ,Australia U19, 7375431   size:12.61,Price: ,1.01,ok
1.119270870, Sport: ,Soccer, Time: ,Sun Jul 05 17:00:00 CEST 2015, Time: ,Sun Jul 05 17:00:00 CEST 2015, Event: ,Homburg v Kaiserslautern, Favorite: ,Kaiserslautern, 14075   size:6.57,Price: ,1.36,The Draw, 58805   size:77.83,Price: ,4.6,Homburg, 2049065   size:50.94,Price: ,6.6,ok
1.119260716, Sport: ,Volleyball, Time: ,Sun Jul 05 19:55:00 CEST 2015, Time: ,Sun Jul 05 19:55:00 CEST 2015, Event: ,Bulgaria v Argentina, Favorite: ,Bulgaria, 678720   size:17.17,Price: ,1.74,Argentina, 1175889   size:2.25,Price: ,2.22,x
1.119292665, Sport: ,Cricket, Time: ,Sun Jul 05 15:30:00 CEST 2015, Time: ,Sun Jul 05 15:30:00 CEST 2015, Event: ,Worcestershire v Durham, Favorite: ,Worcestershire, 31372   size:13.55,Price: ,1.97,Durham, 31374   size:420.36,Price: ,2.0,ok
1.119379154, Sport: ,Soccer, Time: ,Sun Jul 05 11:00:00 CEST 2015, Time: ,Sun Jul 05 11:00:00 CEST 2015, Event: ,Pribram v Karlsruhe, Favorite: ,Karlsruhe, 113191   size:2.56,Price: ,2.48,Pribram, 1533863   size:2.56,Price: ,2.6,The Draw, 58805   size:2.56,Price: ,3.65,ok
1.119382300, Sport: ,Soccer, Time: ,Sun Jul 05 21:00:00 CEST 2015, Time: ,Sun Jul 05 21:00:00 CEST 2015, Event: ,Union de Villa Krause v Gutierrez Sport Club, Favorite: ,Gutierrez Sport Club, 9564588   size:10.62,Price: ,1.08,The Draw, 58805   size:28.02,Price: ,2.0,x
1.119270490, Sport: ,Soccer, Time: ,Sun Jul 05 14:00:00 CEST 2015, Time: ,Sun Jul 05 14:00:00 CEST 2015, Event: ,Guangzhou FC v Chongqing Lifan, Favorite: ,Guangzhou FC, 5723376   size:97.01,Price: ,1.31,The Draw, 58805   size:2.0,Price: ,5.9,Chongqing Lifan, 9279854   size:424.56,Price: ,11.5,ok
1.119299452, Sport: ,Baseball, Time: ,Sun Jul 05 19:35:00 CEST 2015, Time: ,Sun Jul 05 19:35:00 CEST 2015, Event: ,CLE @ PIT, Favorite: ,Pittsburgh (G Cole), 7340947   size:351.45,Price: ,1.81,Cleveland (D Salazar), 7423005   size:92.37,Price: ,2.18,ok
1.119300051, Sport: ,Rugby League, Time: ,Sun Jul 05 16:00:00 CEST 2015, Time: ,Sun Jul 05 16:00:00 CEST 2015, Event: ,Huddersfield v Hull KR, Favorite: ,Huddersfield, 43689   size:2.09,Price: ,1.28,Hull KR, 62909   size:8.18,Price: ,4.2,Draw, 11126   size:6.65,Price: ,22.0,ok
1.119300053, Sport: ,Rugby League, Time: ,Sun Jul 05 16:00:00 CEST 2015, Time: ,Sun Jul 05 16:00:00 CEST 2015, Event: ,Hull FC v Wakefield, Favorite: ,Hull FC, 23395   size:158.37,Price: ,1.14,Wakefield, 39515   size:7.13,Price: ,7.4,Draw, 11126   size:4.24,Price: ,32.0,ok
1.119300055, Sport: ,Rugby League, Time: ,Sun Jul 05 16:00:00 CEST 2015, Time: ,Sun Jul 05 16:00:00 CEST 2015, Event: ,Salford v Catalan, Favorite: ,Salford, 23757   size:2.7,Price: ,1.86,Catalan, 2362563   size:8.27,Price: ,2.22,Draw, 11126   size:45.53,Price: ,21.0,ok
1.119300057, Sport: ,Rugby League, Time: ,Sun Jul 05 16:30:00 CEST 2015, Time: ,Sun Jul 05 16:30:00 CEST 2015, Event: ,Castleford v Widnes, Favorite: ,Castleford, 121729   size:2.71,Price: ,1.18,Widnes, 83990   size:3.47,Price: ,6.4,Draw, 11126   size:4.24,Price: ,30.0,ok
1.119241945, Sport: ,Gaelic Games, Time: ,Sun Jul 05 17:00:00 CEST 2015, Time: ,Sun Jul 05 17:00:00 CEST 2015, Event: ,Kilkenny v Galway, Favorite: ,Kilkenny, 971620   size:2.56,Price: ,1.45,Galway, 971624   size:2.73,Price: ,3.9,Draw, 1055557   size:12.51,Price: ,11.5,ok
1.119391533, Sport: ,Tennis, Time: ,Sun Jul 05 21:15:00 CEST 2015, Time: ,Sun Jul 05 21:15:00 CEST 2015, Event: ,Childers v Joyce, Favorite: ,Martin Joyce, 8660851   size:44.28,Price: ,1.03,ok
1.119270888, Sport: ,Soccer, Time: ,Sun Jul 05 18:00:00 CEST 2015, Time: ,Sun Jul 05 18:00:00 CEST 2015, Event: ,Ranheim v Asane, Favorite: ,Ranheim, 2440426   size:242.86,Price: ,1.59,The Draw, 58805   size:5.02,Price: ,4.5,Asane, 152573   size:28.83,Price: ,6.2,ok
1.119391537, Sport: ,Tennis, Time: ,Sun Jul 05 21:15:00 CEST 2015, Time: ,Sun Jul 05 21:15:00 CEST 2015, Event: ,Pa Oosterbaan v Nevolo, Favorite: ,Dennis Nevolo, 8258597   size:44.28,Price: ,1.03,ok
1.119357813, Sport: ,Soccer, Time: ,Sun Jul 05 18:30:00 CEST 2015, Time: ,Sun Jul 05 18:30:00 CEST 2015, Event: ,Mushuc Runa v Emelec, Favorite: ,Emelec, 328197   size:4.45,Price: ,1.96,The Draw, 58805   size:4.38,Price: ,3.35,Mushuc Runa, 8225986   size:2.56,Price: ,3.55,ok
1.119380094, Sport: ,Soccer, Time: ,Sun Jul 05 15:00:00 CEST 2015, Time: ,Sun Jul 05 15:00:00 CEST 2015, Event: ,AD Centro Olimpico (W) v EC Taubate (W), Favorite: ,EC Taubate (W), 8590722   size:10.62,Price: ,1.08,The Draw, 58805   size:2.0,Price: ,3.05,x
1.119388650, Sport: ,Soccer, Time: ,Sun Jul 05 15:00:00 CEST 2015, Time: ,Sun Jul 05 15:00:00 CEST 2015, Event: ,Annan Ath v Whitley Bay, Favorite: ,Whitley Bay, 2119360   size:10.62,Price: ,1.1,The Draw, 58805   size:14.01,Price: ,3.25,x
1.119271395, Sport: ,Soccer, Time: ,Sun Jul 05 17:00:00 CEST 2015, Time: ,Sun Jul 05 17:00:00 CEST 2015, Event: ,Khimik Svetlogorsk v Gorodeya, Favorite: ,Gorodeya, 6176306   size:66.6,Price: ,1.39,Khimik Svetlogorsk, 5796702   size:2.73,Price: ,2.22,The Draw, 58805   size:2.73,Price: ,2.72,ok
1.119271153, Sport: ,Soccer, Time: ,Sun Jul 05 16:00:00 CEST 2015, Time: ,Sun Jul 05 16:00:00 CEST 2015, Event: ,FC Hollviken v Oskarshamns AIK, Favorite: ,FC Hollviken, 8438629   size:12.76,Price: ,2.18,Oskarshamns AIK, 778920   size:5.02,Price: ,3.45,The Draw, 58805   size:4.06,Price: ,3.8,x
1.119380038, Sport: ,Soccer, Time: ,Sun Jul 05 17:00:00 CEST 2015, Time: ,Sun Jul 05 17:00:00 CEST 2015, Event: ,FK Orsha v FK Kobrin, Favorite: ,FK Orsha, 9445038   size:2.7,Price: ,1.11,FK Kobrin, 9433176   size:2.7,Price: ,2.22,The Draw, 58805   size:2.7,Price: ,2.72,x
1.119341588, Sport: ,Basketball, Time: ,Sun Jul 05 21:00:00 CEST 2015, Time: ,Sun Jul 05 21:00:00 CEST 2015, Event: ,Memphis v Charlotte, Favorite: ,Charlotte, 13110   size:350.3,Price: ,1.01,x
1.119269115, Sport: ,Soccer, Time: ,Sun Jul 05 17:30:00 CEST 2015, Time: ,Sun Jul 05 17:30:00 CEST 2015, Event: ,VPS v FC Inter, Favorite: ,FC Inter, 139505   size:5.02,Price: ,2.62,VPS, 139511   size:2.58,Price: ,3.05,The Draw, 58805   size:276.7,Price: ,3.4,x
1.119376178, Sport: ,Soccer, Time: ,Sun Jul 05 19:00:00 CEST 2015, Time: ,Sun Jul 05 19:00:00 CEST 2015, Event: ,Stuttgart v Plzen, Favorite: ,Stuttgart, 44519   size:8.68,Price: ,1.89,Plzen, 471040   size:7.75,Price: ,2.8,The Draw, 58805   size:16.55,Price: ,3.3,ok
1.119380713, Sport: ,Soccer, Time: ,Sun Jul 05 18:00:00 CEST 2015, Time: ,Sun Jul 05 18:00:00 CEST 2015, Event: ,Puuma Tallinn v FC Ararat, Favorite: ,FC Ararat, 8866981   size:138.71,Price: ,1.06,The Draw, 58805   size:28.02,Price: ,2.0,x
1.119269992, Sport: ,Soccer, Time: ,Sun Jul 05 18:00:00 CEST 2015, Time: ,Sun Jul 05 18:00:00 CEST 2015, Event: ,KFUM Oslo v Finnsnes, Favorite: ,KFUM Oslo, 5431420   size:2.56,Price: ,1.33,The Draw, 58805   size:6.49,Price: ,5.2,Finnsnes, 5508501   size:2.0,Price: ,7.0,ok
1.119282960, Sport: ,Basketball, Time: ,Sun Jul 05 21:00:00 CEST 2015, Time: ,Sun Jul 05 21:00:00 CEST 2015, Event: ,Seattle @ Atlanta, Favorite: ,Atlanta, 13114   size:4.65,Price: ,1.33,Seattle, 13130   size:2.7,Price: ,3.8,ok
1.119391560, Sport: ,Soccer, Time: ,Sun Jul 05 10:30:00 CEST 2015, Time: ,Sun Jul 05 10:30:00 CEST 2015, Event: ,MKS Kluczbork v Sleza Wroclaw, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,x
1.119323524, Sport: ,Soccer, Time: ,Sun Jul 05 18:15:00 CEST 2015, Time: ,Sun Jul 05 18:15:00 CEST 2015, Event: ,Real Garcilaso v Juan Aurich, Favorite: ,Real Garcilaso, 6204632   size:96.29,Price: ,1.82,The Draw, 58805   size:17.08,Price: ,3.4,Juan Aurich, 4462066   size:11.25,Price: ,5.3,ok
