1.120264976, Sport: ,Soccer, Time: ,Fri Aug 28 11:00:00 CEST 2015, Time: ,Fri Aug 28 11:00:00 CEST 2015, Event: ,Philippines U19 v Cambodia U19, Favorite: ,Cambodia U19, 10180955   size:23.88,Price: ,1.24,The Draw, 58805   size:4.34,Price: ,6.0,Philippines U19, 7739541   size:3.41,Price: ,7.2,ok
1.120266529, Sport: ,Soccer, Time: ,Fri Aug 28 15:55:00 CEST 2015, Time: ,Fri Aug 28 15:55:00 CEST 2015, Event: ,Al Wasl v Al Shaab, Favorite: ,Al Wasl, 3618587   size:3.94,Price: ,1.57,The Draw, 58805   size:34.99,Price: ,4.0,Al Shaab, 3618588   size:44.08,Price: ,4.2,ok
1.120266866, Sport: ,Soccer, Time: ,Fri Aug 28 14:00:00 CEST 2015, Time: ,Fri Aug 28 14:00:00 CEST 2015, Event: ,FK Zomin v FK Uz-Dong-Ju Andijon, Favorite: ,The Draw, 58805   size:136.37,Price: ,1.06,x
1.120266922, Sport: ,Soccer, Time: ,Fri Aug 28 12:00:00 CEST 2015, Time: ,Fri Aug 28 12:00:00 CEST 2015, Event: ,Shb Da Nang v Can Tho, Favorite: ,Shb Da Nang, 4658209   size:9.36,Price: ,1.66,The Draw, 58805   size:8.42,Price: ,4.2,Can Tho, 9038412   size:4.06,Price: ,5.1,ok
1.120263859, Sport: ,Soccer, Time: ,Fri Aug 28 15:30:00 CEST 2015, Time: ,Fri Aug 28 15:30:00 CEST 2015, Event: ,OM Arzew U21 v MC Saida U21, Favorite: ,MC Saida U21, 7817678   size:136.37,Price: ,1.06,The Draw, 58805   size:145.37,Price: ,1.07,x
1.120263914, Sport: ,Soccer, Time: ,Fri Aug 28 15:30:00 CEST 2015, Time: ,Fri Aug 28 15:30:00 CEST 2015, Event: ,CRB Ain Fakroun U21 v CA Batna U21, Favorite: ,CA Batna U21, 7739805   size:136.37,Price: ,1.06,The Draw, 58805   size:55.14,Price: ,1.07,x
1.120265310, Sport: ,Soccer, Time: ,Fri Aug 28 16:00:00 CEST 2015, Time: ,Fri Aug 28 16:00:00 CEST 2015, Event: ,FBK Kaunas v FK Dziugas, Favorite: ,The Draw, 58805   size:136.37,Price: ,1.06,x
1.120267335, Sport: ,Soccer, Time: ,Fri Aug 28 16:00:00 CEST 2015, Time: ,Fri Aug 28 16:00:00 CEST 2015, Event: ,Volyn U21 v Olimpik Donetsk U21, Favorite: ,The Draw, 58805   size:136.37,Price: ,1.06,x
1.120195820, Sport: ,Soccer, Time: ,Fri Aug 28 11:30:00 CEST 2015, Time: ,Fri Aug 28 11:30:00 CEST 2015, Event: ,Santutxu FC v CD Basconia, Favorite: ,Santutxu FC, 7097875   size:2.86,Price: ,2.16,CD Basconia, 8300534   size:8.28,Price: ,3.2,The Draw, 58805   size:4.79,Price: ,3.75,x
1.120282930, Sport: ,Snooker, Time: ,Fri Aug 28 11:00:00 CEST 2015, Time: ,Fri Aug 28 11:00:00 CEST 2015, Event: ,Mark Allen v Sanderson Lam, Favorite: ,Mark Allen, 2279947   size:7.0,Price: ,1.15,Sanderson Lam, 6644308   size:3.66,Price: ,6.6,x
1.120148390, Sport: ,Soccer, Time: ,Fri Aug 28 16:00:00 CEST 2015, Time: ,Fri Aug 28 16:00:00 CEST 2015, Event: ,Ural v Terek Grozni, Favorite: ,Terek Grozni, 939625   size:169.73,Price: ,2.04,The Draw, 58805   size:101.25,Price: ,3.45,Ural, 2460920   size:95.89,Price: ,4.5,x
1.120305754, Sport: ,Basketball, Time: ,Fri Aug 28 16:00:00 CEST 2015, Time: ,Fri Aug 28 16:00:00 CEST 2015, Event: ,Mali v Egypt, Favorite: ,Egypt, 1183340   size:27.29,Price: ,1.01,ok
1.120263773, Sport: ,Tennis, Time: ,Fri Aug 28 13:45:00 CEST 2015, Time: ,Fri Aug 28 13:45:00 CEST 2015, Event: ,Saez v An Kuznetsov, Favorite: ,Andrey Kuznetsov, 4257454   size:10.09,Price: ,1.1,Juan Carlos Saez, 8258302   size:2.85,Price: ,7.2,ok
1.120266640, Sport: ,Soccer, Time: ,Fri Aug 28 14:00:00 CEST 2015, Time: ,Fri Aug 28 14:00:00 CEST 2015, Event: ,Vorskla U21 v Metalist U21, Favorite: ,The Draw, 58805   size:136.37,Price: ,1.06,Vorskla U21, 10096694   size:5.98,Price: ,1.08,Metalist U21, 10096654   size:5.0,Price: ,1.46,ok
1.120283003, Sport: ,Tennis, Time: ,Fri Aug 28 12:00:00 CEST 2015, Time: ,Fri Aug 28 12:00:00 CEST 2015, Event: ,Giovine v Dunne, Favorite: ,Claudia Giovine, 9028649   size:31.85,Price: ,1.25,Katy Dunne, 7368513   size:35.62,Price: ,2.0,x
1.120269033, Sport: ,Basketball, Time: ,Fri Aug 28 12:00:00 CEST 2015, Time: ,Fri Aug 28 12:00:00 CEST 2015, Event: ,Ivory Coast v Mozambique, Favorite: ,Mozambique, 5754392   size:3.66,Price: ,1.69,Ivory Coast, 4119600   size:9.79,Price: ,2.32,ok
1.120267032, Sport: ,Soccer, Time: ,Fri Aug 28 13:00:00 CEST 2015, Time: ,Fri Aug 28 13:00:00 CEST 2015, Event: ,Ha Noi T and T v Sanna Khanh Hoa, Favorite: ,Ha Noi T and T, 9166358   size:15.49,Price: ,1.59,The Draw, 58805   size:3.54,Price: ,4.2,Sanna Khanh Hoa, 7432104   size:27.13,Price: ,5.1,ok
1.120271742, Sport: ,Hockey, Time: ,Fri Aug 28 14:15:00 CEST 2015, Time: ,Fri Aug 28 14:15:00 CEST 2015, Event: ,Netherlands (W) v Germany (W), Favorite: ,Netherlands (W), 5296649   size:5.75,Price: ,1.13,Draw, 318509   size:103.37,Price: ,7.6,Germany (W), 5296647   size:75.8,Price: ,10.0,ok
1.120265031, Sport: ,Soccer, Time: ,Fri Aug 28 14:00:00 CEST 2015, Time: ,Fri Aug 28 14:00:00 CEST 2015, Event: ,Brunei Darussalam U19 v Thailand U19, Favorite: ,Thailand U19, 6800141   size:9032.07,Price: ,1.02,The Draw, 58805   size:11.5,Price: ,30.0,Brunei Darussalam U19, 7762321   size:4.39,Price: ,85.0,ok
1.120120821, Sport: ,Volleyball, Time: ,Fri Aug 28 12:00:00 CEST 2015, Time: ,Fri Aug 28 12:00:00 CEST 2015, Event: ,Mexico v Tunisia, Favorite: ,Tunisia, 1183418   size:2.55,Price: ,1.11,Mexico, 2158195   size:2.03,Price: ,3.05,ok
1.120226959, Sport: ,Soccer, Time: ,Fri Aug 28 15:30:00 CEST 2015, Time: ,Fri Aug 28 15:30:00 CEST 2015, Event: ,Hapoel Afula v Hapoel Ashkelon, Favorite: ,Hapoel Ashkelon, 5221516   size:19.17,Price: ,1.11,Hapoel Afula, 5546999   size:11.72,Price: ,2.04,The Draw, 58805   size:19.11,Price: ,3.35,x
1.120296843, Sport: ,Tennis, Time: ,Fri Aug 28 13:30:00 CEST 2015, Time: ,Fri Aug 28 13:30:00 CEST 2015, Event: ,Ozgen v Golubic, Favorite: ,Viktorija Golubic, 7283232   size:4.1,Price: ,1.51,Pemra Ozgen, 2420585   size:2.41,Price: ,2.56,ok
1.120226747, Sport: ,Soccer, Time: ,Fri Aug 28 15:30:00 CEST 2015, Time: ,Fri Aug 28 15:30:00 CEST 2015, Event: ,Beitar Tel Aviv Ramla v Ironi Ramat HaSharon, Favorite: ,Ironi Ramat HaSharon, 6242601   size:12.8,Price: ,2.42,Beitar Tel Aviv Ramla, 6021023   size:2.56,Price: ,2.64,The Draw, 58805   size:24.23,Price: ,3.25,ok
1.120282931, Sport: ,Snooker, Time: ,Fri Aug 28 13:00:00 CEST 2015, Time: ,Fri Aug 28 13:00:00 CEST 2015, Event: ,Shaun Murphy v Barry Pinches, Favorite: ,Shaun Murphy, 2278789   size:20.2,Price: ,1.17,Barry Pinches, 2278860   size:3.7,Price: ,5.4,ok
1.120284976, Sport: ,Soccer, Time: ,Fri Aug 28 11:15:00 CEST 2015, Time: ,Fri Aug 28 11:15:00 CEST 2015, Event: ,Stallion FC v Loyola Meralco Sparks, Favorite: ,Loyola Meralco Sparks, 6378980   size:10.61,Price: ,1.5,Stallion FC, 8924603   size:19.46,Price: ,1.75,The Draw, 58805   size:10.0,Price: ,3.6,x
1.120226819, Sport: ,Soccer, Time: ,Fri Aug 28 15:30:00 CEST 2015, Time: ,Fri Aug 28 15:30:00 CEST 2015, Event: ,Hapoel Ramat Gan v FC Ashdod, Favorite: ,FC Ashdod, 6145706   size:2.46,Price: ,2.52,Hapoel Ramat Gan, 542944   size:3.36,Price: ,2.92,The Draw, 58805   size:5.03,Price: ,3.2,x
