1.122549123, Sport: ,Basketball, Time: ,Tue Jan 12 17:00:00 CET 2016, Time: ,Tue Jan 12 17:00:00 CET 2016, Event: ,Nevezis v AVIS Rapla, Favorite: ,Nevezis, 5154509   size:78.54,Price: ,1.51,AVIS Rapla, 10362143   size:16.84,Price: ,2.82,x
1.122474558, Sport: ,Soccer, Time: ,Tue Jan 12 20:45:00 CET 2016, Time: ,Tue Jan 12 20:45:00 CET 2016, Event: ,Bristol City v Preston, Favorite: ,Bristol City, 69745   size:112.05,Price: ,2.56,Preston, 56295   size:32.94,Price: ,3.2,The Draw, 58805   size:3157.56,Price: ,3.3,x
1.122487913, Sport: ,Soccer, Time: ,Tue Jan 12 20:45:00 CET 2016, Time: ,Tue Jan 12 20:45:00 CET 2016, Event: ,Stalybridge v Harrogate Town, Favorite: ,Stalybridge, 597720   size:2.64,Price: ,2.68,Harrogate Town, 256198   size:2.55,Price: ,2.76,The Draw, 58805   size:7.52,Price: ,3.45,x
1.122565335, Sport: ,Tennis, Time: ,Tue Jan 12 16:45:00 CET 2016, Time: ,Tue Jan 12 16:45:00 CET 2016, Event: ,Agamenone v F Arguello, Favorite: ,Facundo Arguello, 6129383   size:2.55,Price: ,1.17,Franco Agamenone, 8979622   size:19.68,Price: ,5.2,ok
1.122547749, Sport: ,Tennis, Time: ,Tue Jan 12 09:25:00 CET 2016, Time: ,Tue Jan 12 09:25:00 CET 2016, Event: ,O'Brien/Roelofse v Kretschmer/Satschko, Favorite: ,O'Brien/Roelofse, 9545182   size:510.05,Price: ,1.35,Kretschmer/Satschko, 7810209   size:26.71,Price: ,1.52,x
1.122485698, Sport: ,Volleyball, Time: ,Tue Jan 12 11:00:00 CET 2016, Time: ,Tue Jan 12 11:00:00 CET 2016, Event: ,Incheon Korean Air Jumb v Cheonan Hyundai Capital, Favorite: ,Incheon Korean Air Jumb, 10389010   size:266.93,Price: ,1.83,Cheonan Hyundai Capital, 10391679   size:90.35,Price: ,2.0,x
1.122561537, Sport: ,Tennis, Time: ,Tue Jan 12 10:00:00 CET 2016, Time: ,Tue Jan 12 10:00:00 CET 2016, Event: ,Louise Lampla v Oleksandra Andrieieva, Favorite: ,Oleksandra Andrieieva, 10691517   size:4.35,Price: ,1.16,Louise Lampla, 9304664   size:2.29,Price: ,4.8,ok
1.122561536, Sport: ,Tennis, Time: ,Tue Jan 12 10:40:00 CET 2016, Time: ,Tue Jan 12 10:40:00 CET 2016, Event: ,Cristina Adamescu v Sofia Kvatsabaia, Favorite: ,Cristina Adamescu, 9626995   size:5.55,Price: ,1.1,Sofia Kvatsabaia, 9345642   size:5.55,Price: ,1.1,ok
1.122485695, Sport: ,Volleyball, Time: ,Wed Jan 13 09:00:00 CET 2016, Time: ,Wed Jan 13 09:00:00 CET 2016, Event: ,KGC Pro VC v GS Caltex Kixx, Favorite: ,GS Caltex Kixx, 10391693   size:6.42,Price: ,1.79,KGC Pro VC, 10391695   size:4.81,Price: ,1.85,x
1.122561533, Sport: ,Tennis, Time: ,Tue Jan 12 10:00:00 CET 2016, Time: ,Tue Jan 12 10:00:00 CET 2016, Event: ,Agnes Bukta v Mariana Drazic, Favorite: ,Agnes Bukta, 7414061   size:9.33,Price: ,1.1,Mariana Drazic, 9626946   size:3.23,Price: ,8.0,x
1.122549127, Sport: ,Basketball, Time: ,Tue Jan 12 17:30:00 CET 2016, Time: ,Tue Jan 12 17:30:00 CET 2016, Event: ,TTU v Jurmala, Favorite: ,Jurmala, 8916815   size:2.55,Price: ,1.41,TTU, 6718622   size:2.55,Price: ,3.05,x
1.122561412, Sport: ,Soccer, Time: ,Tue Jan 12 20:30:00 CET 2016, Time: ,Tue Jan 12 20:30:00 CET 2016, Event: ,Afan Lido v Garden Village AFC, Favorite: ,Afan Lido, 4272571   size:67.12,Price: ,1.08,Garden Village AFC, 9109408   size:6.74,Price: ,11.5,The Draw, 58805   size:11.03,Price: ,7.4,x
1.122561535, Sport: ,Tennis, Time: ,Tue Jan 12 10:00:00 CET 2016, Time: ,Tue Jan 12 10:00:00 CET 2016, Event: ,Cemre Anil v Ekaterina Tsiklauri, Favorite: ,Ekaterina Tsiklauri, 9626815   size:2.23,Price: ,1.62,Cemre Anil, 9628315   size:2.24,Price: ,2.22,x
1.122565339, Sport: ,Tennis, Time: ,Tue Jan 12 16:45:00 CET 2016, Time: ,Tue Jan 12 16:45:00 CET 2016, Event: ,Andreozzi v Velotti, Favorite: ,Guido Andreozzi, 6603914   size:69.81,Price: ,1.52,Agustin Velotti, 4873352   size:17.25,Price: ,2.64,ok
1.122551554, Sport: ,Soccer, Time: ,Tue Jan 12 20:45:00 CET 2016, Time: ,Tue Jan 12 20:45:00 CET 2016, Event: ,Throttur v KR Reykjavik, Favorite: ,Throttur, 3968882   size:7.9,Price: ,1.07,KR Reykjavik, 399808   size:5.03,Price: ,1.13,The Draw, 58805   size:16.15,Price: ,2.88,x
1.122551433, Sport: ,Basketball, Time: ,Tue Jan 12 20:00:00 CET 2016, Time: ,Tue Jan 12 20:00:00 CET 2016, Event: ,Charleville Mezieres v Souffelweyersheim, Favorite: ,Charleville Mezieres, 6719001   size:400.1,Price: ,1.06,Souffelweyersheim, 7615256   size:400.1,Price: ,1.06,x
1.122549236, Sport: ,Basketball, Time: ,Tue Jan 12 22:30:00 CET 2016, Time: ,Tue Jan 12 22:30:00 CET 2016, Event: ,Minas v Pinheiros, Favorite: ,Pinheiros, 6733502   size:3.23,Price: ,1.55,Minas, 8948839   size:3.01,Price: ,1.66,ok
1.122467756, Sport: ,Basketball, Time: ,Wed Jan 13 02:30:00 CET 2016, Time: ,Wed Jan 13 02:30:00 CET 2016, Event: ,Providence @ Creighton, Favorite: ,Providence, 701620   size:12.67,Price: ,1.03,Creighton, 352167   size:12.67,Price: ,1.03,ok
1.122554144, Sport: ,Soccer, Time: ,Tue Jan 12 20:45:00 CET 2016, Time: ,Tue Jan 12 20:45:00 CET 2016, Event: ,Enfield Town v Wingate and Finchley, Favorite: ,Enfield Town, 7133935   size:2.99,Price: ,1.04,Wingate and Finchley, 8901995   size:7.87,Price: ,1.07,The Draw, 58805   size:2.55,Price: ,2.9,x
1.122551438, Sport: ,Soccer, Time: ,Tue Jan 12 20:45:00 CET 2016, Time: ,Tue Jan 12 20:45:00 CET 2016, Event: ,Stamford AFC v Buxton, Favorite: ,Buxton, 2662204   size:3.25,Price: ,1.54,Stamford AFC, 7588988   size:3.85,Price: ,3.8,The Draw, 58805   size:3.83,Price: ,4.2,x
1.122551317, Sport: ,Soccer, Time: ,Tue Jan 12 19:00:00 CET 2016, Time: ,Tue Jan 12 19:00:00 CET 2016, Event: ,Kilmarnock U20 v Motherwell U20, Favorite: ,Kilmarnock U20, 6581076   size:2.55,Price: ,2.4,Motherwell U20, 6773900   size:2.55,Price: ,2.54,The Draw, 58805   size:6.42,Price: ,3.75,x
1.122550108, Sport: ,Soccer, Time: ,Tue Jan 12 20:45:00 CET 2016, Time: ,Tue Jan 12 20:45:00 CET 2016, Event: ,Leamington v Altrincham, Favorite: ,Altrincham, 62505   size:21.21,Price: ,2.36,Leamington, 1282865   size:2.55,Price: ,3.15,The Draw, 58805   size:27.3,Price: ,3.45,x
1.122550106, Sport: ,Soccer, Time: ,Tue Jan 12 14:00:00 CET 2016, Time: ,Tue Jan 12 14:00:00 CET 2016, Event: ,QPR U21 v Colchester U21, Favorite: ,QPR U21, 6808103   size:5.0,Price: ,1.37,Colchester U21, 6820442   size:5.0,Price: ,1.56,The Draw, 58805   size:3.67,Price: ,2.92,x
1.122474042, Sport: ,Soccer, Time: ,Tue Jan 12 20:45:00 CET 2016, Time: ,Tue Jan 12 20:45:00 CET 2016, Event: ,MK Dons v Burnley, Favorite: ,Burnley, 56299   size:399.88,Price: ,2.36,MK Dons, 893582   size:343.2,Price: ,3.4,The Draw, 58805   size:1375.83,Price: ,3.4,ok
1.122551434, Sport: ,Basketball, Time: ,Tue Jan 12 20:00:00 CET 2016, Time: ,Tue Jan 12 20:00:00 CET 2016, Event: ,Denain v Roanne, Favorite: ,Denain, 6719010   size:2.59,Price: ,1.61,Roanne, 1293961   size:2.44,Price: ,1.88,ok
1.122551435, Sport: ,Basketball, Time: ,Tue Jan 12 20:00:00 CET 2016, Time: ,Tue Jan 12 20:00:00 CET 2016, Event: ,Evreux v Boulazac, Favorite: ,Evreux, 6718998   size:131.02,Price: ,1.51,Boulazac, 6718787   size:7.96,Price: ,2.66,ok
1.122537782, Sport: ,Basketball, Time: ,Wed Jan 13 01:35:00 CET 2016, Time: ,Wed Jan 13 01:35:00 CET 2016, Event: ,Boston @ New York, Favorite: ,New York, 13106   size:2.8,Price: ,1.64,Boston, 13108   size:2.16,Price: ,2.12,ok
1.122546925, Sport: ,Tennis, Time: ,Tue Jan 12 18:30:00 CET 2016, Time: ,Tue Jan 12 18:30:00 CET 2016, Event: ,Cachin v G Melzer, Favorite: ,Gerald Melzer, 4876705   size:5.0,Price: ,1.58,Pedro Cachin, 8461316   size:5.27,Price: ,2.46,ok
1.122475242, Sport: ,Soccer, Time: ,Tue Jan 12 13:00:00 CET 2016, Time: ,Tue Jan 12 13:00:00 CET 2016, Event: ,Vysocina Jihlava v Bohemians 1905, Favorite: ,Bohemians 1905, 2467701   size:15.89,Price: ,2.52,Vysocina Jihlava, 770021   size:5.05,Price: ,2.62,The Draw, 58805   size:8.2,Price: ,3.8,ok
1.122475364, Sport: ,Soccer, Time: ,Tue Jan 12 20:45:00 CET 2016, Time: ,Tue Jan 12 20:45:00 CET 2016, Event: ,Raith v Alloa, Favorite: ,Raith, 674747   size:83.75,Price: ,1.45,Alloa, 203715   size:59.69,Price: ,9.0,The Draw, 58805   size:4.67,Price: ,4.8,x
1.122554260, Sport: ,Soccer, Time: ,Tue Jan 12 17:30:00 CET 2016, Time: ,Tue Jan 12 17:30:00 CET 2016, Event: ,Qatar (Olympic) v China (Olympic), Favorite: ,Qatar (Olympic), 6138190   size:16.87,Price: ,2.02,China (Olympic), 10707037   size:3.2,Price: ,4.4,The Draw, 58805   size:3.33,Price: ,3.25,ok
1.122538472, Sport: ,Basketball, Time: ,Tue Jan 12 20:00:00 CET 2016, Time: ,Tue Jan 12 20:00:00 CET 2016, Event: ,Armani Milano v Aris, Favorite: ,Armani Milano, 952727   size:6.79,Price: ,1.24,Aris, 281552   size:5.16,Price: ,4.4,ok
1.122503591, Sport: ,Basketball, Time: ,Wed Jan 13 01:00:00 CET 2016, Time: ,Wed Jan 13 01:00:00 CET 2016, Event: ,Ferro Carril Oeste v Weber Bahia Estudiantes, Favorite: ,Ferro Carril Oeste, 10312212   size:12.67,Price: ,1.03,Weber Bahia Estudiantes, 6719105   size:12.67,Price: ,1.03,ok
1.122549237, Sport: ,Basketball, Time: ,Tue Jan 12 23:00:00 CET 2016, Time: ,Tue Jan 12 23:00:00 CET 2016, Event: ,Brasilia v Caxias do Sul, Favorite: ,Brasilia, 8948838   size:4.68,Price: ,1.17,Caxias do Sul, 10484471   size:14.21,Price: ,5.7,ok
1.122549238, Sport: ,Basketball, Time: ,Tue Jan 12 23:00:00 CET 2016, Time: ,Tue Jan 12 23:00:00 CET 2016, Event: ,Sao Jose v Universo/Salvador, Favorite: ,Sao Jose, 7072335   size:400.1,Price: ,1.06,Universo/Salvador, 10484581   size:400.1,Price: ,1.06,ok
1.122467727, Sport: ,Basketball, Time: ,Wed Jan 13 01:00:00 CET 2016, Time: ,Wed Jan 13 01:00:00 CET 2016, Event: ,Mississippi State @ Kentucky, Favorite: ,Kentucky, 332189   size:12.67,Price: ,1.03,Mississippi State, 332211   size:4.94,Price: ,1.21,ok
1.122554497, Sport: ,Tennis, Time: ,Tue Jan 12 22:00:00 CET 2016, Time: ,Tue Jan 12 22:00:00 CET 2016, Event: ,Arguello/Cachin v Galdos/Lindell, Favorite: ,Arguello/Cachin, 9262761   size:2.7,Price: ,1.85,Galdos/Lindell, 10707077   size:2.7,Price: ,1.85,x
1.122554376, Sport: ,Soccer, Time: ,Tue Jan 12 14:30:00 CET 2016, Time: ,Tue Jan 12 14:30:00 CET 2016, Event: ,Syria (Olympic) v Iran (Olympic), Favorite: ,Iran (Olympic), 10707052   size:25.82,Price: ,1.9,Syria (Olympic), 5425837   size:77.11,Price: ,4.7,The Draw, 58805   size:11.14,Price: ,3.4,ok
1.122561391, Sport: ,Tennis, Time: ,Tue Jan 12 12:00:00 CET 2016, Time: ,Tue Jan 12 12:00:00 CET 2016, Event: ,Antoine Bellier v Yannick Maden, Favorite: ,Yannick Maden, 8574173   size:3.78,Price: ,1.26,Antoine Bellier, 8941910   size:16.57,Price: ,2.62,ok
1.122550215, Sport: ,Soccer, Time: ,Tue Jan 12 16:00:00 CET 2016, Time: ,Tue Jan 12 16:00:00 CET 2016, Event: ,Sitra v Al Tadamun Buri, Favorite: ,Sitra, 10458115   size:2.55,Price: ,1.38,Al Tadamun Buri, 8193208   size:3.08,Price: ,7.0,The Draw, 58805   size:2.64,Price: ,4.9,ok
1.122558459, Sport: ,Tennis, Time: ,Wed Jan 13 06:00:00 CET 2016, Time: ,Wed Jan 13 06:00:00 CET 2016, Event: ,Stanek v Pavlasek, Favorite: ,Adam Pavlasek, 8494652   size:9.12,Price: ,1.48,Robin Stanek, 8599863   size:17.42,Price: ,2.66,ok
1.122561396, Sport: ,Tennis, Time: ,Tue Jan 12 16:30:00 CET 2016, Time: ,Tue Jan 12 16:30:00 CET 2016, Event: ,Daniel Masur v Jelle Sels, Favorite: ,Daniel Masur, 8659524   size:3.87,Price: ,1.29,Jelle Sels, 8814180   size:4.35,Price: ,2.98,ok
1.122561397, Sport: ,Tennis, Time: ,Tue Jan 12 15:00:00 CET 2016, Time: ,Tue Jan 12 15:00:00 CET 2016, Event: ,Dominik Boehler v Nino Serdarusic, Favorite: ,Dominik Boehler, 8520902   size:3.42,Price: ,1.52,Nino Serdarusic, 7444795   size:2.68,Price: ,1.96,ok
1.122475473, Sport: ,Soccer, Time: ,Tue Jan 12 21:00:00 CET 2016, Time: ,Tue Jan 12 21:00:00 CET 2016, Event: ,Bordeaux v Lorient, Favorite: ,Bordeaux, 10501   size:89.23,Price: ,1.95,Lorient, 44794   size:3.94,Price: ,4.5,The Draw, 58805   size:50.35,Price: ,3.6,ok
1.122561399, Sport: ,Tennis, Time: ,Tue Jan 12 13:30:00 CET 2016, Time: ,Tue Jan 12 13:30:00 CET 2016, Event: ,Pirmin Haenle v Kevin Krawietz, Favorite: ,Kevin Krawietz, 4061310   size:4.74,Price: ,1.15,Pirmin Haenle, 9198580   size:7.36,Price: ,5.7,ok
1.122561392, Sport: ,Tennis, Time: ,Tue Jan 12 18:00:00 CET 2016, Time: ,Tue Jan 12 18:00:00 CET 2016, Event: ,Baris Erguden v Andreas Beck, Favorite: ,Andreas Beck, 2396600   size:6.92,Price: ,1.13,Baris Erguden, 8375135   size:7.31,Price: ,6.0,ok
1.122558299, Sport: ,Tennis, Time: ,Tue Jan 12 10:07:00 CET 2016, Time: ,Tue Jan 12 10:07:00 CET 2016, Event: ,Youzhny v Nielsen, Favorite: ,Mikhail Youzhny, 2263536   size:99.24,Price: ,1.11,Frederik Nielsen, 2444574   size:8.84,Price: ,5.8,ok
1.122565355, Sport: ,Tennis, Time: ,Wed Jan 13 00:15:00 CET 2016, Time: ,Wed Jan 13 00:15:00 CET 2016, Event: ,H Zeballos v Estevez, Favorite: ,Horacio Zeballos, 3506037   size:4.65,Price: ,1.33,Maximiliano Estevez, 7593393   size:9.79,Price: ,3.65,x
1.122561393, Sport: ,Tennis, Time: ,Tue Jan 12 15:00:00 CET 2016, Time: ,Tue Jan 12 15:00:00 CET 2016, Event: ,Christian Hirschmueller v Tobias Simon, Favorite: ,Tobias Simon, 7234177   size:133.71,Price: ,1.3,Christian Hirschmueller, 8520898   size:61.78,Price: ,1.65,ok
1.122486922, Sport: ,Soccer, Time: ,Tue Jan 12 20:45:00 CET 2016, Time: ,Tue Jan 12 20:45:00 CET 2016, Event: ,Port Vale v Swindon, Favorite: ,Port Vale, 256373   size:51.38,Price: ,2.16,Swindon, 18570   size:10.47,Price: ,3.8,The Draw, 58805   size:62.12,Price: ,3.6,x
1.122561394, Sport: ,Tennis, Time: ,Tue Jan 12 12:00:00 CET 2016, Time: ,Tue Jan 12 12:00:00 CET 2016, Event: ,Christoph Negritu v Petr Michnev, Favorite: ,Petr Michnev, 8224989   size:3.59,Price: ,1.28,Christoph Negritu, 9625845   size:38.74,Price: ,2.08,ok
1.122560862, Sport: ,Tennis, Time: ,Tue Jan 12 09:20:00 CET 2016, Time: ,Tue Jan 12 09:20:00 CET 2016, Event: ,Lou Brouleau v Nungnadda Wannasuk, Favorite: ,Lou Brouleau, 9148889   size:2.75,Price: ,1.11,Nungnadda Wannasuk, 5303663   size:8.66,Price: ,1.16,ok
1.122546877, Sport: ,Tennis, Time: ,Tue Jan 12 15:00:00 CET 2016, Time: ,Tue Jan 12 15:00:00 CET 2016, Event: ,Clezar v Souza, Favorite: ,Guilherme Clezar, 5304142   size:2.3,Price: ,1.73,Joao Souza, 4490590   size:58.58,Price: ,2.14,x
1.122547845, Sport: ,Cricket, Time: ,Wed Jan 13 06:30:00 CET 2016, Time: ,Wed Jan 13 06:30:00 CET 2016, Event: ,Australia U19 v Pakistan U19, Favorite: ,Australia U19, 1394517   size:667.9,Price: ,1.04,Pakistan U19, 737326   size:667.9,Price: ,1.04,ok
1.122551498, Sport: ,Basketball, Time: ,Tue Jan 12 20:00:00 CET 2016, Time: ,Tue Jan 12 20:00:00 CET 2016, Event: ,Orchies v Boulogne sur Mer, Favorite: ,Orchies, 7615255   size:400.1,Price: ,1.06,Boulogne sur Mer, 6719012   size:400.1,Price: ,1.06,x
1.122467730, Sport: ,Basketball, Time: ,Wed Jan 13 01:00:00 CET 2016, Time: ,Wed Jan 13 01:00:00 CET 2016, Event: ,Kansas @ West Virginia, Favorite: ,Kansas, 29837   size:12.67,Price: ,1.03,West Virginia, 715470   size:12.67,Price: ,1.03,x
1.122551499, Sport: ,Soccer, Time: ,Tue Jan 12 21:00:00 CET 2016, Time: ,Tue Jan 12 21:00:00 CET 2016, Event: ,Stjarnan v Vikingur Olafsvik, Favorite: ,Stjarnan, 3831006   size:3.47,Price: ,1.49,Vikingur Olafsvik, 3965659   size:10.6,Price: ,3.85,The Draw, 58805   size:10.37,Price: ,4.1,ok
1.122551496, Sport: ,Basketball, Time: ,Tue Jan 12 20:00:00 CET 2016, Time: ,Tue Jan 12 20:00:00 CET 2016, Event: ,Saint Quentin v Poitiers, Favorite: ,Poitiers, 2989482   size:400.1,Price: ,1.06,Saint Quentin, 6719006   size:3.33,Price: ,1.6,ok
1.122551495, Sport: ,Basketball, Time: ,Tue Jan 12 20:00:00 CET 2016, Time: ,Tue Jan 12 20:00:00 CET 2016, Event: ,Le Portel v Saint-Chamond, Favorite: ,Le Portel, 6719000   size:256.88,Price: ,1.26,Saint-Chamond, 10441721   size:24.28,Price: ,3.75,ok
1.122551096, Sport: ,Soccer, Time: ,Tue Jan 12 20:45:00 CET 2016, Time: ,Tue Jan 12 20:45:00 CET 2016, Event: ,Linfield v Ballymena, Favorite: ,Linfield, 44330   size:3.58,Price: ,1.39,Ballymena, 539985   size:3.45,Price: ,5.6,The Draw, 58805   size:6.54,Price: ,4.1,x
1.122415771, Sport: ,Ice Hockey, Time: ,Wed Jan 13 01:05:00 CET 2016, Time: ,Wed Jan 13 01:05:00 CET 2016, Event: ,Columbus @ NY Islanders, Favorite: ,NY Islanders, 60105   size:2.41,Price: ,1.91,Columbus, 2114347   size:3.92,Price: ,3.4,Tie, 60104   size:2.67,Price: ,4.3,ok
1.122551372, Sport: ,Soccer, Time: ,Tue Jan 12 19:00:00 CET 2016, Time: ,Tue Jan 12 19:00:00 CET 2016, Event: ,Partick U20 v Hibernian U20, Favorite: ,Partick U20, 9001451   size:2.64,Price: ,2.22,Hibernian U20, 6645664   size:2.55,Price: ,2.78,The Draw, 58805   size:3.31,Price: ,4.1,x
1.122537802, Sport: ,Basketball, Time: ,Wed Jan 13 02:35:00 CET 2016, Time: ,Wed Jan 13 02:35:00 CET 2016, Event: ,Cleveland @ Dallas, Favorite: ,Dallas, 13122   size:5.61,Price: ,1.28,Cleveland, 13112   size:9.59,Price: ,1.32,x
1.122467737, Sport: ,Basketball, Time: ,Wed Jan 13 01:00:00 CET 2016, Time: ,Wed Jan 13 01:00:00 CET 2016, Event: ,Miami (FL) @ Virginia, Favorite: ,Miami (FL), 716668   size:12.67,Price: ,1.03,Virginia, 332651   size:12.67,Price: ,1.03,x
1.122474145, Sport: ,Soccer, Time: ,Tue Jan 12 20:45:00 CET 2016, Time: ,Tue Jan 12 20:45:00 CET 2016, Event: ,Nottm Forest v Birmingham, Favorite: ,Nottm Forest, 69718   size:22.29,Price: ,2.2,Birmingham, 48759   size:7.83,Price: ,3.85,The Draw, 58805   size:1168.62,Price: ,3.4,x
1.122474661, Sport: ,Soccer, Time: ,Tue Jan 12 20:45:00 CET 2016, Time: ,Tue Jan 12 20:45:00 CET 2016, Event: ,Brentford v Middlesbrough, Favorite: ,Middlesbrough, 63907   size:470.25,Price: ,2.34,Brentford, 78864   size:588.8,Price: ,3.45,The Draw, 58805   size:7378.81,Price: ,3.4,ok
1.122554125, Sport: ,Soccer, Time: ,Tue Jan 12 20:45:00 CET 2016, Time: ,Tue Jan 12 20:45:00 CET 2016, Event: ,Ross Co v Dunfermline, Favorite: ,Ross Co, 674742   size:5.0,Price: ,1.59,Dunfermline, 48812   size:18.67,Price: ,5.8,The Draw, 58805   size:20.72,Price: ,4.3,ok
1.122550326, Sport: ,Soccer, Time: ,Tue Jan 12 11:00:00 CET 2016, Time: ,Tue Jan 12 11:00:00 CET 2016, Event: ,MAS Taborsko v Vysehrad, Favorite: ,MAS Taborsko, 6998410   size:8.94,Price: ,1.92,Vysehrad, 7589995   size:9.61,Price: ,3.65,The Draw, 58805   size:3.83,Price: ,4.2,x
1.122475580, Sport: ,Ice Hockey, Time: ,Tue Jan 12 19:45:00 CET 2016, Time: ,Tue Jan 12 19:45:00 CET 2016, Event: ,Rungsted Ishockey v Aalborg Pirates, Favorite: ,Rungsted, 70625   size:11.96,Price: ,1.72,Aalborg, 70634   size:27.99,Price: ,3.5,Tie, 60104   size:17.16,Price: ,5.1,x
1.122475073, Sport: ,Soccer, Time: ,Tue Jan 12 20:45:00 CET 2016, Time: ,Tue Jan 12 20:45:00 CET 2016, Event: ,Huddersfield v Charlton, Favorite: ,Huddersfield, 78984   size:27.95,Price: ,1.73,Charlton, 48349   size:266.97,Price: ,5.7,The Draw, 58805   size:299.49,Price: ,4.0,ok
1.122475187, Sport: ,Soccer, Time: ,Tue Jan 12 20:45:00 CET 2016, Time: ,Tue Jan 12 20:45:00 CET 2016, Event: ,Ashton Utd v Ramsbottom Utd, Favorite: ,Ashton Utd, 5800540   size:86.19,Price: ,1.26,Ramsbottom Utd, 7885854   size:10.0,Price: ,11.5,The Draw, 58805   size:3.48,Price: ,6.2,ok
1.122558283, Sport: ,Tennis, Time: ,Tue Jan 12 09:34:00 CET 2016, Time: ,Tue Jan 12 09:34:00 CET 2016, Event: ,Neuchrist v Vatutin, Favorite: ,Alexey Vatutin, 7797764   size:512.57,Price: ,1.44,Maximilian Neuchrist, 7797896   size:47.4,Price: ,3.15,x
1.122546909, Sport: ,Tennis, Time: ,Tue Jan 12 15:00:00 CET 2016, Time: ,Tue Jan 12 15:00:00 CET 2016, Event: ,Carballes Baena v M Arevalo, Favorite: ,Roberto Carballes Baena, 7185192   size:40.0,Price: ,1.27,Marcelo Arevalo, 7430966   size:7.0,Price: ,3.8,ok
