1.121618847, Sport: ,Soccer, Time: ,Tue Nov 03 14:00:00 CET 2015, Time: ,Tue Nov 03 14:00:00 CET 2015, Event: ,NK Zagora v NK Omis, Favorite: ,NK Zagora, 3439340   size:61.86,Price: ,1.99,NK Omis, 8304258   size:53.24,Price: ,2.78,The Draw, 58805   size:32.92,Price: ,3.25,ok
1.121621221, Sport: ,Tennis, Time: ,Tue Nov 03 17:00:00 CET 2015, Time: ,Tue Nov 03 17:00:00 CET 2015, Event: ,Kretschmer v Lipovsek Puches, Favorite: ,Gero Kretschmer, 8259773   size:30.58,Price: ,1.95,Tomas Lipovsek Puches, 8174492   size:117.79,Price: ,1.95,x
1.121618572, Sport: ,Basketball, Time: ,Tue Nov 03 18:05:00 CET 2015, Time: ,Tue Nov 03 18:05:00 CET 2015, Event: ,Svendborg v Horsens, Favorite: ,Horsens, 6719071   size:2.55,Price: ,1.57,Svendborg, 6719075   size:7.55,Price: ,2.52,ok
1.121619012, Sport: ,Soccer, Time: ,Tue Nov 03 18:15:00 CET 2015, Time: ,Tue Nov 03 18:15:00 CET 2015, Event: ,Gibraltar Utd (Res) v FC Britannia XI (Res), Favorite: ,FC Britannia XI (Res), 10458147   size:5.0,Price: ,1.11,Gibraltar Utd (Res), 10466243   size:10.93,Price: ,1.32,The Draw, 58805   size:5.0,Price: ,3.05,x
1.121618782, Sport: ,Soccer, Time: ,Tue Nov 03 14:00:00 CET 2015, Time: ,Tue Nov 03 14:00:00 CET 2015, Event: ,NK Primorac Stobrec v NK Neretva Metkovic, Favorite: ,NK Primorac Stobrec, 7101182   size:15.77,Price: ,1.89,NK Neretva Metkovic, 9192016   size:92.61,Price: ,3.05,The Draw, 58805   size:145.73,Price: ,3.0,ok
1.121509829, Sport: ,Soccer, Time: ,Tue Nov 03 18:30:00 CET 2015, Time: ,Tue Nov 03 18:30:00 CET 2015, Event: ,FC Liefering v Austria Lustenau, Favorite: ,FC Liefering, 7321769   size:203.58,Price: ,2.08,Austria Lustenau, 453564   size:271.38,Price: ,3.65,The Draw, 58805   size:61.52,Price: ,3.95,ok
1.121636963, Sport: ,Tennis, Time: ,Tue Nov 03 18:30:00 CET 2015, Time: ,Tue Nov 03 18:30:00 CET 2015, Event: ,G Min v V Rodriguez, Favorite: ,Grace Min, 6280340   size:4.46,Price: ,1.43,Victoria Rodriguez, 7082844   size:5.92,Price: ,2.94,ok
1.121636967, Sport: ,Tennis, Time: ,Tue Nov 03 18:30:00 CET 2015, Time: ,Tue Nov 03 18:30:00 CET 2015, Event: ,M Irigoyen v V Cepede Royg, Favorite: ,Veronica Cepede Royg, 6400531   size:9.8,Price: ,1.29,Maria Irigoyen, 2850757   size:12.36,Price: ,3.9,ok
1.121509607, Sport: ,Soccer, Time: ,Tue Nov 03 18:30:00 CET 2015, Time: ,Tue Nov 03 18:30:00 CET 2015, Event: ,KSV Superfund v Austria Klagenfurt, Favorite: ,KSV Superfund, 4840627   size:61.07,Price: ,1.9,Austria Klagenfurt, 4902204   size:28.03,Price: ,4.3,The Draw, 58805   size:56.07,Price: ,4.0,x
1.121510055, Sport: ,Soccer, Time: ,Tue Nov 03 18:00:00 CET 2015, Time: ,Tue Nov 03 18:00:00 CET 2015, Event: ,Otelul Galati v Ceahlaul, Favorite: ,Otelul Galati, 866238   size:151.4,Price: ,1.86,Ceahlaul, 1557295   size:115.47,Price: ,3.45,The Draw, 58805   size:118.76,Price: ,3.4,x
1.121510000, Sport: ,Soccer, Time: ,Tue Nov 03 19:00:00 CET 2015, Time: ,Tue Nov 03 19:00:00 CET 2015, Event: ,Nurnberg II v Jahn Regensburg, Favorite: ,Jahn Regensburg, 4855758   size:222.4,Price: ,2.08,Nurnberg II, 5576963   size:2.18,Price: ,3.75,The Draw, 58805   size:104.75,Price: ,3.65,x
