1.121171655, Sport: ,Soccer, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Pirin Blagoevgrad v Beroe Stara Za, Favorite: ,Beroe Stara Za, 4127866   size:190.44,Price: ,1.39,Pirin Blagoevgrad, 2504333   size:41.51,Price: ,14.5,The Draw, 58805   size:110.36,Price: ,4.4,ok
1.121237335, Sport: ,Ice Hockey, Time: ,Mon Oct 19 19:30:00 CEST 2015, Time: ,Mon Oct 19 19:30:00 CEST 2015, Event: ,Medvescak Zagreb v Yugra, Favorite: ,Medvescak Zagreb, 4182882   size:10.62,Price: ,1.01,Yugra, 4913649   size:10.62,Price: ,1.01,Tie, 60104   size:10.62,Price: ,1.01,x
1.121349500, Sport: ,Tennis, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Bahamonde v J Paz, Favorite: ,Francisco Bahamonde, 8460149   size:4.53,Price: ,1.43,Juan Pablo Paz, 8461061   size:5.8,Price: ,3.1,ok
1.121186841, Sport: ,Soccer, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Osmanlispor v Basaksehir, Favorite: ,The Draw, 58805   size:72.1,Price: ,2.44,Osmanlispor, 8854605   size:462.88,Price: ,3.0,Basaksehir, 10071088   size:140.23,Price: ,3.6,x
1.121182660, Sport: ,Soccer, Time: ,Mon Oct 19 19:30:00 CEST 2015, Time: ,Mon Oct 19 19:30:00 CEST 2015, Event: ,Mouscron Peruwelz Youth v KV Oostende (Youth), Favorite: ,Mouscron Peruwelz Youth, 8764421   size:2.39,Price: ,1.06,KV Oostende (youth), 8220572   size:2.39,Price: ,1.06,The Draw, 58805   size:2.39,Price: ,1.06,ok
1.121182385, Sport: ,Soccer, Time: ,Mon Oct 19 19:30:00 CEST 2015, Time: ,Mon Oct 19 19:30:00 CEST 2015, Event: ,KSC Lokeren (Y) v OH Leuven (Y), Favorite: ,KSC Lokeren (Y), 7159116   size:129.0,Price: ,1.3,OH Leuven (Y), 7159228   size:200.0,Price: ,4.0,The Draw, 58805   size:10.59,Price: ,3.3,x
1.121350145, Sport: ,Tennis, Time: ,Mon Oct 19 19:11:00 CEST 2015, Time: ,Mon Oct 19 19:11:00 CEST 2015, Event: ,Laaksonen v Uchida, Favorite: ,Kaichi Uchida, 8957119   size:3.53,Price: ,1.57,Henri Laaksonen, 6344314   size:16.26,Price: ,2.14,x
1.121185138, Sport: ,Soccer, Time: ,Mon Oct 19 19:45:00 CEST 2015, Time: ,Mon Oct 19 19:45:00 CEST 2015, Event: ,Biel-Bienne v Chiasso, Favorite: ,Biel-Bienne, 6494650   size:390.0,Price: ,2.28,Chiasso, 457842   size:242.99,Price: ,3.05,The Draw, 58805   size:5.35,Price: ,3.55,x
1.121329908, Sport: ,Basketball, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Gussing v Kapfenberg, Favorite: ,Gussing, 7036689   size:1104.09,Price: ,1.04,Kapfenberg, 7036688   size:12.62,Price: ,4.5,ok
1.121331713, Sport: ,Tennis, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Karlovic v Seppi, Favorite: ,Ivo Karlovic, 2263570   size:554.53,Price: ,1.62,Andreas Seppi, 2257535   size:312.4,Price: ,2.6,ok
1.121244341, Sport: ,Ice Hockey, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Farjestad v Lulea, Favorite: ,Farjestad, 237392   size:10.62,Price: ,1.01,Lulea, 337769   size:10.62,Price: ,1.01,Tie, 60104   size:10.62,Price: ,1.01,ok
1.121185844, Sport: ,Soccer, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Esbjerg v AaB, Favorite: ,The Draw, 58805   size:277.18,Price: ,2.54,Esbjerg, 113193   size:25.96,Price: ,3.6,AaB, 28212   size:341.11,Price: ,3.0,x
1.121329925, Sport: ,Basketball, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Naestved v Randers, Favorite: ,Naestved, 6719080   size:66.0,Price: ,1.05,Randers, 6719073   size:10.51,Price: ,5.2,ok
1.121186937, Sport: ,Soccer, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Mersin Idman Yurdu v Trabzonspor, Favorite: ,Mersin Idman Yurdu, 508779   size:2438.8,Price: ,1.19,Trabzonspor, 113125   size:147.97,Price: ,20.0,The Draw, 58805   size:16.62,Price: ,8.0,ok
1.121180015, Sport: ,Soccer, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Oddevold v Orgryte, Favorite: ,Orgryte, 30686   size:16.53,Price: ,1.65,Oddevold, 778918   size:12.32,Price: ,5.2,The Draw, 58805   size:2.0,Price: ,4.5,ok
1.121334931, Sport: ,Tennis, Time: ,Mon Oct 19 19:30:00 CEST 2015, Time: ,Mon Oct 19 19:30:00 CEST 2015, Event: ,Barthel v Stephens, Favorite: ,Sloane Stephens, 2923342   size:59.73,Price: ,1.79,Mona Barthel, 5056975   size:42.39,Price: ,2.22,x
1.121237314, Sport: ,Ice Hockey, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Slovan Bratislava v Avtomobilist, Favorite: ,Slovan Bratislava, 1357713   size:10.62,Price: ,1.01,Avtomobilist, 4138395   size:10.62,Price: ,1.01,Tie, 60104   size:10.62,Price: ,1.01,x
1.121180012, Sport: ,Soccer, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Landskrona v Kristianstads, Favorite: ,Landskrona, 130432   size:28.83,Price: ,1.87,Kristianstads, 384100   size:23.77,Price: ,4.1,The Draw, 58805   size:2.0,Price: ,4.1,x
1.121350214, Sport: ,Tennis, Time: ,Mon Oct 19 19:09:00 CEST 2015, Time: ,Mon Oct 19 19:09:00 CEST 2015, Event: ,Quigley v Garanganga, Favorite: ,Eric Quigley, 6596536   size:26.49,Price: ,1.1,Takanyi Garanganga, 7048673   size:25.66,Price: ,4.2,ok
1.121186553, Sport: ,Soccer, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Gefle v Orebro, Favorite: ,Orebro, 42617   size:26.8,Price: ,1.47,Gefle, 151470   size:8.23,Price: ,10.0,The Draw, 58805   size:151.76,Price: ,4.4,x
1.121186745, Sport: ,Soccer, Time: ,Mon Oct 19 19:00:00 CEST 2015, Time: ,Mon Oct 19 19:00:00 CEST 2015, Event: ,Djurgardens v IFK Goteborg, Favorite: ,The Draw, 58805   size:13.66,Price: ,2.64,Djurgardens, 232104   size:58.5,Price: ,3.2,IFK Goteborg, 30689   size:76.39,Price: ,3.15,ok
