1.121970619, Sport: ,Soccer, Time: ,Tue Nov 24 19:00:00 CET 2015, Time: ,Tue Nov 24 19:00:00 CET 2015, Event: ,Maccabi Holon FC (W) v Maccabi Beer Sheva (W), Favorite: ,Maccabi Holon FC (W), 6921676   size:39.04,Price: ,1.01,Maccabi Beer Sheva (W), 6921688   size:56.6,Price: ,2.12,The Draw, 58805   size:11.26,Price: ,3.0,ok
1.121860881, Sport: ,Ice Hockey, Time: ,Tue Nov 24 19:15:00 CET 2015, Time: ,Tue Nov 24 19:15:00 CET 2015, Event: ,VSV v Graz 99ers, Favorite: ,VSV, 565881   size:6.1,Price: ,1.89,Graz 99ers, 748396   size:8.06,Price: ,3.25,Tie, 60104   size:115.44,Price: ,4.1,ok
1.120469580, Sport: ,Cricket, Time: ,Wed Nov 25 05:00:00 CET 2015, Time: ,Wed Nov 25 05:00:00 CET 2015, Event: ,India v South Africa (3rd Test), Favorite: ,India, 414464   size:2746.39,Price: ,1.85,South Africa, 349   size:1205.44,Price: ,4.2,The Draw, 60443   size:466.11,Price: ,4.5,ok
1.121970692, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Dorchester Town v Hitchin Town, Favorite: ,Dorchester Town, 1222693   size:2.81,Price: ,2.32,Hitchin Town, 4317865   size:2.81,Price: ,2.66,The Draw, 58805   size:4.9,Price: ,3.55,x
1.121868810, Sport: ,Ice Hockey, Time: ,Tue Nov 24 19:00:00 CET 2015, Time: ,Tue Nov 24 19:00:00 CET 2015, Event: ,Herlev v Sonderjyske, Favorite: ,SonderjyskE, 2719119   size:4.97,Price: ,1.32,Herlev, 227439   size:17.15,Price: ,6.6,Tie, 60104   size:123.79,Price: ,7.2,ok
1.121864162, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Morecambe v Cambridge Utd, Favorite: ,Morecambe, 51311   size:264.49,Price: ,2.44,Cambridge Utd, 256400   size:516.93,Price: ,3.05,The Draw, 58805   size:48.99,Price: ,3.7,x
1.121968092, Sport: ,Tennis, Time: ,Wed Nov 25 02:00:00 CET 2015, Time: ,Wed Nov 25 02:00:00 CET 2015, Event: ,Hozumi v Kumkhum, Favorite: ,Luksika Kumkhum, 9008811   size:10.72,Price: ,1.42,Eri Hozumi, 7657224   size:12.15,Price: ,2.86,ok
1.121952994, Sport: ,Tennis, Time: ,Tue Nov 24 18:15:00 CET 2015, Time: ,Tue Nov 24 18:15:00 CET 2015, Event: ,D Sela v Bossel, Favorite: ,Dudi Sela, 2263685   size:3.98,Price: ,1.29,Adrien Bossel, 7364079   size:15.67,Price: ,4.0,ok
1.121955349, Sport: ,Basketball, Time: ,Tue Nov 24 19:00:00 CET 2015, Time: ,Tue Nov 24 19:00:00 CET 2015, Event: ,Union Olimpija v Nanterre, Favorite: ,Nanterre, 2989492   size:16.17,Price: ,1.64,Union Olimpija, 266278   size:120.39,Price: ,2.44,x
1.121964571, Sport: ,Soccer, Time: ,Tue Nov 24 20:15:00 CET 2015, Time: ,Tue Nov 24 20:15:00 CET 2015, Event: ,Clyde U20 v Ayr U20, Favorite: ,Clyde U20, 9220046   size:10.0,Price: ,1.12,Ayr U20, 9220049   size:10.0,Price: ,1.12,The Draw, 58805   size:10.0,Price: ,3.55,x
1.121657106, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Barcelona v Roma, Favorite: ,Barcelona, 55270   size:3465.85,Price: ,1.28,Roma, 56967   size:113.44,Price: ,13.0,The Draw, 58805   size:514.04,Price: ,7.0,ok
1.121967566, Sport: ,Tennis, Time: ,Tue Nov 24 20:30:00 CET 2015, Time: ,Tue Nov 24 20:30:00 CET 2015, Event: ,Bellis v Glushko, Favorite: ,Julia Glushko, 5321877   size:30.71,Price: ,1.69,Catherine Bellis, 8792467   size:68.3,Price: ,2.36,x
1.121967963, Sport: ,Tennis, Time: ,Wed Nov 25 07:00:00 CET 2015, Time: ,Wed Nov 25 07:00:00 CET 2015, Event: ,Jung/Vorster v Cerretani/Chen, Favorite: ,Cerretani/Chen, 10482814   size:70.67,Price: ,1.24,Jung/Vorster, 10530289   size:70.67,Price: ,3.1,x
1.121967842, Sport: ,Tennis, Time: ,Wed Nov 25 05:15:00 CET 2015, Time: ,Wed Nov 25 05:15:00 CET 2015, Event: ,Kudryavtsev v Duckworth, Favorite: ,Alexander Kudryavtsev, 5908538   size:7.55,Price: ,1.84,James Duckworth, 6064287   size:2.55,Price: ,1.97,ok
1.121969981, Sport: ,American Football, Time: ,Wed Nov 25 01:30:00 CET 2015, Time: ,Wed Nov 25 01:30:00 CET 2015, Event: ,Ohio @ Northern Illinois, Favorite: ,Northern Illinois, 1010530   size:19.38,Price: ,1.2,Ohio, 2205296   size:2.0,Price: ,5.6,x
1.121965388, Sport: ,Soccer, Time: ,Tue Nov 24 21:00:00 CET 2015, Time: ,Tue Nov 24 21:00:00 CET 2015, Event: ,Stirling U20 v Stenhousemuir U20, Favorite: ,Stirling U20, 9243449   size:5.0,Price: ,1.13,Stenhousemuir U20, 9001453   size:6.85,Price: ,5.3,The Draw, 58805   size:56.53,Price: ,3.1,ok
1.121878856, Sport: ,Ice Hockey, Time: ,Tue Nov 24 19:00:00 CET 2015, Time: ,Tue Nov 24 19:00:00 CET 2015, Event: ,MODO v Djurgardens, Favorite: ,MODO, 60824   size:101.06,Price: ,2.48,Djurgardens, 988206   size:3.67,Price: ,2.52,Tie, 60104   size:94.99,Price: ,4.3,ok
1.121967562, Sport: ,Tennis, Time: ,Tue Nov 24 23:30:00 CET 2015, Time: ,Tue Nov 24 23:30:00 CET 2015, Event: ,K Ahn v D Jakupovic, Favorite: ,Kristie Ahn, 7445679   size:7.46,Price: ,1.4,Dalila Jakupovic, 5690805   size:2.41,Price: ,3.45,ok
1.121963358, Sport: ,Basketball, Time: ,Tue Nov 24 17:30:00 CET 2015, Time: ,Tue Nov 24 17:30:00 CET 2015, Event: ,Jekabpils v BC Barsy Atyrau, Favorite: ,Jekabpils, 7735550   size:263.0,Price: ,1.38,BC Barsy Atyrau, 10435550   size:116.0,Price: ,2.72,ok
1.121967959, Sport: ,Tennis, Time: ,Wed Nov 25 03:30:00 CET 2015, Time: ,Wed Nov 25 03:30:00 CET 2015, Event: ,Imina v Kravchuk, Favorite: ,Konstantin Kravchuk, 5011822   size:530.72,Price: ,1.08,Itsuki Imina, 10548025   size:10.32,Price: ,9.4,ok
1.121860878, Sport: ,Ice Hockey, Time: ,Tue Nov 24 19:15:00 CET 2015, Time: ,Tue Nov 24 19:15:00 CET 2015, Event: ,Vienna Capitals v Olimpija Ljubljana, Favorite: ,Vienna Capitals, 563229   size:3.97,Price: ,1.26,Olimpija Ljubljana, 2513196   size:71.29,Price: ,6.6,Tie, 60104   size:71.35,Price: ,6.6,ok
1.121863745, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Crawley Town v Northampton, Favorite: ,Northampton, 5034   size:34.92,Price: ,2.66,Crawley Town, 266068   size:82.28,Price: ,2.88,The Draw, 58805   size:425.35,Price: ,3.5,ok
1.121860872, Sport: ,Ice Hockey, Time: ,Tue Nov 24 19:15:00 CET 2015, Time: ,Tue Nov 24 19:15:00 CET 2015, Event: ,Red Bull Salzburg v Dornbirn, Favorite: ,Red Bull Salzburg, 2584427   size:44.65,Price: ,1.7,Dornbirn, 6602890   size:21.39,Price: ,4.5,Tie, 60104   size:22.86,Price: ,4.5,x
1.121970687, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Stamford AFC v Grantham Town, Favorite: ,Grantham Town, 6770558   size:2.66,Price: ,2.42,Stamford AFC, 7588988   size:4.43,Price: ,2.64,The Draw, 58805   size:2.81,Price: ,3.65,ok
1.121955335, Sport: ,Basketball, Time: ,Tue Nov 24 20:00:00 CET 2015, Time: ,Tue Nov 24 20:00:00 CET 2015, Event: ,Ludwigsburg v Gran Canaria, Favorite: ,Gran Canaria, 945506   size:15.6,Price: ,1.56,Ludwigsburg, 689542   size:6.96,Price: ,2.6,x
1.121860875, Sport: ,Ice Hockey, Time: ,Tue Nov 24 19:15:00 CET 2015, Time: ,Tue Nov 24 19:15:00 CET 2015, Event: ,KAC Klagenfurt v Orli Znojmo, Favorite: ,KAC Klagenfurt, 1348429   size:57.62,Price: ,2.3,Orli Znojmo, 5797611   size:22.28,Price: ,2.82,Tie, 60104   size:25.38,Price: ,4.1,x
1.121862255, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Fleetwood Town v Millwall, Favorite: ,Millwall, 56036   size:444.92,Price: ,2.34,Fleetwood Town, 3396710   size:25.42,Price: ,3.3,The Draw, 58805   size:145.95,Price: ,3.6,x
1.121970683, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Metropolitan Police v Tonbridge Angels, Favorite: ,Tonbridge Angels, 1034135   size:5.08,Price: ,1.84,Metropolitan Police, 6217278   size:2.93,Price: ,3.2,The Draw, 58805   size:2.64,Price: ,3.55,ok
1.121866216, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Gloucester v Bradford PA, Favorite: ,Gloucester, 2662209   size:14.41,Price: ,2.34,Bradford PA, 598919   size:12.01,Price: ,3.2,The Draw, 58805   size:2.57,Price: ,3.5,x
1.121920505, Sport: ,Volleyball, Time: ,Tue Nov 24 18:00:00 CET 2015, Time: ,Tue Nov 24 18:00:00 CET 2015, Event: ,Paok Thessaloniki v Ethnikos Alexandroupoli, Favorite: ,PAOK Thessaloniki, 1359847   size:2.82,Price: ,1.03,Ethnikos Alexandroupoli, 5894204   size:7955.5,Price: ,1.03,ok
1.121970681, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Merstham v Bognor Regis, Favorite: ,Bognor Regis, 1230960   size:5.0,Price: ,1.84,Merstham, 2870970   size:2.81,Price: ,3.7,The Draw, 58805   size:2.81,Price: ,3.85,x
1.121976178, Sport: ,Tennis, Time: ,Wed Nov 25 08:00:00 CET 2015, Time: ,Wed Nov 25 08:00:00 CET 2015, Event: ,G Jones v Katayama, Favorite: ,Sho Katayama, 8351069   size:11.1,Price: ,1.87,Greg Jones, 2753884   size:48.46,Price: ,1.89,ok
1.121952982, Sport: ,Tennis, Time: ,Tue Nov 24 17:30:00 CET 2015, Time: ,Tue Nov 24 17:30:00 CET 2015, Event: ,Mat Viola v Ortega-Olmedo, Favorite: ,Matteo Viola, 4946664   size:7808.04,Price: ,1.02,Roberto Ortega-Olmedo, 8475991   size:31.09,Price: ,25.0,ok
1.121975921, Sport: ,Tennis, Time: ,Tue Nov 24 19:00:00 CET 2015, Time: ,Tue Nov 24 19:00:00 CET 2015, Event: ,Mossmer v Maria, Favorite: ,Tatjana Maria, 7299657   size:1417.89,Price: ,1.04,Nicole Mossmer, 10557659   size:25.98,Price: ,23.0,ok
1.121850317, Sport: ,Snooker, Time: ,Tue Nov 24 20:30:00 CET 2015, Time: ,Tue Nov 24 20:30:00 CET 2015, Event: ,Ding Junhui v Adam Duffy, Favorite: ,Ding Junhui, 2274759   size:1332.0,Price: ,1.08,Adam Duffy, 5722698   size:14.13,Price: ,11.0,x
1.121866171, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Chester v Dover, Favorite: ,Dover, 2119313   size:47.91,Price: ,2.54,Chester, 18572   size:164.78,Price: ,2.88,The Draw, 58805   size:81.95,Price: ,3.55,x
1.121965498, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Wingate and Finchley v Grays Athletic, Favorite: ,Wingate and Finchley, 8901995   size:10.0,Price: ,1.12,Grays Athletic, 62644   size:10.0,Price: ,1.12,The Draw, 58805   size:56.53,Price: ,3.1,ok
1.121872368, Sport: ,Ice Hockey, Time: ,Tue Nov 24 17:30:00 CET 2015, Time: ,Tue Nov 24 17:30:00 CET 2015, Event: ,Severstal v Amur, Favorite: ,Amur, 2240061   size:0.0,Price: ,0.0,Severstal, 2560282   size:199.99,Price: ,1.01,Tie, 60104   size:199.99,Price: ,1.01,ok
1.121872401, Sport: ,Ice Hockey, Time: ,Tue Nov 24 19:30:00 CET 2015, Time: ,Tue Nov 24 19:30:00 CET 2015, Event: ,Medvescak Zagreb v Torpedo, Favorite: ,Torpedo, 2484355   size:79.15,Price: ,2.32,Medvescak Zagreb, 4182882   size:69.99,Price: ,2.68,Tie, 60104   size:57.0,Price: ,4.2,x
1.121964682, Sport: ,Soccer, Time: ,Tue Nov 24 19:00:00 CET 2015, Time: ,Tue Nov 24 19:00:00 CET 2015, Event: ,Dundee U20 v Dunfermline U20, Favorite: ,Dundee U20, 7049332   size:4.05,Price: ,2.5,Dunfermline U20, 6791592   size:2.55,Price: ,2.68,The Draw, 58805   size:8.28,Price: ,3.8,ok
1.121884956, Sport: ,Soccer, Time: ,Tue Nov 24 23:30:00 CET 2015, Time: ,Tue Nov 24 23:30:00 CET 2015, Event: ,Boa v ABC, Favorite: ,Boa, 5900070   size:499.99,Price: ,1.77,abc, 3794139   size:20.43,Price: ,5.1,The Draw, 58805   size:10.96,Price: ,3.9,ok
1.121963344, Sport: ,Basketball, Time: ,Tue Nov 24 18:00:00 CET 2015, Time: ,Tue Nov 24 18:00:00 CET 2015, Event: ,TU Rock v Etha Engomis, Favorite: ,TU Rock, 6718520   size:24.81,Price: ,1.08,Etha Engomis, 5848672   size:3.75,Price: ,1.5,ok
1.121863539, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Notts Co v Barnet, Favorite: ,Notts Co, 486328   size:328.24,Price: ,2.14,Barnet, 1165   size:11.93,Price: ,3.6,The Draw, 58805   size:311.17,Price: ,3.7,ok
1.121920533, Sport: ,Volleyball, Time: ,Tue Nov 24 20:30:00 CET 2015, Time: ,Tue Nov 24 20:30:00 CET 2015, Event: ,Sir Safety Perugia v Vero Volley, Favorite: ,Sir Safety Perugia, 7833200   size:8.65,Price: ,1.17,Vero Volley, 10410541   size:6.16,Price: ,4.7,ok
1.121977394, Sport: ,Tennis, Time: ,Tue Nov 24 17:40:00 CET 2015, Time: ,Tue Nov 24 17:40:00 CET 2015, Event: ,Hernandez, Manuela v Perez Garcia, Maria Pau, Favorite: ,Maria Paulina Perez Garcia, 8445821   size:74.0,Price: ,1.13,Manuela Hernandez, 10349256   size:14.13,Price: ,2.0,ok
1.121952970, Sport: ,Tennis, Time: ,Tue Nov 24 20:00:00 CET 2015, Time: ,Tue Nov 24 20:00:00 CET 2015, Event: ,Pellegrino v Dodig, Favorite: ,Ivan Dodig, 2835266   size:354.89,Price: ,1.04,Andrea Pellegrino, 8979352   size:7.39,Price: ,11.5,ok
1.121656591, Sport: ,Soccer, Time: ,Tue Nov 24 18:00:00 CET 2015, Time: ,Tue Nov 24 18:00:00 CET 2015, Event: ,Zenit St Petersburg v Valencia, Favorite: ,Zenit St Petersburg, 197960   size:4775.97,Price: ,1.41,Valencia, 66183   size:9.17,Price: ,11.0,The Draw, 58805   size:439.84,Price: ,4.7,ok
1.121786490, Sport: ,Volleyball, Time: ,Tue Nov 24 18:00:00 CET 2015, Time: ,Tue Nov 24 18:00:00 CET 2015, Event: ,Atom Trefl Sopot v Gorgonzola Novara, Favorite: ,Gorgonzola Novara, 10368510   size:300.0,Price: ,1.62,ATOM Trefl Sopot, 5212059   size:312.5,Price: ,2.08,x
1.121937571, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Rushall Olympic v Leamington, Favorite: ,Rushall Olympic, 2608907   size:7.53,Price: ,2.18,Leamington, 1282865   size:2.55,Price: ,3.1,The Draw, 58805   size:2.55,Price: ,3.9,x
1.121862041, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Sheff Utd v Shrewsbury, Favorite: ,Sheff Utd, 48470   size:44.96,Price: ,1.75,Shrewsbury, 148735   size:68.17,Price: ,5.5,The Draw, 58805   size:94.55,Price: ,3.9,x
1.121977559, Sport: ,Tennis, Time: ,Wed Nov 25 03:30:00 CET 2015, Time: ,Wed Nov 25 03:30:00 CET 2015, Event: ,Osaka v Lertpitaksinchai, Favorite: ,Naomi Osaka, 7640637   size:6.1,Price: ,1.16,Nicha Lertpitaksinchai, 3673415   size:3.79,Price: ,6.4,ok
1.121863095, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Doncaster v Chesterfield, Favorite: ,Doncaster, 49205   size:8.79,Price: ,2.62,Chesterfield, 219596   size:54.71,Price: ,2.98,The Draw, 58805   size:782.98,Price: ,3.4,ok
1.121963222, Sport: ,Basketball, Time: ,Tue Nov 24 18:34:00 CET 2015, Time: ,Tue Nov 24 18:34:00 CET 2015, Event: ,Norrkoping v Lulea, Favorite: ,Norrkoping, 5866167   size:144.0,Price: ,1.52,Lulea, 10362456   size:26.17,Price: ,2.64,ok
1.121968077, Sport: ,Tennis, Time: ,Wed Nov 25 03:30:00 CET 2015, Time: ,Wed Nov 25 03:30:00 CET 2015, Event: ,Shapatava v Mertens, Favorite: ,Elise Mertens, 9002334   size:2.55,Price: ,1.64,Sofia Shapatava, 3375695   size:2.51,Price: ,2.3,x
1.121963220, Sport: ,Basketball, Time: ,Tue Nov 24 19:04:00 CET 2015, Time: ,Tue Nov 24 19:04:00 CET 2015, Event: ,Jamtland v Orebro, Favorite: ,Jamtland, 7037208   size:141.35,Price: ,1.62,Orebro, 7723717   size:2.67,Price: ,2.46,ok
1.121968079, Sport: ,Tennis, Time: ,Wed Nov 25 02:00:00 CET 2015, Time: ,Wed Nov 25 02:00:00 CET 2015, Event: ,Voegele v Raina, Favorite: ,Stefanie Voegele, 3622149   size:702.0,Price: ,1.07,Ankita Raina, 7921012   size:2.0,Price: ,8.2,ok
1.121963335, Sport: ,Basketball, Time: ,Tue Nov 24 18:00:00 CET 2015, Time: ,Tue Nov 24 18:00:00 CET 2015, Event: ,Ventspils v Pieno Zvaigzdes, Favorite: ,Ventspils, 1081645   size:399.99,Price: ,1.14,Pieno zvaigzdes, 6025292   size:7.0,Price: ,4.2,ok
1.121910163, Sport: ,Handball, Time: ,Tue Nov 24 20:15:00 CET 2015, Time: ,Tue Nov 24 20:15:00 CET 2015, Event: ,Puerto Sagunto v Morrazo, Favorite: ,Draw, 330157   size:18.77,Price: ,1.04,Puerto Sagunto, 4995922   size:3.01,Price: ,2.18,Morrazo, 7602610   size:4.22,Price: ,2.12,x
1.121960860, Sport: ,Tennis, Time: ,Tue Nov 24 20:15:00 CET 2015, Time: ,Tue Nov 24 20:15:00 CET 2015, Event: ,Luncanu/Virgili v Sabanov/Sabanov, Favorite: ,Sabanov/Sabanov, 10107989   size:2.55,Price: ,1.43,Luncanu/Virgili, 10553267   size:2.55,Price: ,2.5,ok
1.121874881, Sport: ,Soccer, Time: ,Wed Nov 25 08:00:00 CET 2015, Time: ,Wed Nov 25 08:00:00 CET 2015, Event: ,FC Astana U19 v Benfica U19, Favorite: ,Benfica U19, 5373197   size:31.46,Price: ,1.03,FC Astana U19, 10261996   size:9.0,Price: ,80.0,The Draw, 58805   size:12.02,Price: ,22.0,ok
1.121861504, Sport: ,Basketball, Time: ,Wed Nov 25 02:30:00 CET 2015, Time: ,Wed Nov 25 02:30:00 CET 2015, Event: ,Illinois State v Maryland, Favorite: ,Maryland, 29832   size:3.7,Price: ,1.15,Illinois State, 284250   size:12.84,Price: ,6.6,ok
1.121960865, Sport: ,Tennis, Time: ,Tue Nov 24 17:49:00 CET 2015, Time: ,Tue Nov 24 17:49:00 CET 2015, Event: ,Grigoriu/Paval v Gerasimov/Kuzmanov, Favorite: ,Gerasimov/Kuzmanov, 10553275   size:231.79,Price: ,1.15,Grigoriu/Paval, 8815385   size:16.04,Price: ,4.6,ok
1.121656124, Sport: ,Soccer, Time: ,Tue Nov 24 18:00:00 CET 2015, Time: ,Tue Nov 24 18:00:00 CET 2015, Event: ,BATE Borisov v Leverkusen, Favorite: ,Leverkusen, 44787   size:45.62,Price: ,2.52,BATE Borisov, 46949   size:42.4,Price: ,2.98,The Draw, 58805   size:467.01,Price: ,3.7,x
1.121976076, Sport: ,Basketball, Time: ,Wed Nov 25 04:05:00 CET 2015, Time: ,Wed Nov 25 04:05:00 CET 2015, Event: ,Chicago @ Portland, Favorite: ,Chicago, 13117   size:38.94,Price: ,1.71,Portland, 13129   size:17.44,Price: ,2.34,ok
1.121861500, Sport: ,Basketball, Time: ,Wed Nov 25 07:00:00 CET 2015, Time: ,Wed Nov 25 07:00:00 CET 2015, Event: ,Incarnate Word @ Oklahoma, Favorite: ,Oklahoma, 332191   size:2.82,Price: ,1.03,Incarnate Word, 10535251   size:3117.1,Price: ,1.13,ok
1.121862672, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Gillingham v Rochdale, Favorite: ,Gillingham, 56298   size:330.66,Price: ,2.24,Rochdale, 256383   size:199.57,Price: ,3.5,The Draw, 58805   size:148.03,Price: ,3.65,ok
1.121864059, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Portsmouth v York City, Favorite: ,Portsmouth, 58344   size:667.99,Price: ,1.51,York City, 256226   size:107.09,Price: ,8.0,The Draw, 58805   size:283.08,Price: ,4.5,ok
1.121967492, Sport: ,Tennis, Time: ,Tue Nov 24 22:00:00 CET 2015, Time: ,Tue Nov 24 22:00:00 CET 2015, Event: ,King/Kudryavtseva v Dabrowski/Fichman, Favorite: ,King/Kudryavtseva, 10554289   size:2.55,Price: ,1.77,Dabrowski/Fichman, 7559756   size:2.98,Price: ,2.2,x
1.121972675, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Kettering v Chesham Utd, Favorite: ,Kettering, 18556   size:4.5,Price: ,1.66,Chesham Utd, 3396708   size:2.81,Price: ,4.5,The Draw, 58805   size:2.81,Price: ,3.85,ok
1.121976116, Sport: ,Basketball, Time: ,Wed Nov 25 04:35:00 CET 2015, Time: ,Wed Nov 25 04:35:00 CET 2015, Event: ,LA Lakers @ Golden State, Favorite: ,Golden State, 13126   size:2598.92,Price: ,1.04,LA Lakers, 2120881   size:11.05,Price: ,23.0,ok
1.121968064, Sport: ,Tennis, Time: ,Wed Nov 25 02:00:00 CET 2015, Time: ,Wed Nov 25 02:00:00 CET 2015, Event: ,N Hibino v Sema, Favorite: ,Nao Hibino, 7683152   size:2.55,Price: ,1.17,Erika Sema, 4151738   size:7.43,Price: ,5.4,ok
1.121866198, Sport: ,Soccer, Time: ,Tue Nov 24 20:45:00 CET 2015, Time: ,Tue Nov 24 20:45:00 CET 2015, Event: ,Concord Rangers v Maidenhead, Favorite: ,Maidenhead, 728405   size:26.96,Price: ,2.34,Concord Rangers, 2870971   size:14.54,Price: ,3.0,The Draw, 58805   size:2.82,Price: ,3.8,x
