1.122294553, Sport: ,Ice Hockey, Time: ,Fri Dec 18 19:30:00 CET 2015, Time: ,Fri Dec 18 19:30:00 CET 2015, Event: ,Adler Mannheim v Kolner Haie, Favorite: ,Adler Mannheim, 233924   size:54.0,Price: ,1.89,Kolner Haie, 233911   size:3.67,Price: ,3.5,Tie, 60104   size:55.0,Price: ,4.6,x
1.122305414, Sport: ,Soccer, Time: ,Fri Dec 18 16:00:00 CET 2015, Time: ,Fri Dec 18 16:00:00 CET 2015, Event: ,AS Sale v Olympique Dcheira, Favorite: ,AS Sale, 7708283   size:2.55,Price: ,1.52,Olympique Dcheira, 9109496   size:2.55,Price: ,1.52,The Draw, 58805   size:2.75,Price: ,2.96,x
1.122300768, Sport: ,Basketball, Time: ,Sat Dec 19 01:00:00 CET 2015, Time: ,Sat Dec 19 01:00:00 CET 2015, Event: ,Lanus v Ferro Carril Oeste, Favorite: ,Lanus, 6719117   size:2.75,Price: ,1.03,Ferro Carril Oeste, 10312212   size:2.75,Price: ,1.03,ok
1.122300769, Sport: ,Basketball, Time: ,Sat Dec 19 02:00:00 CET 2015, Time: ,Sat Dec 19 02:00:00 CET 2015, Event: ,Instituto Atletico Cent v Atenas, Favorite: ,Instituto Atletico Cent, 10346458   size:2.75,Price: ,1.03,Atenas, 6719082   size:2.75,Price: ,1.03,ok
1.122306748, Sport: ,Soccer, Time: ,Fri Dec 18 16:00:00 CET 2015, Time: ,Fri Dec 18 16:00:00 CET 2015, Event: ,USM El Eulma v CS Constantine, Favorite: ,USM El Eulma, 9221276   size:2.7,Price: ,2.66,CS Constantine, 7598561   size:35.43,Price: ,2.94,The Draw, 58805   size:4.09,Price: ,3.2,x
1.122300767, Sport: ,Basketball, Time: ,Sat Dec 19 01:00:00 CET 2015, Time: ,Sat Dec 19 01:00:00 CET 2015, Event: ,Libertad v Estudiantes (C), Favorite: ,Libertad, 6719116   size:2.75,Price: ,1.03,Estudiantes (C), 7753473   size:2.75,Price: ,1.03,ok
1.122220070, Sport: ,Soccer, Time: ,Fri Dec 18 19:30:00 CET 2015, Time: ,Fri Dec 18 19:30:00 CET 2015, Event: ,Botosani v Concordia Chiajna, Favorite: ,Botosani, 3465177   size:517.8,Price: ,2.64,Concordia Chiajna, 5367199   size:10.17,Price: ,3.0,The Draw, 58805   size:7.95,Price: ,3.25,ok
1.122306198, Sport: ,Soccer, Time: ,Fri Dec 18 10:45:00 CET 2015, Time: ,Fri Dec 18 10:45:00 CET 2015, Event: ,Pardes Hanna Karkur LB v Maccabi Ein Mahal Jamal, Favorite: ,Pardes Hanna Karkur LB, 10636781   size:2.55,Price: ,2.44,Maccabi Ein Mahal Jamal, 10636783   size:2.55,Price: ,2.6,The Draw, 58805   size:2.47,Price: ,3.55,x
1.122235327, Sport: ,Handball, Time: ,Fri Dec 18 19:00:00 CET 2015, Time: ,Fri Dec 18 19:00:00 CET 2015, Event: ,Savehof v Redbergslids, Favorite: ,Savehof, 374429   size:2.75,Price: ,1.03,Redbergslids, 3771721   size:2.75,Price: ,1.03,Draw, 330157   size:5.98,Price: ,1.22,x
1.122250865, Sport: ,Soccer, Time: ,Fri Dec 18 14:00:00 CET 2015, Time: ,Fri Dec 18 14:00:00 CET 2015, Event: ,Maccabi Ahi Nazareth v Ironi Kiryat Gat, Favorite: ,Maccabi Ahi Nazareth, 5188358   size:6.23,Price: ,1.93,Ironi Kiryat Gat, 6955790   size:2.67,Price: ,4.5,The Draw, 58805   size:9.35,Price: ,3.15,x
1.122092909, Sport: ,Darts, Time: ,Fri Dec 18 15:00:00 CET 2015, Time: ,Fri Dec 18 15:00:00 CET 2015, Event: ,John Henderson v Darren Webster, Favorite: ,John Henderson, 4396169   size:16.47,Price: ,1.85,Darren Webster, 2414395   size:12.51,Price: ,2.12,x
1.122232730, Sport: ,Snooker, Time: ,Fri Dec 18 11:00:00 CET 2015, Time: ,Fri Dec 18 11:00:00 CET 2015, Event: ,Oliver Lines v Lu Ning, Favorite: ,Oliver Lines, 6575023   size:2.55,Price: ,1.35,Lu Ning, 6185897   size:121.37,Price: ,3.4,x
1.122235320, Sport: ,Snooker, Time: ,Fri Dec 18 20:00:00 CET 2015, Time: ,Fri Dec 18 20:00:00 CET 2015, Event: ,Anthony McGill v Michael Wild, Favorite: ,Anthony McGill, 5139394   size:8.53,Price: ,1.1,Michael Wild, 6443350   size:2.0,Price: ,7.8,ok
1.122235321, Sport: ,Handball, Time: ,Fri Dec 18 19:00:00 CET 2015, Time: ,Fri Dec 18 19:00:00 CET 2015, Event: ,Malmo v Alingsas, Favorite: ,Malmo, 3374028   size:2.75,Price: ,1.03,Alingsas, 2929600   size:4.74,Price: ,1.67,Draw, 330157   size:5.98,Price: ,1.22,ok
1.122221845, Sport: ,Soccer, Time: ,Fri Dec 18 20:45:00 CET 2015, Time: ,Fri Dec 18 20:45:00 CET 2015, Event: ,Southend v Bury, Favorite: ,Southend, 69719   size:15.27,Price: ,2.44,Bury, 223503   size:199.45,Price: ,3.2,The Draw, 58805   size:171.8,Price: ,3.5,ok
1.122300532, Sport: ,Basketball, Time: ,Sat Dec 19 02:05:00 CET 2015, Time: ,Sat Dec 19 02:05:00 CET 2015, Event: ,Toronto @ Miami, Favorite: ,Miami, 13109   size:3.92,Price: ,1.04,Toronto, 13113   size:2.73,Price: ,2.36,x
1.122287230, Sport: ,Basketball, Time: ,Fri Dec 18 18:00:00 CET 2015, Time: ,Fri Dec 18 18:00:00 CET 2015, Event: ,Tamis v OKK Beograd, Favorite: ,Tamis, 7735827   size:2.75,Price: ,1.03,OKK Beograd, 7735982   size:2.75,Price: ,1.03,ok
1.122284886, Sport: ,Volleyball, Time: ,Fri Dec 18 17:00:00 CET 2015, Time: ,Fri Dec 18 17:00:00 CET 2015, Event: ,VC Zenit-Kazan v Gubernija Nizhny Novgor, Favorite: ,VC Zenit-Kazan, 10391836   size:2.75,Price: ,1.03,Gubernija Nizhny Novgor, 10444924   size:5.98,Price: ,1.18,ok
1.122305304, Sport: ,Soccer, Time: ,Fri Dec 18 14:15:00 CET 2015, Time: ,Fri Dec 18 14:15:00 CET 2015, Event: ,Al Riffa v Al Ahli (BRN), Favorite: ,Al Riffa, 4692589   size:4.6,Price: ,2.3,Al Ahli (BRN), 10535980   size:4.83,Price: ,3.1,The Draw, 58805   size:5.28,Price: ,3.45,x
1.122288449, Sport: ,Soccer, Time: ,Fri Dec 18 20:00:00 CET 2015, Time: ,Fri Dec 18 20:00:00 CET 2015, Event: ,Creteil v Niort, Favorite: ,Creteil, 269793   size:5.0,Price: ,2.7,Niort, 309687   size:9.76,Price: ,2.96,The Draw, 58805   size:524.13,Price: ,3.25,x
1.122294571, Sport: ,Ice Hockey, Time: ,Fri Dec 18 19:30:00 CET 2015, Time: ,Fri Dec 18 19:30:00 CET 2015, Event: ,EHC Munchen v ERC Ingolstadt, Favorite: ,EHC Munchen, 4923560   size:3.35,Price: ,1.92,ERC Ingolstadt, 233927   size:61.92,Price: ,3.3,Tie, 60104   size:53.0,Price: ,4.7,x
1.122233056, Sport: ,Snooker, Time: ,Fri Dec 18 20:00:00 CET 2015, Time: ,Fri Dec 18 20:00:00 CET 2015, Event: ,John Higgins v Ian Glover, Favorite: ,John Higgins, 2278785   size:734.42,Price: ,1.09,Ian Glover, 6578658   size:2.0,Price: ,8.6,ok
1.122300622, Sport: ,Basketball, Time: ,Sat Dec 19 02:05:00 CET 2015, Time: ,Sat Dec 19 02:05:00 CET 2015, Event: ,Detroit @ Chicago, Favorite: ,Chicago, 13117   size:2.55,Price: ,1.06,Detroit, 13111   size:2.62,Price: ,2.46,x
1.122286272, Sport: ,Basketball, Time: ,Fri Dec 18 20:45:00 CET 2015, Time: ,Fri Dec 18 20:45:00 CET 2015, Event: ,Olympiacos v Anadolu Efes, Favorite: ,Olympiacos, 278582   size:2.55,Price: ,1.53,Anadolu Efes, 5832279   size:33.3,Price: ,2.62,x
1.122221512, Sport: ,Soccer, Time: ,Fri Dec 18 20:30:00 CET 2015, Time: ,Fri Dec 18 20:30:00 CET 2015, Event: ,Lokeren v Zulte-Waregem, Favorite: ,Lokeren, 43430   size:228.22,Price: ,2.32,Zulte-Waregem, 505726   size:14.99,Price: ,3.25,The Draw, 58805   size:90.48,Price: ,3.65,x
1.122249849, Sport: ,Soccer, Time: ,Fri Dec 18 14:00:00 CET 2015, Time: ,Fri Dec 18 14:00:00 CET 2015, Event: ,Hapoel Jerusalem v Hapoel Petach Tikva, Favorite: ,Hapoel Petach Tikva, 6094761   size:3.68,Price: ,1.61,Hapoel Jerusalem, 5810348   size:3.11,Price: ,5.8,The Draw, 58805   size:2.64,Price: ,4.1,x
1.122220662, Sport: ,Soccer, Time: ,Fri Dec 18 20:30:00 CET 2015, Time: ,Fri Dec 18 20:30:00 CET 2015, Event: ,Seraing Utd v Tubize, Favorite: ,Tubize, 505722   size:15.04,Price: ,2.52,Seraing Utd, 8727584   size:8.46,Price: ,3.0,The Draw, 58805   size:3.5,Price: ,3.3,ok
1.122286279, Sport: ,Basketball, Time: ,Fri Dec 18 20:45:00 CET 2015, Time: ,Fri Dec 18 20:45:00 CET 2015, Event: ,Unicaja Malaga v CSKA Moscow, Favorite: ,CSKA Moscow, 266272   size:55.48,Price: ,1.47,Unicaja Malaga, 266279   size:5.0,Price: ,2.82,ok
1.122222287, Sport: ,Soccer, Time: ,Sat Dec 19 07:30:00 CET 2015, Time: ,Sat Dec 19 07:30:00 CET 2015, Event: ,Southern District v Kitchee SC, Favorite: ,Kitchee SC, 5696599   size:68.75,Price: ,1.58,Southern District, 10268893   size:23.29,Price: ,3.95,The Draw, 58805   size:25.93,Price: ,3.65,ok
1.122305637, Sport: ,Soccer, Time: ,Fri Dec 18 16:30:00 CET 2015, Time: ,Fri Dec 18 16:30:00 CET 2015, Event: ,East Riffa v Al Hadd, Favorite: ,Al Hadd, 6758121   size:2.42,Price: ,2.06,East Riffa, 5992610   size:3.82,Price: ,3.2,The Draw, 58805   size:3.9,Price: ,3.65,ok
1.122233847, Sport: ,Snooker, Time: ,Fri Dec 18 11:00:00 CET 2015, Time: ,Fri Dec 18 11:00:00 CET 2015, Event: ,Cao Yupeng v Zhao Xintong, Favorite: ,Zhao Xintong, 6650648   size:2.53,Price: ,1.63,Cao Yupeng, 3743946   size:2.55,Price: ,2.38,ok
1.122231307, Sport: ,Snooker, Time: ,Fri Dec 18 11:00:00 CET 2015, Time: ,Fri Dec 18 11:00:00 CET 2015, Event: ,Li Hang v Hatem Yaseen, Favorite: ,Li Hang, 2336727   size:2.55,Price: ,1.1,Hatem Yaseen, 10616870   size:2.0,Price: ,6.2,ok
1.122253431, Sport: ,Soccer, Time: ,Fri Dec 18 19:00:00 CET 2015, Time: ,Fri Dec 18 19:00:00 CET 2015, Event: ,RSB Berkane v Maghreb Fes, Favorite: ,RSB Berkane, 6666990   size:2.89,Price: ,2.22,Maghreb Fes, 6713597   size:3.29,Price: ,3.7,The Draw, 58805   size:2.55,Price: ,3.05,ok
1.122300632, Sport: ,Basketball, Time: ,Sat Dec 19 03:05:00 CET 2015, Time: ,Sat Dec 19 03:05:00 CET 2015, Event: ,Denver @ Utah, Favorite: ,Utah, 13119   size:2.55,Price: ,1.24,Denver, 13124   size:2.3,Price: ,2.8,ok
1.122323611, Sport: ,Tennis, Time: ,Fri Dec 18 11:30:00 CET 2015, Time: ,Fri Dec 18 11:30:00 CET 2015, Event: ,Aryna Sabalenka v Polina Leykina, Favorite: ,Polina Leykina, 9062872   size:5.98,Price: ,1.62,Aryna Sabalenka, 9628840   size:2.64,Price: ,2.44,x
1.122301729, Sport: ,Ice Hockey, Time: ,Sat Dec 19 02:05:00 CET 2015, Time: ,Sat Dec 19 02:05:00 CET 2015, Event: ,NY Rangers @ Winnipeg, Favorite: ,NY Rangers, 60103   size:9.2,Price: ,1.06,Winnipeg, 5866888   size:9.2,Price: ,1.06,Tie, 60104   size:9.2,Price: ,1.06,x
1.122286725, Sport: ,Basketball, Time: ,Fri Dec 18 18:15:00 CET 2015, Time: ,Fri Dec 18 18:15:00 CET 2015, Event: ,Oldenburg v Gottingen, Favorite: ,Oldenburg, 1285952   size:2.55,Price: ,1.16,Gottingen, 2566190   size:12.12,Price: ,4.4,ok
1.122315681, Sport: ,Soccer, Time: ,Fri Dec 18 11:00:00 CET 2015, Time: ,Fri Dec 18 11:00:00 CET 2015, Event: ,Hap Nahalat Yehuda RLHH v Hapoel Pardesya-Noam, Favorite: ,Hap Nahalat Yehuda RLHH, 10636704   size:2.82,Price: ,2.28,Hapoel Pardesya-Noam, 10613360   size:2.77,Price: ,2.32,The Draw, 58805   size:7.25,Price: ,3.5,x
1.122304313, Sport: ,Soccer, Time: ,Fri Dec 18 20:45:00 CET 2015, Time: ,Fri Dec 18 20:45:00 CET 2015, Event: ,Morton v Raith, Favorite: ,Morton, 46283   size:5.0,Price: ,2.34,Raith, 674747   size:17.8,Price: ,3.25,The Draw, 58805   size:138.03,Price: ,3.45,x
1.122323613, Sport: ,Tennis, Time: ,Fri Dec 18 13:30:00 CET 2015, Time: ,Fri Dec 18 13:30:00 CET 2015, Event: ,Barbara Haas v Doroteja Eric, Favorite: ,Barbara Haas, 6438801   size:2.55,Price: ,1.49,Doroteja Eric, 8839051   size:2.55,Price: ,2.66,ok
1.122300757, Sport: ,Basketball, Time: ,Fri Dec 18 17:30:00 CET 2015, Time: ,Fri Dec 18 17:30:00 CET 2015, Event: ,KTP Basket v Kauhajoen Karhu, Favorite: ,KTP Basket, 7976086   size:2.55,Price: ,1.91,Kauhajoen Karhu, 2621631   size:145.78,Price: ,1.96,x
1.122305525, Sport: ,Soccer, Time: ,Fri Dec 18 16:00:00 CET 2015, Time: ,Fri Dec 18 16:00:00 CET 2015, Event: ,Belouizdad v Chlef, Favorite: ,Belouizdad, 9221275   size:6.31,Price: ,1.27,Chlef, 6507717   size:4.23,Price: ,15.0,The Draw, 58805   size:5.0,Price: ,4.9,ok
1.122300758, Sport: ,Basketball, Time: ,Fri Dec 18 20:30:00 CET 2015, Time: ,Fri Dec 18 20:30:00 CET 2015, Event: ,BK Stevnsgade v Naestved, Favorite: ,Naestved, 6719080   size:122.59,Price: ,1.16,BK Stevnsgade, 10379235   size:5.98,Price: ,1.73,ok
1.122301724, Sport: ,Ice Hockey, Time: ,Sat Dec 19 01:35:00 CET 2015, Time: ,Sat Dec 19 01:35:00 CET 2015, Event: ,Vancouver @ Detroit, Favorite: ,Detroit, 975676   size:2.12,Price: ,1.94,Vancouver, 2109691   size:7.96,Price: ,3.2,Tie, 60104   size:7.63,Price: ,3.85,x
1.122306140, Sport: ,Soccer, Time: ,Fri Dec 18 11:00:00 CET 2015, Time: ,Fri Dec 18 11:00:00 CET 2015, Event: ,MS Beitar Yavne v Ironi Modiin, Favorite: ,Ironi Modiin, 10483512   size:2.8,Price: ,1.45,MS Beitar Yavne, 10636764   size:6.09,Price: ,8.6,The Draw, 58805   size:3.34,Price: ,4.5,x
1.122306023, Sport: ,Soccer, Time: ,Fri Dec 18 20:30:00 CET 2015, Time: ,Fri Dec 18 20:30:00 CET 2015, Event: ,Lions Gibraltar v Angels FC, Favorite: ,Lions Gibraltar, 8889628   size:2.64,Price: ,1.09,Angels FC, 10363051   size:3.47,Price: ,15.5,The Draw, 58805   size:3.29,Price: ,10.0,ok
1.122250415, Sport: ,Soccer, Time: ,Fri Dec 18 14:00:00 CET 2015, Time: ,Fri Dec 18 14:00:00 CET 2015, Event: ,Beitar Tel Aviv Ramla v Hapoel Ashkelon, Favorite: ,Hapoel Ashkelon, 5221516   size:11.6,Price: ,2.7,Beitar Tel Aviv Ramla, 6021023   size:3.79,Price: ,2.92,The Draw, 58805   size:4.55,Price: ,3.15,x
1.122323283, Sport: ,Tennis, Time: ,Fri Dec 18 09:30:00 CET 2015, Time: ,Fri Dec 18 09:30:00 CET 2015, Event: ,Valeriya Strakhova v Tadeja Majeric, Favorite: ,Valeriya Strakhova, 8490642   size:34.31,Price: ,1.56,Tadeja Majeric, 2548761   size:2.75,Price: ,2.5,x
1.122221416, Sport: ,Soccer, Time: ,Fri Dec 18 18:30:00 CET 2015, Time: ,Fri Dec 18 18:30:00 CET 2015, Event: ,FSV Frankfurt v Arminia Bielefeld, Favorite: ,Arminia Bielefeld, 347829   size:6.36,Price: ,2.58,FSV Frankfurt, 2486890   size:181.21,Price: ,3.1,The Draw, 58805   size:1286.85,Price: ,3.3,ok
1.122300728, Sport: ,Basketball, Time: ,Fri Dec 18 20:00:00 CET 2015, Time: ,Fri Dec 18 20:00:00 CET 2015, Event: ,Lille v Hyeres Toulon, Favorite: ,Lille, 3507496   size:340.31,Price: ,1.04,Hyeres Toulon, 1293965   size:551.89,Price: ,1.04,x
1.122220440, Sport: ,Soccer, Time: ,Fri Dec 18 19:00:00 CET 2015, Time: ,Fri Dec 18 19:00:00 CET 2015, Event: ,Holstein Kiel v Hallescher FC, Favorite: ,Holstein Kiel, 247830   size:27.41,Price: ,2.22,Hallescher FC, 3235360   size:12.64,Price: ,3.75,The Draw, 58805   size:30.51,Price: ,3.4,x
1.122300729, Sport: ,Basketball, Time: ,Fri Dec 18 20:00:00 CET 2015, Time: ,Fri Dec 18 20:00:00 CET 2015, Event: ,Charleville Mezieres v Le Portel, Favorite: ,Charleville Mezieres, 6719001   size:606.0,Price: ,1.04,Le Portel, 6719000   size:606.0,Price: ,1.04,ok
1.122285801, Sport: ,Basketball, Time: ,Fri Dec 18 12:35:00 CET 2015, Time: ,Fri Dec 18 12:35:00 CET 2015, Event: ,Foshan v Tianjin, Favorite: ,Foshan, 8926911   size:2.55,Price: ,1.22,Tianjin, 8926906   size:15.47,Price: ,4.8,x
1.122300727, Sport: ,Basketball, Time: ,Fri Dec 18 20:00:00 CET 2015, Time: ,Fri Dec 18 20:00:00 CET 2015, Event: ,Saint-Chamond v Evreux, Favorite: ,Saint-Chamond, 10441721   size:7.98,Price: ,1.92,Evreux, 6718998   size:7.88,Price: ,1.94,ok
1.122300725, Sport: ,Basketball, Time: ,Fri Dec 18 20:00:00 CET 2015, Time: ,Fri Dec 18 20:00:00 CET 2015, Event: ,Provence v Vichy-Clermont, Favorite: ,Provence, 8874536   size:2.55,Price: ,1.38,Vichy-Clermont, 10445746   size:2.55,Price: ,3.25,x
1.122229378, Sport: ,Soccer, Time: ,Fri Dec 18 19:00:00 CET 2015, Time: ,Fri Dec 18 19:00:00 CET 2015, Event: ,Modena v Salernitana, Favorite: ,Modena, 60293   size:86.26,Price: ,2.12,Salernitana, 60303   size:45.77,Price: ,4.4,The Draw, 58805   size:715.96,Price: ,3.2,ok
1.122227982, Sport: ,Snooker, Time: ,Fri Dec 18 20:00:00 CET 2015, Time: ,Fri Dec 18 20:00:00 CET 2015, Event: ,Anthony Hamilton v Darryl Hill, Favorite: ,Anthony Hamilton, 2278810   size:2.55,Price: ,1.5,Darryl Hill, 7304564   size:2.51,Price: ,2.76,ok
1.122285808, Sport: ,Basketball, Time: ,Fri Dec 18 12:35:00 CET 2015, Time: ,Fri Dec 18 12:35:00 CET 2015, Event: ,Liaoning v Xinjiang, Favorite: ,Xinjiang, 8926908   size:50.89,Price: ,1.62,Liaoning, 8926912   size:2.55,Price: ,2.56,x
1.122285809, Sport: ,Basketball, Time: ,Fri Dec 18 12:35:00 CET 2015, Time: ,Fri Dec 18 12:35:00 CET 2015, Event: ,Shandong v Shanxi, Favorite: ,Shandong, 8926903   size:10.07,Price: ,1.1,Shanxi, 8926913   size:11.09,Price: ,5.3,ok
1.122315787, Sport: ,Handball, Time: ,Fri Dec 18 18:00:00 CET 2015, Time: ,Fri Dec 18 18:00:00 CET 2015, Event: ,Netherlands v Poland, Favorite: ,Netherlands, 626085   size:186.26,Price: ,1.33,Poland, 624114   size:5.0,Price: ,5.9,Draw, 330157   size:14.47,Price: ,9.8,ok
1.122285804, Sport: ,Basketball, Time: ,Fri Dec 18 12:35:00 CET 2015, Time: ,Fri Dec 18 12:35:00 CET 2015, Event: ,Guangdong v Shenzhen New Century Le, Favorite: ,Guangdong, 6260619   size:2.55,Price: ,1.24,Dongguan, 10466369   size:22.0,Price: ,4.4,x
1.122316995, Sport: ,Handball, Time: ,Fri Dec 18 15:30:00 CET 2015, Time: ,Fri Dec 18 15:30:00 CET 2015, Event: ,Montenegro v Denmark, Favorite: ,Montenegro, 2261747   size:5.98,Price: ,2.02,Denmark, 602688   size:2.31,Price: ,2.16,Draw, 330157   size:19.52,Price: ,2.88,x
1.122285805, Sport: ,Basketball, Time: ,Fri Dec 18 12:35:00 CET 2015, Time: ,Fri Dec 18 12:35:00 CET 2015, Event: ,JiangSu Tongxi v Jiangsu Dragons, Favorite: ,Jiangsu Dragons, 8926904   size:17.22,Price: ,1.31,JiangSu Tongxi, 8926916   size:27.0,Price: ,3.75,x
1.122288641, Sport: ,Soccer, Time: ,Fri Dec 18 20:00:00 CET 2015, Time: ,Fri Dec 18 20:00:00 CET 2015, Event: ,Laval v Nimes, Favorite: ,Laval, 77585   size:145.69,Price: ,2.24,Nimes, 77586   size:60.67,Price: ,3.9,The Draw, 58805   size:465.11,Price: ,3.2,ok
1.122300731, Sport: ,Basketball, Time: ,Fri Dec 18 20:00:00 CET 2015, Time: ,Fri Dec 18 20:00:00 CET 2015, Event: ,Poitiers v Roanne, Favorite: ,Poitiers, 2989482   size:134.67,Price: ,1.18,Roanne, 1293961   size:134.67,Price: ,1.18,ok
1.122300730, Sport: ,Basketball, Time: ,Fri Dec 18 20:00:00 CET 2015, Time: ,Fri Dec 18 20:00:00 CET 2015, Event: ,Bourg en Bresse v Denain, Favorite: ,Bourg en Bresse, 6719004   size:606.0,Price: ,1.04,Denain, 6719010   size:606.0,Price: ,1.04,ok
1.122307006, Sport: ,Soccer, Time: ,Fri Dec 18 13:50:00 CET 2015, Time: ,Fri Dec 18 13:50:00 CET 2015, Event: ,Dubai CSC v Al Khaleej (K F), Favorite: ,Dubai CSC, 5178655   size:11.07,Price: ,1.22,Al Khaleej (K F), 9386569   size:11.07,Price: ,1.22,The Draw, 58805   size:5.0,Price: ,3.1,x
1.122229362, Sport: ,Snooker, Time: ,Fri Dec 18 11:00:00 CET 2015, Time: ,Fri Dec 18 11:00:00 CET 2015, Event: ,Robin Hull v Paul Davison, Favorite: ,Robin Hull, 2278863   size:2.55,Price: ,1.37,Paul Davison, 3439630   size:10.98,Price: ,3.25,ok
1.122316990, Sport: ,Handball, Time: ,Fri Dec 18 13:00:00 CET 2015, Time: ,Fri Dec 18 13:00:00 CET 2015, Event: ,France v Russia, Favorite: ,Russia, 602689   size:6.72,Price: ,1.58,France, 620374   size:2.01,Price: ,3.2,Draw, 330157   size:5.68,Price: ,9.4,ok
1.122286226, Sport: ,Basketball, Time: ,Fri Dec 18 20:45:00 CET 2015, Time: ,Fri Dec 18 20:45:00 CET 2015, Event: ,Armani Milano v Limoges, Favorite: ,Armani Milano, 952727   size:407.89,Price: ,1.2,Limoges, 3817200   size:8.27,Price: ,5.2,x
