1.121148398, Sport: ,Soccer, Time: ,Sat Oct 10 13:00:00 CEST 2015, Time: ,Sat Oct 10 13:00:00 CEST 2015, Event: ,SFC Opava U19 v FK Jablonec U19, Favorite: ,SFC Opava U19, 6582678   size:3.51,Price: ,1.07,FK Jablonec U19, 7547335   size:3.51,Price: ,1.07,The Draw, 58805   size:2.69,Price: ,1.25,ok
1.121174108, Sport: ,Tennis, Time: ,Sat Oct 10 06:45:00 CEST 2015, Time: ,Sat Oct 10 06:45:00 CEST 2015, Event: ,M Quang Nguyen v Fl Fallert, Favorite: ,Mau Vinh Quang Nguyen, 10402721   size:6.15,Price: ,1.04,Florian Fallert, 8960791   size:6.15,Price: ,1.04,x
1.119567012, Sport: ,Rugby Union, Time: ,Fri Oct 09 21:00:00 CEST 2015, Time: ,Fri Oct 09 21:00:00 CEST 2015, Event: ,New Zealand v Tonga, Favorite: ,New Zealand, 14120   size:38343.44,Price: ,1.01,Tonga, 61427   size:149.4,Price: ,100.0,Draw, 246289   size:13.47,Price: ,700.0,ok
1.121017942, Sport: ,Soccer, Time: ,Fri Oct 09 20:00:00 CEST 2015, Time: ,Fri Oct 09 20:00:00 CEST 2015, Event: ,Morocco v Ivory Coast, Favorite: ,Morocco, 75103   size:864.2,Price: ,2.26,Ivory Coast, 75104   size:186.23,Price: ,6.4,The Draw, 58805   size:69.01,Price: ,2.46,x
1.121008079, Sport: ,Soccer, Time: ,Fri Oct 09 20:45:00 CEST 2015, Time: ,Fri Oct 09 20:45:00 CEST 2015, Event: ,UCD v Cabinteely, Favorite: ,UCD, 184328   size:27.92,Price: ,1.43,Cabinteely, 9277557   size:2.69,Price: ,8.4,The Draw, 58805   size:6.19,Price: ,5.2,ok
1.121007783, Sport: ,Soccer, Time: ,Fri Oct 09 20:45:00 CEST 2015, Time: ,Fri Oct 09 20:45:00 CEST 2015, Event: ,Derry v Bray, Favorite: ,The Draw, 58805   size:17.96,Price: ,1.02,Derry, 184326   size:2000.0,Price: ,1.05,Bray, 184327   size:2.0,Price: ,1.2,x
1.121157451, Sport: ,Tennis, Time: ,Fri Oct 09 23:30:00 CEST 2015, Time: ,Fri Oct 09 23:30:00 CEST 2015, Event: ,Min v Lim, Favorite: ,Alize Lim, 5660298   size:46.49,Price: ,1.89,Grace Min, 6280340   size:39.29,Price: ,2.04,ok
1.121114289, Sport: ,Ice Hockey, Time: ,Sat Oct 10 01:05:00 CEST 2015, Time: ,Sat Oct 10 01:05:00 CEST 2015, Event: ,Winnipeg @ New Jersey, Favorite: ,Winnipeg, 5866888   size:337.52,Price: ,2.42,New Jersey, 2112200   size:2.17,Price: ,2.82,Tie, 60104   size:339.56,Price: ,3.9,ok
1.121007709, Sport: ,Soccer, Time: ,Fri Oct 09 20:45:00 CEST 2015, Time: ,Fri Oct 09 20:45:00 CEST 2015, Event: ,Drogheda v Cork City, Favorite: ,Cork City, 298594   size:66.76,Price: ,1.49,Drogheda, 184329   size:342.74,Price: ,6.6,The Draw, 58805   size:28.59,Price: ,4.7,x
1.121157615, Sport: ,Tennis, Time: ,Sat Oct 10 04:30:00 CEST 2015, Time: ,Sat Oct 10 04:30:00 CEST 2015, Event: ,Hlavackova v Melichar, Favorite: ,Andrea Hlavackova, 2405315   size:8.26,Price: ,1.21,Nicole Melichar, 7168420   size:2.96,Price: ,4.5,x
1.121148177, Sport: ,Soccer, Time: ,Sat Oct 10 10:00:00 CEST 2015, Time: ,Sat Oct 10 10:00:00 CEST 2015, Event: ,Hrvatski Dragov. U19 v Lokomotiva Zagreb U19, Favorite: ,Hrvatski Dragov. U19, 7304552   size:3.51,Price: ,1.07,Lokomotiva Zagreb U19, 7304534   size:3.51,Price: ,1.07,The Draw, 58805   size:2.69,Price: ,1.25,x
1.121157619, Sport: ,Tennis, Time: ,Sat Oct 10 06:00:00 CEST 2015, Time: ,Sat Oct 10 06:00:00 CEST 2015, Event: ,Kang v Y Yu, Favorite: ,Jiaqi Kang, 9952741   size:16.62,Price: ,1.59,Yuanyi Yu, 8887764   size:2.55,Price: ,2.46,ok
1.121011371, Sport: ,Soccer, Time: ,Sat Oct 10 10:15:00 CEST 2015, Time: ,Sat Oct 10 10:15:00 CEST 2015, Event: ,Trinec v Banik Sokolov, Favorite: ,Banik Sokolov, 3358867   size:12.55,Price: ,2.48,Trinec, 2951815   size:2.55,Price: ,2.72,The Draw, 58805   size:23.42,Price: ,2.98,x
1.121148564, Sport: ,Soccer, Time: ,Sat Oct 10 11:00:00 CEST 2015, Time: ,Sat Oct 10 11:00:00 CEST 2015, Event: ,Bohemians 1905 U19 v Plzen U19, Favorite: ,Bohemians 1905 U19, 6531981   size:3.51,Price: ,1.07,Plzen U19, 7653264   size:3.51,Price: ,1.07,The Draw, 58805   size:2.69,Price: ,1.25,ok
1.121172293, Sport: ,Tennis, Time: ,Sat Oct 10 12:30:00 CEST 2015, Time: ,Sat Oct 10 12:30:00 CEST 2015, Event: ,Junaid/Zelenay v Skupski/Skupski, Favorite: ,Junaid/Zelenay, 8943975   size:6.15,Price: ,1.04,Skupski/Skupski, 7824202   size:6.15,Price: ,1.04,ok
1.121120335, Sport: ,Soccer, Time: ,Sat Oct 10 11:00:00 CEST 2015, Time: ,Sat Oct 10 11:00:00 CEST 2015, Event: ,Jagiellonia U19 v Hutnik Nowa Huta U19, Favorite: ,Jagiellonia U19, 7251647   size:3.51,Price: ,1.07,Hutnik Nowa Huta U19, 10133766   size:3.51,Price: ,1.07,The Draw, 58805   size:2.69,Price: ,1.25,ok
1.121174073, Sport: ,Tennis, Time: ,Sat Oct 10 05:00:00 CEST 2015, Time: ,Sat Oct 10 05:00:00 CEST 2015, Event: ,H Peng v Rochette, Favorite: ,Hsien-Yin Peng, 8274252   size:4.1,Price: ,1.06,Laurent Rochette, 6603921   size:4.1,Price: ,1.06,ok
1.121174078, Sport: ,Tennis, Time: ,Sat Oct 10 08:30:00 CEST 2015, Time: ,Sat Oct 10 08:30:00 CEST 2015, Event: ,Cheng-P Hsieh v Art Vu, Favorite: ,Cheng-Peng Hsieh, 8490917   size:6.15,Price: ,1.04,Artem Vu, 10402723   size:6.15,Price: ,1.04,ok
1.121157461, Sport: ,Tennis, Time: ,Sat Oct 10 01:30:00 CEST 2015, Time: ,Sat Oct 10 01:30:00 CEST 2015, Event: ,Caregaro v Dominguez Lino, Favorite: ,Lourdes Dominguez Lino, 2256484   size:4.77,Price: ,1.29,Martina Caregaro, 4845690   size:12.9,Price: ,4.2,ok
1.121152261, Sport: ,Soccer, Time: ,Sat Oct 10 04:00:00 CEST 2015, Time: ,Sat Oct 10 04:00:00 CEST 2015, Event: ,Tauro FC v San Francisco FC, Favorite: ,Tauro FC, 3298378   size:3.51,Price: ,1.07,San Francisco FC, 3381777   size:3.51,Price: ,1.07,The Draw, 58805   size:2.69,Price: ,1.25,ok
1.121008005, Sport: ,Soccer, Time: ,Fri Oct 09 20:45:00 CEST 2015, Time: ,Fri Oct 09 20:45:00 CEST 2015, Event: ,Athlone v Finn Harps, Favorite: ,Finn Harps, 385761   size:18.85,Price: ,2.48,Athlone, 385758   size:114.82,Price: ,3.2,The Draw, 58805   size:20.0,Price: ,3.45,x
1.121101829, Sport: ,Basketball, Time: ,Sat Oct 10 05:00:00 CEST 2015, Time: ,Sat Oct 10 05:00:00 CEST 2015, Event: ,Utah @ Phoenix, Favorite: ,Phoenix, 13128   size:2.55,Price: ,1.67,Utah, 13119   size:22.66,Price: ,2.42,ok
1.121157623, Sport: ,Tennis, Time: ,Sat Oct 10 04:30:00 CEST 2015, Time: ,Sat Oct 10 04:30:00 CEST 2015, Event: ,N Kolar v Savchuk, Favorite: ,Olga Savchuk, 2263617   size:7.35,Price: ,1.28,Nastja Kolar, 4061036   size:22.45,Price: ,4.0,ok
1.121018042, Sport: ,Soccer, Time: ,Fri Oct 09 20:45:00 CEST 2015, Time: ,Fri Oct 09 20:45:00 CEST 2015, Event: ,FYR Macedonia v Ukraine, Favorite: ,Ukraine, 61448   size:128.74,Price: ,1.73,FYR Macedonia, 29580   size:541.0,Price: ,6.4,The Draw, 58805   size:1254.04,Price: ,3.7,ok
1.121157628, Sport: ,Tennis, Time: ,Sat Oct 10 06:00:00 CEST 2015, Time: ,Sat Oct 10 06:00:00 CEST 2015, Event: ,Zh Yang v Yan Wang, Favorite: ,Zhaoxuan Yang, 8172570   size:5.71,Price: ,1.19,Yan Wang, 8938265   size:31.54,Price: ,5.4,ok
1.121017032, Sport: ,Soccer, Time: ,Fri Oct 09 20:45:00 CEST 2015, Time: ,Fri Oct 09 20:45:00 CEST 2015, Event: ,Slovenia v Lithuania, Favorite: ,Slovenia, 25913   size:3696.41,Price: ,1.46,Lithuania, 29635   size:85.8,Price: ,10.0,The Draw, 58805   size:864.4,Price: ,4.6,x
1.121120749, Sport: ,Tennis, Time: ,Sat Oct 10 08:30:00 CEST 2015, Time: ,Sat Oct 10 08:30:00 CEST 2015, Event: ,Klaasen/Melo v Qureshi/Simon, Favorite: ,Klaasen/Melo, 10380710   size:2.11,Price: ,1.39,Qureshi/Simon, 10380714   size:7.69,Price: ,3.1,ok
1.121114339, Sport: ,Ice Hockey, Time: ,Sat Oct 10 01:35:00 CEST 2015, Time: ,Sat Oct 10 01:35:00 CEST 2015, Event: ,Toronto @ Detroit, Favorite: ,Detroit, 975676   size:322.0,Price: ,1.98,Toronto, 2108073   size:100.99,Price: ,3.6,Tie, 60104   size:463.21,Price: ,4.0,ok
1.121157165, Sport: ,Tennis, Time: ,Fri Oct 09 22:15:00 CEST 2015, Time: ,Fri Oct 09 22:15:00 CEST 2015, Event: ,P Lorenzi v Lapentti, Favorite: ,Paolo Lorenzi, 2345099   size:46.44,Price: ,1.27,Giovanni Lapentti, 1565   size:65.85,Price: ,4.4,ok
1.121147241, Sport: ,Soccer, Time: ,Sat Oct 10 13:00:00 CEST 2015, Time: ,Sat Oct 10 13:00:00 CEST 2015, Event: ,FK Kobrin v FK Isloch Minsk, Favorite: ,FK Kobrin, 9433176   size:3.51,Price: ,1.07,FK Isloch Minsk, 7328081   size:3.51,Price: ,1.07,The Draw, 58805   size:2.69,Price: ,1.25,x
