1.122530584, Sport: ,Soccer, Time: ,Mon Jan 18 14:00:00 CET 2016, Time: ,Mon Jan 18 14:00:00 CET 2016, Event: ,Charlton U21 v Millwall U21, Favorite: ,Charlton U21, 6808104   size:7.86,Price: ,1.07,Millwall U21, 6751920   size:7.86,Price: ,1.07,The Draw, 58805   size:15.72,Price: ,2.88,x
1.122643110, Sport: ,Soccer, Time: ,Mon Jan 18 16:00:00 CET 2016, Time: ,Mon Jan 18 16:00:00 CET 2016, Event: ,Freiburg v Luzern, Favorite: ,Freiburg, 44520   size:54.05,Price: ,2.24,Luzern, 65784   size:39.94,Price: ,2.64,The Draw, 58805   size:3.39,Price: ,3.25,x
1.122642381, Sport: ,Soccer, Time: ,Mon Jan 18 21:00:00 CET 2016, Time: ,Mon Jan 18 21:00:00 CET 2016, Event: ,Dumbarton U20 v Morton U20, Favorite: ,Morton U20, 9243451   size:3.64,Price: ,1.26,Dumbarton U20, 9220048   size:3.1,Price: ,8.0,The Draw, 58805   size:3.58,Price: ,5.6,x
1.122526458, Sport: ,Soccer, Time: ,Mon Jan 18 17:00:00 CET 2016, Time: ,Mon Jan 18 17:00:00 CET 2016, Event: ,Maccabi Herzliya v Ironi Ramat HaSharon, Favorite: ,Maccabi Herzliya, 5195923   size:9.05,Price: ,1.84,Ironi Ramat HaSharon, 6242601   size:3.7,Price: ,4.2,The Draw, 58805   size:22.35,Price: ,3.6,x
1.122527995, Sport: ,Soccer, Time: ,Mon Jan 18 18:30:00 CET 2016, Time: ,Mon Jan 18 18:30:00 CET 2016, Event: ,Willem II Tilburg (Res) v ADO Den Haag (Res), Favorite: ,ADO Den Haag (Res), 10138947   size:2.55,Price: ,1.58,Willem II Tilburg (Res), 10138992   size:9.18,Price: ,4.1,The Draw, 58805   size:11.01,Price: ,3.7,x
1.122641861, Sport: ,Soccer, Time: ,Mon Jan 18 15:00:00 CET 2016, Time: ,Mon Jan 18 15:00:00 CET 2016, Event: ,Slaven Belupo v Viitorul Constanta, Favorite: ,Slaven Belupo, 170923   size:6.12,Price: ,1.09,Viitorul Constanta, 5431165   size:6.12,Price: ,1.09,The Draw, 58805   size:5.55,Price: ,2.9,x
1.122649233, Sport: ,Tennis, Time: ,Mon Jan 18 15:30:00 CET 2016, Time: ,Mon Jan 18 15:30:00 CET 2016, Event: ,Jil Belen Teichmann v Victoria Bosio, Favorite: ,Jil Belen Teichmann, 9631302   size:5.5,Price: ,1.06,Victoria Bosio, 9627564   size:9.18,Price: ,1.06,ok
1.122640136, Sport: ,Basketball, Time: ,Mon Jan 18 17:30:00 CET 2016, Time: ,Mon Jan 18 17:30:00 CET 2016, Event: ,TTU v BC Barsy Atyrau, Favorite: ,TTU, 6718622   size:3.21,Price: ,1.03,BC Barsy Atyrau, 10435550   size:2.55,Price: ,1.43,ok
1.122649234, Sport: ,Tennis, Time: ,Mon Jan 18 14:00:00 CET 2016, Time: ,Mon Jan 18 14:00:00 CET 2016, Event: ,Nathaly Kurata v Nathalia Rossi, Favorite: ,Nathaly Kurata, 9003513   size:9.18,Price: ,1.06,Nathalia Rossi, 4548295   size:9.18,Price: ,1.06,x
1.122642271, Sport: ,Soccer, Time: ,Mon Jan 18 20:45:00 CET 2016, Time: ,Mon Jan 18 20:45:00 CET 2016, Event: ,Barkingside FC v Waltham Abbey FC, Favorite: ,Barkingside FC, 8205298   size:7.86,Price: ,1.07,Waltham Abbey FC, 8354492   size:7.86,Price: ,1.07,The Draw, 58805   size:15.72,Price: ,2.88,x
1.122640266, Sport: ,Tennis, Time: ,Mon Jan 18 17:00:00 CET 2016, Time: ,Mon Jan 18 17:00:00 CET 2016, Event: ,Severino v Sakamoto, Favorite: ,Carlos Eduardo Severino, 7444842   size:9.17,Price: ,1.55,Pedro Sakamoto, 8304915   size:31.21,Price: ,2.46,x
1.122641475, Sport: ,Soccer, Time: ,Mon Jan 18 16:00:00 CET 2016, Time: ,Mon Jan 18 16:00:00 CET 2016, Event: ,Sitra v Al Hadd, Favorite: ,Al Hadd, 6758121   size:3.3,Price: ,1.63,Sitra, 10458115   size:2.57,Price: ,4.3,The Draw, 58805   size:3.92,Price: ,3.65,ok
1.122639951, Sport: ,Basketball, Time: ,Mon Jan 18 15:00:00 CET 2016, Time: ,Mon Jan 18 15:00:00 CET 2016, Event: ,Kolossus Rhodes v Olympiacos, Favorite: ,Olympiacos, 278582   size:561.58,Price: ,1.07,Kolossus Rhodes, 4278049   size:9.41,Price: ,5.4,ok
1.122634854, Sport: ,Basketball, Time: ,Mon Jan 18 17:30:00 CET 2016, Time: ,Mon Jan 18 17:30:00 CET 2016, Event: ,Kataja v KTP Basket, Favorite: ,Kataja, 1364981   size:2.55,Price: ,1.13,KTP Basket, 7976086   size:2.0,Price: ,7.4,ok
1.122641696, Sport: ,Soccer, Time: ,Mon Jan 18 17:30:00 CET 2016, Time: ,Mon Jan 18 17:30:00 CET 2016, Event: ,Iran (Olympic) v China (Olympic), Favorite: ,Iran (Olympic), 10707052   size:284.34,Price: ,1.51,China (Olympic), 10707037   size:43.34,Price: ,7.0,The Draw, 58805   size:85.5,Price: ,4.1,ok
1.122641916, Sport: ,Soccer, Time: ,Mon Jan 18 17:00:00 CET 2016, Time: ,Mon Jan 18 17:00:00 CET 2016, Event: ,Nigeria A v Niger A, Favorite: ,Nigeria A, 8184548   size:2.55,Price: ,1.65,Niger A, 10727152   size:2.51,Price: ,4.7,The Draw, 58805   size:2.51,Price: ,3.5,ok
1.122641751, Sport: ,Soccer, Time: ,Mon Jan 18 17:30:00 CET 2016, Time: ,Mon Jan 18 17:30:00 CET 2016, Event: ,Qatar (Olympic) v Syria (Olympic), Favorite: ,Qatar (Olympic), 6138190   size:2.65,Price: ,1.73,Syria (Olympic), 5425837   size:4.29,Price: ,4.1,The Draw, 58805   size:3.1,Price: ,3.45,ok
1.122525432, Sport: ,Soccer, Time: ,Mon Jan 18 21:00:00 CET 2016, Time: ,Mon Jan 18 21:00:00 CET 2016, Event: ,Boavista v Setubal, Favorite: ,Boavista, 10761   size:27.0,Price: ,2.72,Setubal, 321036   size:74.37,Price: ,3.05,The Draw, 58805   size:1194.39,Price: ,3.15,ok
1.122641806, Sport: ,Soccer, Time: ,Mon Jan 18 11:00:00 CET 2016, Time: ,Mon Jan 18 11:00:00 CET 2016, Event: ,Inter Zapresic v Koper, Favorite: ,Inter Zapresic, 729701   size:180.18,Price: ,2.26,Koper, 166903   size:13.44,Price: ,3.0,The Draw, 58805   size:13.92,Price: ,3.45,ok
1.122641641, Sport: ,Soccer, Time: ,Mon Jan 18 12:00:00 CET 2016, Time: ,Mon Jan 18 12:00:00 CET 2016, Event: ,Platanias FC U20 v Olympiakos U20, Favorite: ,Olympiakos U20, 5226002   size:9.78,Price: ,1.19,Platanias FC U20, 9216200   size:2.14,Price: ,11.5,The Draw, 58805   size:5.8,Price: ,8.4,ok
1.122642216, Sport: ,Soccer, Time: ,Mon Jan 18 20:45:00 CET 2016, Time: ,Mon Jan 18 20:45:00 CET 2016, Event: ,Hitchin Town v Cheshunt FC, Favorite: ,Hitchin Town, 4317865   size:2.5,Price: ,1.46,Cheshunt FC, 8962739   size:9.18,Price: ,4.1,The Draw, 58805   size:9.18,Price: ,4.1,ok
1.122640310, Sport: ,Basketball, Time: ,Mon Jan 18 21:35:00 CET 2016, Time: ,Mon Jan 18 21:35:00 CET 2016, Event: ,Chicago @ Detroit, Favorite: ,Chicago, 13117   size:2.04,Price: ,1.04,Detroit, 13111   size:2.88,Price: ,1.59,ok
1.122527050, Sport: ,Soccer, Time: ,Mon Jan 18 20:00:00 CET 2016, Time: ,Mon Jan 18 20:00:00 CET 2016, Event: ,Jong PSV v MVV Maastricht, Favorite: ,MVV Maastricht, 8704630   size:133.34,Price: ,2.62,Jong PSV, 3348592   size:20.98,Price: ,2.68,The Draw, 58805   size:5.0,Price: ,3.75,x
1.122642851, Sport: ,Basketball, Time: ,Mon Jan 18 18:35:00 CET 2016, Time: ,Mon Jan 18 18:35:00 CET 2016, Event: ,Maccabi Kiryat Gat v Ironi Nahariya, Favorite: ,Ironi Nahariya, 8894680   size:2.58,Price: ,1.77,Maccabi Kiryat Gat, 10405174   size:29.27,Price: ,1.82,ok
1.122530582, Sport: ,Soccer, Time: ,Mon Jan 18 13:00:00 CET 2016, Time: ,Mon Jan 18 13:00:00 CET 2016, Event: ,Bristol City U21 v C Palace U21, Favorite: ,Bristol City U21, 6597941   size:7.86,Price: ,1.07,C Palace U21, 6614440   size:7.86,Price: ,1.07,The Draw, 58805   size:2.54,Price: ,2.9,ok
1.122530588, Sport: ,Soccer, Time: ,Mon Jan 18 14:00:00 CET 2016, Time: ,Mon Jan 18 14:00:00 CET 2016, Event: ,Huddersfield U21 v Crewe U21, Favorite: ,Huddersfield U21, 6678229   size:7.86,Price: ,1.07,Crewe U21, 6628863   size:7.86,Price: ,1.07,The Draw, 58805   size:2.56,Price: ,2.9,x
1.122530586, Sport: ,Soccer, Time: ,Mon Jan 18 20:00:00 CET 2016, Time: ,Mon Jan 18 20:00:00 CET 2016, Event: ,Derby U21 v Blackburn U21, Favorite: ,Derby U21, 6692744   size:7.86,Price: ,1.07,Blackburn U21, 6628130   size:7.86,Price: ,1.07,The Draw, 58805   size:2.54,Price: ,2.9,x
1.122641385, Sport: ,Tennis, Time: ,Tue Jan 19 05:00:00 CET 2016, Time: ,Tue Jan 19 05:00:00 CET 2016, Event: ,Krstin v Gaio, Favorite: ,Pedja Krstin, 8257862   size:2.56,Price: ,1.51,Federico Gaio, 8284479   size:2.55,Price: ,2.66,x
1.122614080, Sport: ,Volleyball, Time: ,Mon Jan 18 17:00:00 CET 2016, Time: ,Mon Jan 18 17:00:00 CET 2016, Event: ,GS Lamia v Aris Marmouris, Favorite: ,Aris Marmouris, 2971576   size:3.05,Price: ,1.5,GS Lamia, 1371922   size:2.27,Price: ,2.02,x
1.122526902, Sport: ,Soccer, Time: ,Mon Jan 18 20:00:00 CET 2016, Time: ,Mon Jan 18 20:00:00 CET 2016, Event: ,FC Oss v VVV, Favorite: ,VVV, 503419   size:18.92,Price: ,1.69,FC Oss, 4987328   size:159.8,Price: ,5.3,The Draw, 58805   size:19.98,Price: ,4.4,x
1.122614243, Sport: ,Ice Hockey, Time: ,Tue Jan 19 01:35:00 CET 2016, Time: ,Tue Jan 19 01:35:00 CET 2016, Event: ,Edmonton @ Florida, Favorite: ,Florida, 2112317   size:2.53,Price: ,1.85,Edmonton, 2109967   size:4.37,Price: ,2.42,Tie, 60104   size:6.3,Price: ,4.2,x
1.122633360, Sport: ,Soccer, Time: ,Tue Jan 19 00:40:00 CET 2016, Time: ,Tue Jan 19 00:40:00 CET 2016, Event: ,Arnett Gardens FC v Portmore United FC, Favorite: ,Arnett Gardens FC, 7666192   size:4.35,Price: ,2.46,Portmore United FC, 8071273   size:4.28,Price: ,2.56,The Draw, 58805   size:4.04,Price: ,2.96,ok
1.122525535, Sport: ,Soccer, Time: ,Mon Jan 18 20:30:00 CET 2016, Time: ,Mon Jan 18 20:30:00 CET 2016, Event: ,Eibar v Granada, Favorite: ,Eibar, 247969   size:2260.2,Price: ,1.82,Granada, 2255452   size:191.91,Price: ,5.6,The Draw, 58805   size:928.59,Price: ,3.6,ok
1.122527444, Sport: ,Soccer, Time: ,Mon Jan 18 19:30:00 CET 2016, Time: ,Mon Jan 18 19:30:00 CET 2016, Event: ,KV Oostende (Youth) v Club Brugge (Y), Favorite: ,KV Oostende (youth), 8220572   size:7.86,Price: ,1.07,Club Brugge (Y), 7159209   size:7.86,Price: ,1.07,The Draw, 58805   size:2.53,Price: ,2.9,x
1.122642924, Sport: ,Soccer, Time: ,Mon Jan 18 13:30:00 CET 2016, Time: ,Mon Jan 18 13:30:00 CET 2016, Event: ,Misr El Makasa v Petrojet, Favorite: ,Misr El Makasa, 5905941   size:29.51,Price: ,2.48,Petrojet, 5168594   size:80.52,Price: ,3.5,The Draw, 58805   size:6.88,Price: ,3.05,x
1.122640501, Sport: ,Basketball, Time: ,Tue Jan 19 02:05:00 CET 2016, Time: ,Tue Jan 19 02:05:00 CET 2016, Event: ,Golden State @ Cleveland, Favorite: ,Cleveland, 13112   size:2.55,Price: ,1.21,Golden State, 13126   size:6.95,Price: ,1.22,x
1.122642767, Sport: ,Soccer, Time: ,Mon Jan 18 10:30:00 CET 2016, Time: ,Mon Jan 18 10:30:00 CET 2016, Event: ,TP Ho Chi Minh FC U19 v Long An FC U19, Favorite: ,TP Ho Chi Minh FC U19, 8286326   size:2.55,Price: ,2.24,Long An FC U19, 10718645   size:4.16,Price: ,3.05,The Draw, 58805   size:5.98,Price: ,3.4,x
1.122457131, Sport: ,Bowls, Time: ,Mon Jan 18 11:00:00 CET 2016, Time: ,Mon Jan 18 11:00:00 CET 2016, Event: ,Mark Dawes v Jamie Smith, Favorite: ,Mark Dawes, 3646045   size:0.0,Price: ,0.0,Jamie Smith, 7786271   size:0.0,Price: ,0.0,ok
1.122642088, Sport: ,Soccer, Time: ,Mon Jan 18 13:30:00 CET 2016, Time: ,Mon Jan 18 13:30:00 CET 2016, Event: ,Maccabi Kiryat Ata v Ironi Baka El Garbiya, Favorite: ,Maccabi Kiryat Ata, 9445040   size:2.52,Price: ,1.36,Ironi Baka El Garbiya, 10393333   size:2.52,Price: ,1.36,The Draw, 58805   size:2.52,Price: ,3.1,x
1.122645473, Sport: ,Soccer, Time: ,Tue Jan 19 01:30:00 CET 2016, Time: ,Tue Jan 19 01:30:00 CET 2016, Event: ,Zamora v Aragua, Favorite: ,Zamora, 565025   size:27.54,Price: ,1.02,Aragua, 3284244   size:27.54,Price: ,1.02,The Draw, 58805   size:2.52,Price: ,2.9,x
1.122645592, Sport: ,Tennis, Time: ,Mon Jan 18 21:00:00 CET 2016, Time: ,Mon Jan 18 21:00:00 CET 2016, Event: ,Leite/Severino v Elias/Ghem, Favorite: ,Leite/Severino, 10728292   size:9.18,Price: ,1.06,Elias/Ghem, 8576125   size:9.18,Price: ,1.06,x
1.122527609, Sport: ,Soccer, Time: ,Mon Jan 18 19:30:00 CET 2016, Time: ,Mon Jan 18 19:30:00 CET 2016, Event: ,Sint Truidense (Youth) v Anderlecht (Y), Favorite: ,Sint Truidense (Youth), 10158287   size:3.87,Price: ,2.1,Anderlecht (Y), 7174785   size:4.0,Price: ,2.9,The Draw, 58805   size:4.53,Price: ,3.7,x
1.122525701, Sport: ,Soccer, Time: ,Mon Jan 18 18:30:00 CET 2016, Time: ,Mon Jan 18 18:30:00 CET 2016, Event: ,Platanias v Olympiakos, Favorite: ,Olympiakos, 55243   size:89.27,Price: ,1.4,Platanias, 4157191   size:67.56,Price: ,11.0,The Draw, 58805   size:19.15,Price: ,5.0,x
1.122526754, Sport: ,Soccer, Time: ,Mon Jan 18 20:00:00 CET 2016, Time: ,Mon Jan 18 20:00:00 CET 2016, Event: ,Den Bosch v Volendam, Favorite: ,Den Bosch, 48452   size:101.26,Price: ,2.3,Volendam, 419133   size:10.48,Price: ,3.25,The Draw, 58805   size:170.82,Price: ,3.65,x
1.122527775, Sport: ,Soccer, Time: ,Mon Jan 18 18:30:00 CET 2016, Time: ,Mon Jan 18 18:30:00 CET 2016, Event: ,FC Groningen U23 v Jong Graafschap, Favorite: ,FC Groningen U23, 10164291   size:2.54,Price: ,1.13,Jong Graafschap, 6249595   size:7.13,Price: ,17.0,The Draw, 58805   size:3.19,Price: ,7.4,ok
1.122637229, Sport: ,Tennis, Time: ,Mon Jan 18 07:00:00 CET 2016, Time: ,Mon Jan 18 07:00:00 CET 2016, Event: ,Du Lee v Moriya, Favorite: ,Hiroki Moriya, 5858055   size:30.68,Price: ,1.92,Duckhee Lee, 8505197   size:6.41,Price: ,2.08,ok
1.122527499, Sport: ,Soccer, Time: ,Mon Jan 18 19:30:00 CET 2016, Time: ,Mon Jan 18 19:30:00 CET 2016, Event: ,Mouscron Peruwelz Youth v KVC Westerlo (Youth), Favorite: ,Mouscron Peruwelz Youth, 8764421   size:2.55,Price: ,1.57,KVC Westerlo (Youth), 8764419   size:17.7,Price: ,4.7,The Draw, 58805   size:3.2,Price: ,4.2,x
1.122569174, Sport: ,Soccer, Time: ,Tue Jan 19 02:10:00 CET 2016, Time: ,Tue Jan 19 02:10:00 CET 2016, Event: ,River Plate v Independiente, Favorite: ,River Plate, 194515   size:12.64,Price: ,2.56,Independiente, 194512   size:9.93,Price: ,3.0,The Draw, 58805   size:23.07,Price: ,2.94,x
1.122645641, Sport: ,Tennis, Time: ,Tue Jan 19 05:00:00 CET 2016, Time: ,Tue Jan 19 05:00:00 CET 2016, Event: ,Guez/Soeda v Sancic/Vervoort, Favorite: ,Guez/Soeda, 10728307   size:9.18,Price: ,1.06,Sancic/Vervoort, 10728308   size:9.18,Price: ,1.06,ok
1.122637225, Sport: ,Tennis, Time: ,Tue Jan 19 05:00:00 CET 2016, Time: ,Tue Jan 19 05:00:00 CET 2016, Event: ,Weintraub v Alcantara, Favorite: ,Amir Weintraub, 5822663   size:7.47,Price: ,1.05,Francis Casey Alcantara, 9622997   size:2.5,Price: ,9.8,ok
1.122637233, Sport: ,Tennis, Time: ,Tue Jan 19 05:00:00 CET 2016, Time: ,Tue Jan 19 05:00:00 CET 2016, Event: ,Coppejans v Patrombon, Favorite: ,Kimmer Coppejans, 7364095   size:8.06,Price: ,1.06,Jeson Patrombon, 9624795   size:26.2,Price: ,15.0,ok
1.122637245, Sport: ,Tennis, Time: ,Tue Jan 19 05:00:00 CET 2016, Time: ,Tue Jan 19 05:00:00 CET 2016, Event: ,Gerasimov v Y Mertens, Favorite: ,Egor Gerasimov, 7797772   size:3.18,Price: ,1.57,Yannick Mertens, 4521608   size:20.91,Price: ,2.64,x
1.122614272, Sport: ,Ice Hockey, Time: ,Tue Jan 19 04:35:00 CET 2016, Time: ,Tue Jan 19 04:35:00 CET 2016, Event: ,Ottawa @ San Jose, Favorite: ,San Jose, 2110001   size:2.49,Price: ,1.9,Ottawa, 2108072   size:14.06,Price: ,2.98,Tie, 60104   size:12.1,Price: ,3.9,x
1.122640515, Sport: ,Basketball, Time: ,Tue Jan 19 04:35:00 CET 2016, Time: ,Tue Jan 19 04:35:00 CET 2016, Event: ,Houston @ LA Clippers, Favorite: ,LA Clippers, 237489   size:2.62,Price: ,1.03,Houston, 13123   size:2.56,Price: ,1.18,ok
1.122526680, Sport: ,Soccer, Time: ,Mon Jan 18 20:00:00 CET 2016, Time: ,Mon Jan 18 20:00:00 CET 2016, Event: ,Breda v FC Eindhoven, Favorite: ,Breda, 48448   size:31.09,Price: ,1.56,FC Eindhoven, 503439   size:76.4,Price: ,6.4,The Draw, 58805   size:143.19,Price: ,4.5,ok
1.122457188, Sport: ,Bowls, Time: ,Mon Jan 18 20:30:00 CET 2016, Time: ,Mon Jan 18 20:30:00 CET 2016, Event: ,Nick Brett v James Rippey, Favorite: ,Nick Brett, 2676216   size:0.0,Price: ,0.0,James Rippey, 10683986   size:0.0,Price: ,0.0,x
1.122645645, Sport: ,Tennis, Time: ,Tue Jan 19 05:00:00 CET 2016, Time: ,Tue Jan 19 05:00:00 CET 2016, Event: ,Gonzales/Walsh v O'Brien/Roelofse, Favorite: ,Gonzales/Walsh, 9184091   size:9.18,Price: ,1.06,O'Brien/Roelofse, 9545182   size:9.18,Price: ,1.06,x
1.122640593, Sport: ,Basketball, Time: ,Mon Jan 18 19:05:00 CET 2016, Time: ,Mon Jan 18 19:05:00 CET 2016, Event: ,Philadelphia @ New York, Favorite: ,New York, 13106   size:2.55,Price: ,1.24,Philadelphia, 13103   size:2.55,Price: ,3.1,ok
1.122645682, Sport: ,Tennis, Time: ,Tue Jan 19 05:00:00 CET 2016, Time: ,Tue Jan 19 05:00:00 CET 2016, Event: ,Ratiwatana/Ratiwatana v Li/Peng, Favorite: ,Ratiwatana/Ratiwatana, 2091363   size:9.18,Price: ,1.06,Li/Peng, 10728316   size:9.18,Price: ,1.06,ok
1.122642491, Sport: ,Soccer, Time: ,Mon Jan 18 10:30:00 CET 2016, Time: ,Mon Jan 18 10:30:00 CET 2016, Event: ,Lam Dong U19 v Binh Dinh U19, Favorite: ,Binh Dinh U19, 8286343   size:2.1,Price: ,2.18,Lam Dong U19, 9137080   size:4.33,Price: ,2.88,The Draw, 58805   size:2.55,Price: ,3.9,ok
1.122560042, Sport: ,Soccer, Time: ,Mon Jan 18 20:45:00 CET 2016, Time: ,Mon Jan 18 20:45:00 CET 2016, Event: ,Wealdstone v Gosport Borough, Favorite: ,Gosport Borough, 2662210   size:2.6,Price: ,2.5,Wealdstone, 2608900   size:8.12,Price: ,2.92,The Draw, 58805   size:2.08,Price: ,3.25,x
1.122614263, Sport: ,Ice Hockey, Time: ,Tue Jan 19 03:05:00 CET 2016, Time: ,Tue Jan 19 03:05:00 CET 2016, Event: ,Buffalo @ Arizona, Favorite: ,Arizona, 8867880   size:2.35,Price: ,1.95,Buffalo, 4427593   size:8.55,Price: ,2.98,Tie, 60104   size:6.33,Price: ,4.1,x
1.122612241, Sport: ,Basketball, Time: ,Mon Jan 18 21:00:00 CET 2016, Time: ,Mon Jan 18 21:00:00 CET 2016, Event: ,Crvena Zvezda v Metalac, Favorite: ,Crvena Zvezda, 1275898   size:2.55,Price: ,1.09,Metalac, 7735981   size:30.38,Price: ,1.79,ok
1.122525797, Sport: ,Soccer, Time: ,Mon Jan 18 20:30:00 CET 2016, Time: ,Mon Jan 18 20:30:00 CET 2016, Event: ,Crotone v Cagliari, Favorite: ,Cagliari, 60297   size:126.81,Price: ,2.84,Crotone, 60300   size:49.21,Price: ,2.96,The Draw, 58805   size:598.51,Price: ,3.2,x
1.122527940, Sport: ,Soccer, Time: ,Mon Jan 18 18:30:00 CET 2016, Time: ,Mon Jan 18 18:30:00 CET 2016, Event: ,SC Heerenveen (Res) v PEC Zwolle (Res), Favorite: ,SC Heerenveen (Res), 10143913   size:3.56,Price: ,1.29,PEC Zwolle (Res), 10138963   size:6.42,Price: ,7.2,The Draw, 58805   size:7.34,Price: ,5.5,ok
1.122527224, Sport: ,Soccer, Time: ,Mon Jan 18 16:00:00 CET 2016, Time: ,Mon Jan 18 16:00:00 CET 2016, Event: ,Busaiteen v Al Shabbab Manama, Favorite: ,Busaiteen, 3922360   size:7.86,Price: ,1.07,Al Shabbab Manama, 6758057   size:7.86,Price: ,1.07,The Draw, 58805   size:2.55,Price: ,2.9,x
1.122635653, Sport: ,Basketball, Time: ,Mon Jan 18 09:30:00 CET 2016, Time: ,Mon Jan 18 09:30:00 CET 2016, Event: ,Hiroshima v Nara, Favorite: ,Nara, 7759193   size:3.21,Price: ,1.03,Hiroshima, 10368766   size:2.55,Price: ,1.28,ok
1.122527389, Sport: ,Soccer, Time: ,Mon Jan 18 19:30:00 CET 2016, Time: ,Mon Jan 18 19:30:00 CET 2016, Event: ,KSC Lokeren (Y) v Zulte-Waregem (Y), Favorite: ,KSC Lokeren (Y), 7159116   size:3.7,Price: ,1.24,Zulte-Waregem (Y), 7159226   size:7.44,Price: ,9.8,The Draw, 58805   size:2.0,Price: ,6.6,x
1.122527664, Sport: ,Soccer, Time: ,Mon Jan 18 19:30:00 CET 2016, Time: ,Mon Jan 18 19:30:00 CET 2016, Event: ,Standard Liege (Y) v Waasland-Beveren (Y), Favorite: ,Standard Liege (Y), 7159118   size:3.7,Price: ,1.24,Waasland-Beveren (Y), 7159135   size:7.02,Price: ,14.0,The Draw, 58805   size:2.0,Price: ,6.6,x
1.122640607, Sport: ,Basketball, Time: ,Mon Jan 18 20:35:00 CET 2016, Time: ,Mon Jan 18 20:35:00 CET 2016, Event: ,New Orleans @ Memphis, Favorite: ,Memphis, 119812   size:3.78,Price: ,1.32,New Orleans, 6860646   size:2.55,Price: ,2.08,ok
