1.119711361, Sport: ,Baseball, Time: ,Tue Aug 04 01:10:00 CEST 2015, Time: ,Tue Aug 04 01:10:00 CEST 2015, Event: ,SF @ ATL, Favorite: ,San Francisco (M Cain), 1240009   size:304.0,Price: ,1.69,Atlanta (M Foltynewicz), 9449904   size:5.0,Price: ,2.4,x
1.119810802, Sport: ,Tennis, Time: ,Tue Aug 04 00:45:00 CEST 2015, Time: ,Tue Aug 04 00:45:00 CEST 2015, Event: ,T Townsend v Falconi, Favorite: ,Irina Falconi, 4946384   size:90.0,Price: ,1.51,Taylor Townsend, 7066166   size:37.75,Price: ,2.84,ok
1.119810208, Sport: ,Tennis, Time: ,Mon Aug 03 22:00:00 CEST 2015, Time: ,Mon Aug 03 22:00:00 CEST 2015, Event: ,Estrella Burgos v Jarry, Favorite: ,Victor Estrella Burgos, 7430580   size:299.15,Price: ,1.25,Nicolas Jarry, 8260515   size:37.46,Price: ,4.8,ok
1.119667843, Sport: ,Soccer, Time: ,Mon Aug 03 18:30:00 CEST 2015, Time: ,Mon Aug 03 18:30:00 CEST 2015, Event: ,FC Wacker Innsbruck v LASK Linz, Favorite: ,LASK Linz, 453570   size:41.65,Price: ,2.56,FC Wacker Innsbruck, 2469752   size:447.36,Price: ,3.05,The Draw, 58805   size:334.72,Price: ,3.4,ok
1.119817877, Sport: ,Soccer, Time: ,Mon Aug 03 18:30:00 CEST 2015, Time: ,Mon Aug 03 18:30:00 CEST 2015, Event: ,FK Salaspils II v DSVK Traktors/JDFS, Favorite: ,FK Salaspils II, 9608190   size:11.86,Price: ,1.08,DSVK Traktors/JDFS, 9817264   size:4.23,Price: ,1.21,The Draw, 58805   size:12.53,Price: ,1.29,ok
1.119667446, Sport: ,Soccer, Time: ,Mon Aug 03 19:00:00 CEST 2015, Time: ,Mon Aug 03 19:00:00 CEST 2015, Event: ,Syrianska IF Kerburan v Stromsbergs, Favorite: ,Syrianska IF Kerburan, 4638299   size:13.77,Price: ,1.66,The Draw, 58805   size:3.74,Price: ,4.1,Stromsbergs, 9371567   size:3.64,Price: ,4.5,ok
1.119817317, Sport: ,Soccer, Time: ,Mon Aug 03 20:00:00 CEST 2015, Time: ,Mon Aug 03 20:00:00 CEST 2015, Event: ,Metropolitano v Sao Caetano, Favorite: ,Sao Caetano, 198130   size:3.13,Price: ,2.08,Metropolitano, 4562556   size:3.83,Price: ,2.72,The Draw, 58805   size:7.49,Price: ,2.82,ok
1.119720723, Sport: ,Soccer, Time: ,Mon Aug 03 20:00:00 CEST 2015, Time: ,Mon Aug 03 20:00:00 CEST 2015, Event: ,Dinamo Bucharest v ACS Poli Timisoara, Favorite: ,Dinamo Bucharest, 46937   size:79.24,Price: ,2.16,The Draw, 58805   size:296.6,Price: ,3.3,ACS Poli Timisoara, 6809287   size:110.88,Price: ,4.1,ok
1.119668919, Sport: ,Soccer, Time: ,Mon Aug 03 20:30:00 CEST 2015, Time: ,Mon Aug 03 20:30:00 CEST 2015, Event: ,Nancy v Tours, Favorite: ,Nancy, 70468   size:816.14,Price: ,1.91,The Draw, 58805   size:394.27,Price: ,3.4,Tours, 1543737   size:106.25,Price: ,5.2,x
1.119744238, Sport: ,Soccer, Time: ,Tue Aug 04 02:10:00 CEST 2015, Time: ,Tue Aug 04 02:10:00 CEST 2015, Event: ,Banfield v Arsenal FC, Favorite: ,Banfield, 194508   size:33.73,Price: ,1.76,The Draw, 58805   size:160.59,Price: ,3.65,Arsenal FC, 512619   size:120.46,Price: ,5.8,ok
1.119743349, Sport: ,Soccer, Time: ,Mon Aug 03 20:15:00 CEST 2015, Time: ,Mon Aug 03 20:15:00 CEST 2015, Event: ,Alianza Atletico v Uni San Martin, Favorite: ,Alianza Atletico, 898396   size:68.01,Price: ,2.62,Uni San Martin, 2032055   size:16.42,Price: ,3.0,The Draw, 58805   size:60.0,Price: ,3.4,ok
1.119667508, Sport: ,Soccer, Time: ,Mon Aug 03 19:00:00 CEST 2015, Time: ,Mon Aug 03 19:00:00 CEST 2015, Event: ,Ranheim v Sogndal, Favorite: ,Ranheim, 2440426   size:53.93,Price: ,2.72,Sogndal, 31322   size:41.03,Price: ,2.8,The Draw, 58805   size:5.33,Price: ,3.4,ok
1.119816154, Sport: ,Tennis, Time: ,Mon Aug 03 23:00:00 CEST 2015, Time: ,Mon Aug 03 23:00:00 CEST 2015, Event: ,Dimitrov/Fish v Pospisil/Sock, Favorite: ,Pospisil/Sock, 8638693   size:5.93,Price: ,1.38,Dimitrov/Fish, 9312224   size:2.31,Price: ,2.76,x
1.119711377, Sport: ,Baseball, Time: ,Tue Aug 04 02:10:00 CEST 2015, Time: ,Tue Aug 04 02:10:00 CEST 2015, Event: ,SD @ MIL, Favorite: ,Milwaukee (W Peralta), 6636237   size:679.13,Price: ,1.97,San Diego (T Ross), 7184181   size:5.0,Price: ,1.98,x
1.119729083, Sport: ,Soccer, Time: ,Mon Aug 03 19:00:00 CEST 2015, Time: ,Mon Aug 03 19:00:00 CEST 2015, Event: ,Volgar Astrakhan v Fakel, Favorite: ,Volgar Astrakhan, 8666644   size:31.99,Price: ,1.96,The Draw, 58805   size:6.63,Price: ,3.3,Fakel, 5441579   size:10.27,Price: ,3.65,ok
1.119711337, Sport: ,Baseball, Time: ,Tue Aug 04 01:05:00 CEST 2015, Time: ,Tue Aug 04 01:05:00 CEST 2015, Event: ,ARI @ WSH, Favorite: ,Washington (D Fister), 8516468   size:676.95,Price: ,1.73,Arizona (Z Godley), 10062415   size:18.46,Price: ,2.32,x
1.119669010, Sport: ,Soccer, Time: ,Mon Aug 03 20:15:00 CEST 2015, Time: ,Mon Aug 03 20:15:00 CEST 2015, Event: ,RB Leipzig v Greuther Furth, Favorite: ,RB Leipzig, 5340398   size:1325.62,Price: ,1.77,The Draw, 58805   size:406.86,Price: ,3.8,Greuther Furth, 64375   size:731.33,Price: ,5.6,x
1.119816992, Sport: ,Soccer, Time: ,Mon Aug 03 20:30:00 CEST 2015, Time: ,Mon Aug 03 20:30:00 CEST 2015, Event: ,Stalybridge v Huddersfield U21, Favorite: ,Stalybridge, 597720   size:266.82,Price: ,2.14,Huddersfield U21, 6678229   size:2.55,Price: ,2.68,The Draw, 58805   size:14.84,Price: ,4.2,x
1.119667438, Sport: ,Soccer, Time: ,Mon Aug 03 19:15:00 CEST 2015, Time: ,Mon Aug 03 19:15:00 CEST 2015, Event: ,Senja v Valerenga II, Favorite: ,Senja, 3873338   size:3.27,Price: ,1.53,Valerenga II, 5481309   size:2.65,Price: ,3.95,The Draw, 58805   size:2.32,Price: ,4.5,x
1.119794685, Sport: ,Soccer, Time: ,Mon Aug 03 19:30:00 CEST 2015, Time: ,Mon Aug 03 19:30:00 CEST 2015, Event: ,Zamalek v Wadi Degla, Favorite: ,Zamalek, 5174134   size:21.07,Price: ,1.8,The Draw, 58805   size:10.54,Price: ,3.7,Wadi degla, 5259318   size:8.81,Price: ,5.5,x
1.119667436, Sport: ,Soccer, Time: ,Mon Aug 03 19:00:00 CEST 2015, Time: ,Mon Aug 03 19:00:00 CEST 2015, Event: ,Stromsgodset II v Sprint Jeloy, Favorite: ,Stromsgodset II, 5528986   size:180.91,Price: ,1.17,The Draw, 58805   size:6.02,Price: ,6.4,Sprint Jeloy, 5748780   size:6.18,Price: ,7.0,ok
1.119810775, Sport: ,Tennis, Time: ,Mon Aug 03 19:50:00 CEST 2015, Time: ,Mon Aug 03 19:50:00 CEST 2015, Event: ,Chirico v H Watson, Favorite: ,Heather Watson, 4174997   size:501.17,Price: ,1.28,Louisa Chirico, 7168233   size:134.57,Price: ,4.4,x
1.119667434, Sport: ,Soccer, Time: ,Mon Aug 03 19:00:00 CEST 2015, Time: ,Mon Aug 03 19:00:00 CEST 2015, Event: ,Stabaek II v Skeid, Favorite: ,Stabaek II, 5481293   size:17.51,Price: ,1.26,The Draw, 58805   size:2.65,Price: ,5.0,Skeid, 152574   size:2.11,Price: ,5.3,ok
1.119810774, Sport: ,Tennis, Time: ,Mon Aug 03 22:00:00 CEST 2015, Time: ,Mon Aug 03 22:00:00 CEST 2015, Event: ,Nara v Putintseva, Favorite: ,Yulia Putintseva, 4259580   size:7.11,Price: ,1.92,Kurumi Nara, 3375664   size:145.57,Price: ,2.04,ok
1.119817373, Sport: ,Soccer, Time: ,Mon Aug 03 18:15:00 CEST 2015, Time: ,Mon Aug 03 18:15:00 CEST 2015, Event: ,FC Inter Turku U19 v FC Jazz U19, Favorite: ,FC Jazz U19, 7337855   size:2.97,Price: ,1.09,The Draw, 58805   size:2.84,Price: ,1.3,x
1.119711385, Sport: ,Baseball, Time: ,Tue Aug 04 02:10:00 CEST 2015, Time: ,Tue Aug 04 02:10:00 CEST 2015, Event: ,TB @ CWS, Favorite: ,Chicago White Sox (J Quintana), 6401579   size:326.99,Price: ,1.85,Tampa Bay (N Karns), 8837227   size:5.0,Price: ,2.12,x
1.119829633, Sport: ,Tennis, Time: ,Mon Aug 03 22:00:00 CEST 2015, Time: ,Mon Aug 03 22:00:00 CEST 2015, Event: ,Duckworth v R Harrison, Favorite: ,Ryan Harrison, 2923247   size:55.13,Price: ,1.62,James Duckworth, 6064287   size:62.62,Price: ,2.58,x
1.119829634, Sport: ,Tennis, Time: ,Mon Aug 03 23:30:00 CEST 2015, Time: ,Mon Aug 03 23:30:00 CEST 2015, Event: ,D King v Soeda, Favorite: ,Go Soeda, 2249835   size:66.83,Price: ,1.45,Darian King, 8413749   size:26.46,Price: ,3.0,ok
1.119668355, Sport: ,Soccer, Time: ,Mon Aug 03 19:30:00 CEST 2015, Time: ,Mon Aug 03 19:30:00 CEST 2015, Event: ,Mjallby v GAIS, Favorite: ,Mjallby, 60143   size:9.62,Price: ,2.76,GAIS, 384083   size:5.02,Price: ,2.8,The Draw, 58805   size:204.82,Price: ,3.45,ok
1.119810464, Sport: ,Tennis, Time: ,Mon Aug 03 22:00:00 CEST 2015, Time: ,Mon Aug 03 22:00:00 CEST 2015, Event: ,D Sela v Hy Chung, Favorite: ,Dudi Sela, 2263685   size:108.54,Price: ,1.85,Hyeon Chung, 7690576   size:184.31,Price: ,2.1,x
1.119810463, Sport: ,Tennis, Time: ,Tue Aug 04 01:00:00 CEST 2015, Time: ,Tue Aug 04 01:00:00 CEST 2015, Event: ,Gabashvili v B Becker, Favorite: ,Teymuraz Gabashvili, 4877292   size:21.61,Price: ,1.62,Benjamin Becker, 2249398   size:92.44,Price: ,2.54,ok
1.119811079, Sport: ,Tennis, Time: ,Mon Aug 03 20:00:00 CEST 2015, Time: ,Mon Aug 03 20:00:00 CEST 2015, Event: ,Riske v Maria, Favorite: ,Alison Riske, 4566011   size:102.0,Price: ,1.41,Tatjana Maria, 7299657   size:18.27,Price: ,3.4,ok
1.119668430, Sport: ,Soccer, Time: ,Mon Aug 03 19:45:00 CEST 2015, Time: ,Mon Aug 03 19:45:00 CEST 2015, Event: ,Winterthur v Wohlen, Favorite: ,Winterthur, 458019   size:55.99,Price: ,2.48,Wohlen, 457844   size:148.79,Price: ,2.96,The Draw, 58805   size:16.17,Price: ,3.7,x
1.119811111, Sport: ,Tennis, Time: ,Mon Aug 03 23:30:00 CEST 2015, Time: ,Mon Aug 03 23:30:00 CEST 2015, Event: ,C Witthoeft v Petkovic, Favorite: ,Andrea Petkovic, 2404122   size:97.84,Price: ,1.35,Carina Witthoeft, 5408907   size:32.32,Price: ,3.55,ok
1.119667460, Sport: ,Soccer, Time: ,Mon Aug 03 19:00:00 CEST 2015, Time: ,Mon Aug 03 19:00:00 CEST 2015, Event: ,Brann v Levanger, Favorite: ,Brann, 31317   size:540.71,Price: ,1.37,The Draw, 58805   size:24.62,Price: ,6.0,Levanger, 398353   size:3.47,Price: ,9.2,ok
1.119821828, Sport: ,Rugby Union, Time: ,Mon Aug 03 20:00:00 CEST 2015, Time: ,Mon Aug 03 20:00:00 CEST 2015, Event: ,Tonga v Japan, Favorite: ,Tonga, 61427   size:883.42,Price: ,1.66,Japan, 14117   size:2.08,Price: ,2.4,Draw, 246289   size:7.14,Price: ,17.0,ok
1.119817653, Sport: ,Soccer, Time: ,Mon Aug 03 18:30:00 CEST 2015, Time: ,Mon Aug 03 18:30:00 CEST 2015, Event: ,Maccabi Petach Tikva v Bnei Yehuda, Favorite: ,Maccabi Petach Tikva, 939576   size:47.37,Price: ,2.44,Bnei Yehuda, 1561969   size:21.78,Price: ,3.1,The Draw, 58805   size:63.87,Price: ,3.4,ok
1.119825194, Sport: ,Tennis, Time: ,Mon Aug 03 23:30:00 CEST 2015, Time: ,Mon Aug 03 23:30:00 CEST 2015, Event: ,Bencic/Mladenovic v Begu/Vandeweghe, Favorite: ,Bencic/Mladenovic, 10108707   size:2.55,Price: ,1.39,Begu/Vandeweghe, 10108708   size:2.55,Price: ,2.78,ok
1.119818745, Sport: ,Soccer, Time: ,Mon Aug 03 20:30:00 CEST 2015, Time: ,Mon Aug 03 20:30:00 CEST 2015, Event: ,Deportivo Merlo v CA Atlanta, Favorite: ,CA Atlanta, 5860879   size:2.43,Price: ,2.06,The Draw, 58805   size:8.55,Price: ,3.0,Deportivo Merlo, 5181458   size:3.85,Price: ,3.8,x
1.119817139, Sport: ,Soccer, Time: ,Mon Aug 03 20:45:00 CEST 2015, Time: ,Mon Aug 03 20:45:00 CEST 2015, Event: ,Worksop Town v Boston Utd, Favorite: ,Boston Utd, 256306   size:14.46,Price: ,1.6,The Draw, 58805   size:3.95,Price: ,3.9,Worksop Town, 1230957   size:3.4,Price: ,4.5,x
1.119821881, Sport: ,Rugby Union, Time: ,Mon Aug 03 23:00:00 CEST 2015, Time: ,Mon Aug 03 23:00:00 CEST 2015, Event: ,USA v Canada, Favorite: ,Canada, 4736684   size:4.26,Price: ,1.5,USA, 13097   size:2.98,Price: ,2.14,Draw, 246289   size:3.41,Price: ,16.5,x
1.119810827, Sport: ,Tennis, Time: ,Mon Aug 03 22:00:00 CEST 2015, Time: ,Mon Aug 03 22:00:00 CEST 2015, Event: ,Niculescu v Arruabarrena, Favorite: ,Monica Niculescu, 2309528   size:130.1,Price: ,1.38,Lara Arruabarrena, 7137471   size:2.84,Price: ,3.45,ok
1.119810627, Sport: ,Tennis, Time: ,Tue Aug 04 01:15:00 CEST 2015, Time: ,Tue Aug 04 01:15:00 CEST 2015, Event: ,Berankis v Ye Lu, Favorite: ,Yen-Hsun Lu, 8287128   size:2.84,Price: ,1.71,Ricardas Berankis, 2923248   size:97.25,Price: ,2.3,x
1.119829443, Sport: ,Tennis, Time: ,Mon Aug 03 21:30:00 CEST 2015, Time: ,Mon Aug 03 21:30:00 CEST 2015, Event: ,Chan/Chan v Date-Krumm/Minella, Favorite: ,Chan/Chan, 2035578   size:2.55,Price: ,1.57,Date-Krumm/Minella, 10109065   size:2.55,Price: ,2.28,ok
1.119744054, Sport: ,Soccer, Time: ,Mon Aug 03 23:00:00 CEST 2015, Time: ,Mon Aug 03 23:00:00 CEST 2015, Event: ,Tigre v Quilmes, Favorite: ,Tigre, 2451815   size:71.17,Price: ,1.91,The Draw, 58805   size:121.89,Price: ,3.4,Quilmes, 476270   size:84.76,Price: ,5.3,x
1.119829440, Sport: ,Tennis, Time: ,Tue Aug 04 00:30:00 CEST 2015, Time: ,Tue Aug 04 00:30:00 CEST 2015, Event: ,Bondarenko/Maria v Hrdinova/Martic, Favorite: ,Bondarenko/Maria, 10109062   size:3.71,Price: ,1.72,Hrdinova/Martic, 10109063   size:3.1,Price: ,2.06,ok
1.119830140, Sport: ,Basketball, Time: ,Mon Aug 03 20:30:00 CEST 2015, Time: ,Mon Aug 03 20:30:00 CEST 2015, Event: ,Slovenia v Australia, Favorite: ,Australia, 1499770   size:4.99,Price: ,1.41,Slovenia, 512605   size:67.79,Price: ,3.1,x
1.119668825, Sport: ,Soccer, Time: ,Mon Aug 03 19:00:00 CEST 2015, Time: ,Mon Aug 03 19:00:00 CEST 2015, Event: ,FC Nordsjaelland v AaB, Favorite: ,AaB, 28212   size:90.09,Price: ,2.4,FC Nordsjaelland, 466299   size:627.09,Price: ,3.25,The Draw, 58805   size:159.74,Price: ,3.5,x
1.119817148, Sport: ,Soccer, Time: ,Mon Aug 03 20:00:00 CEST 2015, Time: ,Mon Aug 03 20:00:00 CEST 2015, Event: ,Deportivo Riestra v Sportivo Italiano, Favorite: ,Deportivo Riestra, 5994579   size:8.21,Price: ,2.04,The Draw, 58805   size:10.45,Price: ,3.0,Sportivo Italiano, 5971717   size:4.32,Price: ,4.2,x
1.119813463, Sport: ,Tennis, Time: ,Mon Aug 03 18:35:00 CEST 2015, Time: ,Mon Aug 03 18:35:00 CEST 2015, Event: ,Haider-Maurer/Junaid v Begemann/Kubot, Favorite: ,Begemann/Kubot, 10105802   size:3.76,Price: ,1.48,Haider-Maurer/Junaid, 10105801   size:2.14,Price: ,2.98,ok
1.119810314, Sport: ,Tennis, Time: ,Tue Aug 04 01:30:00 CEST 2015, Time: ,Tue Aug 04 01:30:00 CEST 2015, Event: ,D Young v T Haas, Favorite: ,Tommy Haas, 2256508   size:365.57,Price: ,1.8,Donald Young, 2345091   size:97.78,Price: ,2.18,x
1.119667442, Sport: ,Soccer, Time: ,Mon Aug 03 19:00:00 CEST 2015, Time: ,Mon Aug 03 19:00:00 CEST 2015, Event: ,Lidkopings v IFK Uddevalla, Favorite: ,IFK Uddevalla, 6404350   size:10.94,Price: ,2.0,Lidkopings, 8438632   size:2.55,Price: ,3.25,The Draw, 58805   size:5.83,Price: ,3.75,x
1.119711353, Sport: ,Baseball, Time: ,Tue Aug 04 01:10:00 CEST 2015, Time: ,Tue Aug 04 01:10:00 CEST 2015, Event: ,NYM @ MIA, Favorite: ,NY Mets (B Colon), 8432627   size:202.76,Price: ,1.9,Miami (T Koehler), 6720895   size:467.0,Price: ,2.02,ok
1.119821937, Sport: ,Rugby Union, Time: ,Tue Aug 04 02:00:00 CEST 2015, Time: ,Tue Aug 04 02:00:00 CEST 2015, Event: ,Fiji v Samoa, Favorite: ,Samoa, 14119   size:58.11,Price: ,1.41,Fiji, 63843   size:2.78,Price: ,1.8,Draw, 246289   size:3.41,Price: ,16.0,x
1.119829743, Sport: ,Tennis, Time: ,Mon Aug 03 23:30:00 CEST 2015, Time: ,Mon Aug 03 23:30:00 CEST 2015, Event: ,Yo Nishioka v A Zverev, Favorite: ,Alexander Zverev, 7430944   size:79.47,Price: ,1.61,Yoshihito Nishioka, 7137497   size:4.99,Price: ,2.52,ok
1.119830019, Sport: ,Tennis, Time: ,Mon Aug 03 20:00:00 CEST 2015, Time: ,Mon Aug 03 20:00:00 CEST 2015, Event: ,Doi v Bellis, Favorite: ,Misaki Doi, 4729711   size:28.58,Price: ,1.64,Catherine Bellis, 8792467   size:20.96,Price: ,2.5,ok
1.119668576, Sport: ,Soccer, Time: ,Mon Aug 03 20:30:00 CEST 2015, Time: ,Mon Aug 03 20:30:00 CEST 2015, Event: ,Kirby Town v Crewe, Favorite: ,Crewe, 47991   size:11.96,Price: ,1.08,The Draw, 58805   size:2.0,Price: ,1.26,x
